"Fahrt: Name","Ausleihdauer","Kunden Gruppe"
"1405050","5 bis 10 min","B2B"
"1068803","5 bis 10 min","B2B"
"1534779","5 bis 10 min","B2B"
"1359174","5 bis 10 min","B2B"
"1405653","5 bis 10 min","B2B"
"1069495","5 bis 10 min","B2B"
"1535365","5 bis 10 min","B2B"
"1360517","5 bis 10 min","B2B"
"1406304","5 bis 10 min","B2B"
"1069918","5 bis 10 min","B2B"
"1535422","5 bis 10 min","B2B"
"1360576","5 bis 10 min","B2B"
"1407590","5 bis 10 min","B2B"
"1071067","5 bis 10 min","B2B"
"1536697","5 bis 10 min","B2B"
"1361549","5 bis 10 min","B2B"
"1408221","5 bis 10 min","B2B"
"1071303","5 bis 10 min","B2B"
"1536725","5 bis 10 min","B2B"
"1362309","5 bis 10 min","B2B"
"1409057","5 bis 10 min","B2B"
"1071323","5 bis 10 min","B2B"
"1538211","5 bis 10 min","B2B"
"1363176","5 bis 10 min","B2B"
"1409865","5 bis 10 min","B2B"
"1071532","5 bis 10 min","B2B"
"1538735","5 bis 10 min","B2B"
"1363879","5 bis 10 min","B2B"
"1410054","5 bis 10 min","B2B"
"1071581","5 bis 10 min","B2B"
"1540417","5 bis 10 min","B2B"
"1364732","5 bis 10 min","B2B"
"1410120","5 bis 10 min","B2B"
"1072398","5 bis 10 min","B2B"
"1541254","5 bis 10 min","B2B"
"1365654","5 bis 10 min","B2B"
"1410991","5 bis 10 min","B2B"
"1073394","5 bis 10 min","B2B"
"1543325","5 bis 10 min","B2B"
"1365735","5 bis 10 min","B2B"
"1411158","5 bis 10 min","B2B"
"1073430","5 bis 10 min","B2B"
"1543393","5 bis 10 min","B2B"
"1367871","5 bis 10 min","B2B"
"1411965","5 bis 10 min","B2B"
"1074488","5 bis 10 min","B2B"
"1544294","5 bis 10 min","B2B"
"1369909","5 bis 10 min","B2B"
"1412532","5 bis 10 min","B2B"
"1074642","5 bis 10 min","B2B"
"1545720","5 bis 10 min","B2B"
"1370022","5 bis 10 min","B2B"
"1413186","5 bis 10 min","B2B"
"1074991","5 bis 10 min","B2B"
"1546145","5 bis 10 min","B2B"
"1370360","5 bis 10 min","B2B"
"1414970","5 bis 10 min","B2B"
"1075502","5 bis 10 min","B2B"
"1546176","5 bis 10 min","B2B"
"1370482","5 bis 10 min","B2B"
"1415203","5 bis 10 min","B2B"
"1075813","5 bis 10 min","B2B"
"1546452","5 bis 10 min","B2B"
"1371462","5 bis 10 min","B2B"
"1417222","5 bis 10 min","B2B"
"1077089","5 bis 10 min","B2B"
"1546603","5 bis 10 min","B2B"
"1371727","5 bis 10 min","B2B"
"1417680","5 bis 10 min","B2B"
"1077263","5 bis 10 min","B2B"
"1547131","5 bis 10 min","B2B"
"1373649","5 bis 10 min","B2B"
"1418858","5 bis 10 min","B2B"
"1078315","5 bis 10 min","B2B"
"1547181","5 bis 10 min","B2B"
"1373737","5 bis 10 min","B2B"
"1419261","5 bis 10 min","B2B"
"1078895","5 bis 10 min","B2B"
"1547239","5 bis 10 min","B2B"
"1373949","5 bis 10 min","B2B"
"1420943","5 bis 10 min","B2B"
"1079210","5 bis 10 min","B2B"
"1547798","5 bis 10 min","B2B"
"1375145","5 bis 10 min","B2B"
"1422698","5 bis 10 min","B2B"
"1080020","5 bis 10 min","B2B"
"1547928","5 bis 10 min","B2B"
"1375156","5 bis 10 min","B2B"
"1424751","5 bis 10 min","B2B"
"1080276","5 bis 10 min","B2B"
"1548209","5 bis 10 min","B2B"
"1375379","5 bis 10 min","B2B"
"1425000","5 bis 10 min","B2B"
"1080794","5 bis 10 min","B2B"
"1548212","5 bis 10 min","B2B"
"1375708","5 bis 10 min","B2B"
"1425623","5 bis 10 min","B2B"
"1081518","5 bis 10 min","B2B"
"1548413","5 bis 10 min","B2B"
"1375807","5 bis 10 min","B2B"
"1426274","5 bis 10 min","B2B"
"1081975","5 bis 10 min","B2B"
"1548694","5 bis 10 min","B2B"
"1378535","5 bis 10 min","B2B"
"1426695","5 bis 10 min","B2B"
"1082135","5 bis 10 min","B2B"
"1548715","5 bis 10 min","B2B"
"1378687","5 bis 10 min","B2B"
"1426827","5 bis 10 min","B2B"
"1082514","5 bis 10 min","B2B"
"1548720","5 bis 10 min","B2B"
"1379102","5 bis 10 min","B2B"
"1428903","5 bis 10 min","B2B"
"1082679","5 bis 10 min","B2B"
"1548842","5 bis 10 min","B2B"
"1379477","5 bis 10 min","B2B"
"1430078","5 bis 10 min","B2B"
"1084005","5 bis 10 min","B2B"
"1549602","5 bis 10 min","B2B"
"1380006","5 bis 10 min","B2B"
"1431146","5 bis 10 min","B2B"
"1084357","5 bis 10 min","B2B"
"1549634","5 bis 10 min","B2B"
"1380178","5 bis 10 min","B2B"
"1431511","5 bis 10 min","B2B"
"1084380","5 bis 10 min","B2B"
"1549639","5 bis 10 min","B2B"
"1380652","5 bis 10 min","B2B"
"1432173","5 bis 10 min","B2B"
"1084623","5 bis 10 min","B2B"
"1550611","5 bis 10 min","B2B"
"1380936","5 bis 10 min","B2B"
"1433906","5 bis 10 min","B2B"
"1085314","5 bis 10 min","B2B"
"1551376","5 bis 10 min","B2B"
"1380985","5 bis 10 min","B2B"
"1436867","5 bis 10 min","B2B"
"1086312","5 bis 10 min","B2B"
"1551934","5 bis 10 min","B2B"
"1382724","5 bis 10 min","B2B"
"1436960","5 bis 10 min","B2B"
"1087242","5 bis 10 min","B2B"
"1552091","5 bis 10 min","B2B"
"1382772","5 bis 10 min","B2B"
"1441924","5 bis 10 min","B2B"
"1087961","5 bis 10 min","B2B"
"1552343","5 bis 10 min","B2B"
"1382921","5 bis 10 min","B2B"
"1445375","5 bis 10 min","B2B"
"1090514","5 bis 10 min","B2B"
"1552362","5 bis 10 min","B2B"
"1383075","5 bis 10 min","B2B"
"1445933","5 bis 10 min","B2B"
"1090546","5 bis 10 min","B2B"
"1552512","5 bis 10 min","B2B"
"1383500","5 bis 10 min","B2B"
"1448747","5 bis 10 min","B2B"
"1090791","5 bis 10 min","B2B"
"1552718","5 bis 10 min","B2B"
"1384059","5 bis 10 min","B2B"
"1448890","5 bis 10 min","B2B"
"1090975","5 bis 10 min","B2B"
"1552937","5 bis 10 min","B2B"
"1384550","5 bis 10 min","B2B"
"1452669","5 bis 10 min","B2B"
"1091314","5 bis 10 min","B2B"
"1553320","5 bis 10 min","B2B"
"1385785","5 bis 10 min","B2B"
"1453298","5 bis 10 min","B2B"
"1091844","5 bis 10 min","B2B"
"1553887","5 bis 10 min","B2B"
"1385832","5 bis 10 min","B2B"
"1454478","5 bis 10 min","B2B"
"1092156","5 bis 10 min","B2B"
"1554208","5 bis 10 min","B2B"
"1386332","5 bis 10 min","B2B"
"1455100","5 bis 10 min","B2B"
"1093440","5 bis 10 min","B2B"
"1554284","5 bis 10 min","B2B"
"1386701","5 bis 10 min","B2B"
"1458335","5 bis 10 min","B2B"
"1093767","5 bis 10 min","B2B"
"1554875","5 bis 10 min","B2B"
"1387895","5 bis 10 min","B2B"
"1458336","5 bis 10 min","B2B"
"1093893","5 bis 10 min","B2B"
"1555786","5 bis 10 min","B2B"
"1252815","5 bis 10 min","B2B"
"1458992","5 bis 10 min","B2B"
"1094329","5 bis 10 min","B2B"
"1555893","5 bis 10 min","B2B"
"1253696","5 bis 10 min","B2B"
"1459290","5 bis 10 min","B2B"
"1095252","5 bis 10 min","B2B"
"1555962","5 bis 10 min","B2B"
"1253748","5 bis 10 min","B2B"
"1460268","5 bis 10 min","B2B"
"1096509","5 bis 10 min","B2B"
"1556578","5 bis 10 min","B2B"
"1254063","5 bis 10 min","B2B"
"1462097","5 bis 10 min","B2B"
"1096730","5 bis 10 min","B2B"
"1557101","5 bis 10 min","B2B"
"1254744","5 bis 10 min","B2B"
"1462424","5 bis 10 min","B2B"
"1098873","5 bis 10 min","B2B"
"1557348","5 bis 10 min","B2B"
"1255014","5 bis 10 min","B2B"
"1462816","5 bis 10 min","B2B"
"1099447","5 bis 10 min","B2B"
"1557725","5 bis 10 min","B2B"
"1255023","5 bis 10 min","B2B"
"1463745","5 bis 10 min","B2B"
"1100301","5 bis 10 min","B2B"
"1558203","5 bis 10 min","B2B"
"1255283","5 bis 10 min","B2B"
"1464396","5 bis 10 min","B2B"
"1100414","5 bis 10 min","B2B"
"1559043","5 bis 10 min","B2B"
"1255483","5 bis 10 min","B2B"
"1464724","5 bis 10 min","B2B"
"1101176","5 bis 10 min","B2B"
"1559052","5 bis 10 min","B2B"
"1255836","5 bis 10 min","B2B"
"1466318","5 bis 10 min","B2B"
"1102298","5 bis 10 min","B2B"
"1560144","5 bis 10 min","B2B"
"1255901","5 bis 10 min","B2B"
"1467014","5 bis 10 min","B2B"
"1102763","5 bis 10 min","B2B"
"1560832","5 bis 10 min","B2B"
"1256282","5 bis 10 min","B2B"
"1467015","5 bis 10 min","B2B"
"1102891","5 bis 10 min","B2B"
"1561415","5 bis 10 min","B2B"
"1257908","5 bis 10 min","B2B"
"1467030","5 bis 10 min","B2B"
"1103766","5 bis 10 min","B2B"
"1561873","5 bis 10 min","B2B"
"1258294","5 bis 10 min","B2B"
"1467811","5 bis 10 min","B2B"
"1103794","5 bis 10 min","B2B"
"1562142","5 bis 10 min","B2B"
"1259887","5 bis 10 min","B2B"
"1467917","5 bis 10 min","B2B"
"1104170","5 bis 10 min","B2B"
"1563119","5 bis 10 min","B2B"
"1260744","5 bis 10 min","B2B"
"1468328","5 bis 10 min","B2B"
"1104177","5 bis 10 min","B2B"
"1564250","5 bis 10 min","B2B"
"1260873","5 bis 10 min","B2B"
"1468991","5 bis 10 min","B2B"
"1106314","5 bis 10 min","B2B"
"1564580","5 bis 10 min","B2B"
"1260959","5 bis 10 min","B2B"
"1470958","5 bis 10 min","B2B"
"1106637","5 bis 10 min","B2B"
"1564623","5 bis 10 min","B2B"
"1260997","5 bis 10 min","B2B"
"1471380","5 bis 10 min","B2B"
"1106681","5 bis 10 min","B2B"
"1564677","5 bis 10 min","B2B"
"1261472","5 bis 10 min","B2B"
"1471533","5 bis 10 min","B2B"
"1106711","5 bis 10 min","B2B"
"1564968","5 bis 10 min","B2B"
"1261482","5 bis 10 min","B2B"
"1471657","5 bis 10 min","B2B"
"1109229","5 bis 10 min","B2B"
"1565191","5 bis 10 min","B2B"
"1261911","5 bis 10 min","B2B"
"1471941","5 bis 10 min","B2B"
"1109932","5 bis 10 min","B2B"
"1565417","5 bis 10 min","B2B"
"1262007","5 bis 10 min","B2B"
"1472270","5 bis 10 min","B2B"
"1110328","5 bis 10 min","B2B"
"1567459","5 bis 10 min","B2B"
"1264271","5 bis 10 min","B2B"
"1472759","5 bis 10 min","B2B"
"1110429","5 bis 10 min","B2B"
"1569920","5 bis 10 min","B2B"
"1265646","5 bis 10 min","B2B"
"1473681","5 bis 10 min","B2B"
"1110465","5 bis 10 min","B2B"
"1570000","5 bis 10 min","B2B"
"1266447","5 bis 10 min","B2B"
"1473786","5 bis 10 min","B2B"
"1110472","5 bis 10 min","B2B"
"1570283","5 bis 10 min","B2B"
"1267415","5 bis 10 min","B2B"
"1474560","5 bis 10 min","B2B"
"1110474","5 bis 10 min","B2B"
"1570844","5 bis 10 min","B2B"
"1268936","5 bis 10 min","B2B"
"1474716","5 bis 10 min","B2B"
"1110639","5 bis 10 min","B2B"
"1572276","5 bis 10 min","B2B"
"1269680","5 bis 10 min","B2B"
"1474929","5 bis 10 min","B2B"
"1112792","5 bis 10 min","B2B"
"1573098","5 bis 10 min","B2B"
"1269704","5 bis 10 min","B2B"
"1475258","5 bis 10 min","B2B"
"1113415","5 bis 10 min","B2B"
"1573953","5 bis 10 min","B2B"
"1269791","5 bis 10 min","B2B"
"1475467","5 bis 10 min","B2B"
"1113568","5 bis 10 min","B2B"
"1575074","5 bis 10 min","B2B"
"1270355","5 bis 10 min","B2B"
"1476252","5 bis 10 min","B2B"
"1115427","5 bis 10 min","B2B"
"1575657","5 bis 10 min","B2B"
"1271039","5 bis 10 min","B2B"
"1476901","5 bis 10 min","B2B"
"1116113","5 bis 10 min","B2B"
"1576191","5 bis 10 min","B2B"
"1271816","5 bis 10 min","B2B"
"1477674","5 bis 10 min","B2B"
"1116320","5 bis 10 min","B2B"
"1576284","5 bis 10 min","B2B"
"1273142","5 bis 10 min","B2B"
"1478101","5 bis 10 min","B2B"
"1116478","5 bis 10 min","B2B"
"1576419","5 bis 10 min","B2B"
"1273265","5 bis 10 min","B2B"
"1478601","5 bis 10 min","B2B"
"1117022","5 bis 10 min","B2B"
"1576685","5 bis 10 min","B2B"
"1275327","5 bis 10 min","B2B"
"1479178","5 bis 10 min","B2B"
"1117063","5 bis 10 min","B2B"
"1576729","5 bis 10 min","B2B"
"1276076","5 bis 10 min","B2B"
"1480608","5 bis 10 min","B2B"
"1117150","5 bis 10 min","B2B"
"1577195","5 bis 10 min","B2B"
"1276705","5 bis 10 min","B2B"
"1481145","5 bis 10 min","B2B"
"1119324","5 bis 10 min","B2B"
"1577222","5 bis 10 min","B2B"
"1276869","5 bis 10 min","B2B"
"1481236","5 bis 10 min","B2B"
"1119406","5 bis 10 min","B2B"
"1577309","5 bis 10 min","B2B"
"1277285","5 bis 10 min","B2B"
"1482148","5 bis 10 min","B2B"
"1119591","5 bis 10 min","B2B"
"1577595","5 bis 10 min","B2B"
"1277587","5 bis 10 min","B2B"
"1482224","5 bis 10 min","B2B"
"1120354","5 bis 10 min","B2B"
"1577682","5 bis 10 min","B2B"
"1277978","5 bis 10 min","B2B"
"1482495","5 bis 10 min","B2B"
"1121067","5 bis 10 min","B2B"
"1578013","5 bis 10 min","B2B"
"1278055","5 bis 10 min","B2B"
"1482582","5 bis 10 min","B2B"
"1121154","5 bis 10 min","B2B"
"1578700","5 bis 10 min","B2B"
"1278479","5 bis 10 min","B2B"
"1483055","5 bis 10 min","B2B"
"1121368","5 bis 10 min","B2B"
"1578958","5 bis 10 min","B2B"
"1279436","5 bis 10 min","B2B"
"1483216","5 bis 10 min","B2B"
"1121492","5 bis 10 min","B2B"
"1579082","5 bis 10 min","B2B"
"1280430","5 bis 10 min","B2B"
"1483480","5 bis 10 min","B2B"
"1122331","5 bis 10 min","B2B"
"1579128","5 bis 10 min","B2B"
"1280456","5 bis 10 min","B2B"
"1483680","5 bis 10 min","B2B"
"1122393","5 bis 10 min","B2B"
"1580185","5 bis 10 min","B2B"
"1280521","5 bis 10 min","B2B"
"1483683","5 bis 10 min","B2B"
"1122545","5 bis 10 min","B2B"
"1580283","5 bis 10 min","B2B"
"1282047","5 bis 10 min","B2B"
"1484224","5 bis 10 min","B2B"
"1122894","5 bis 10 min","B2B"
"1580364","5 bis 10 min","B2B"
"1283470","5 bis 10 min","B2B"
"1484567","5 bis 10 min","B2B"
"1123087","5 bis 10 min","B2B"
"1580917","5 bis 10 min","B2B"
"1283564","5 bis 10 min","B2B"
"1484607","5 bis 10 min","B2B"
"1123113","5 bis 10 min","B2B"
"1582606","5 bis 10 min","B2B"
"1283864","5 bis 10 min","B2B"
"1485566","5 bis 10 min","B2B"
"1123347","5 bis 10 min","B2B"
"1582858","5 bis 10 min","B2B"
"1284363","5 bis 10 min","B2B"
"1485811","5 bis 10 min","B2B"
"1123656","5 bis 10 min","B2B"
"1583533","5 bis 10 min","B2B"
"1286308","5 bis 10 min","B2B"
"1486359","5 bis 10 min","B2B"
"1124721","5 bis 10 min","B2B"
"1583628","5 bis 10 min","B2B"
"1286453","5 bis 10 min","B2B"
"1486614","5 bis 10 min","B2B"
"1124913","5 bis 10 min","B2B"
"1583890","5 bis 10 min","B2B"
"1287143","5 bis 10 min","B2B"
"1487035","5 bis 10 min","B2B"
"1125674","5 bis 10 min","B2B"
"1584184","5 bis 10 min","B2B"
"1287181","5 bis 10 min","B2B"
"1488277","5 bis 10 min","B2B"
"1126464","5 bis 10 min","B2B"
"1584295","5 bis 10 min","B2B"
"1287190","5 bis 10 min","B2B"
"1488416","5 bis 10 min","B2B"
"1128487","5 bis 10 min","B2B"
"1584308","5 bis 10 min","B2B"
"1291713","5 bis 10 min","B2B"
"1489163","5 bis 10 min","B2B"
"1128937","5 bis 10 min","B2B"
"1584489","5 bis 10 min","B2B"
"1292293","5 bis 10 min","B2B"
"1490261","5 bis 10 min","B2B"
"1129003","5 bis 10 min","B2B"
"1584608","5 bis 10 min","B2B"
"1292338","5 bis 10 min","B2B"
"1490538","5 bis 10 min","B2B"
"1130042","5 bis 10 min","B2B"
"1585658","5 bis 10 min","B2B"
"1292872","5 bis 10 min","B2B"
"1492300","5 bis 10 min","B2B"
"1315686","5 bis 10 min","B2B"
"1585732","5 bis 10 min","B2B"
"1294296","5 bis 10 min","B2B"
"1492856","5 bis 10 min","B2B"
"1316181","5 bis 10 min","B2B"
"1585905","5 bis 10 min","B2B"
"1294612","5 bis 10 min","B2B"
"1493093","5 bis 10 min","B2B"
"1316378","5 bis 10 min","B2B"
"1586836","5 bis 10 min","B2B"
"1296824","5 bis 10 min","B2B"
"1493489","5 bis 10 min","B2B"
"1317840","5 bis 10 min","B2B"
"1587367","5 bis 10 min","B2B"
"1296856","5 bis 10 min","B2B"
"1493573","5 bis 10 min","B2B"
"1318246","5 bis 10 min","B2B"
"1588284","5 bis 10 min","B2B"
"1297108","5 bis 10 min","B2B"
"1493691","5 bis 10 min","B2B"
"1320026","5 bis 10 min","B2B"
"1588665","5 bis 10 min","B2B"
"1297402","5 bis 10 min","B2B"
"1494052","5 bis 10 min","B2B"
"1321480","5 bis 10 min","B2B"
"1588913","5 bis 10 min","B2B"
"1298614","5 bis 10 min","B2B"
"1494583","5 bis 10 min","B2B"
"1321933","5 bis 10 min","B2B"
"1589227","5 bis 10 min","B2B"
"1299482","5 bis 10 min","B2B"
"1496162","5 bis 10 min","B2B"
"1322142","5 bis 10 min","B2B"
"1589466","5 bis 10 min","B2B"
"1300875","5 bis 10 min","B2B"
"1497999","5 bis 10 min","B2B"
"1322428","5 bis 10 min","B2B"
"1590768","5 bis 10 min","B2B"
"1301050","5 bis 10 min","B2B"
"1498264","5 bis 10 min","B2B"
"1323341","5 bis 10 min","B2B"
"1590993","5 bis 10 min","B2B"
"1302303","5 bis 10 min","B2B"
"1498405","5 bis 10 min","B2B"
"1324152","5 bis 10 min","B2B"
"1591186","5 bis 10 min","B2B"
"1302478","5 bis 10 min","B2B"
"1499849","5 bis 10 min","B2B"
"1324451","5 bis 10 min","B2B"
"1591633","5 bis 10 min","B2B"
"1302517","5 bis 10 min","B2B"
"1500037","5 bis 10 min","B2B"
"1325955","5 bis 10 min","B2B"
"1592706","5 bis 10 min","B2B"
"1302672","5 bis 10 min","B2B"
"1500686","5 bis 10 min","B2B"
"1327948","5 bis 10 min","B2B"
"1593087","5 bis 10 min","B2B"
"1303155","5 bis 10 min","B2B"
"1501671","5 bis 10 min","B2B"
"1329011","5 bis 10 min","B2B"
"1594992","5 bis 10 min","B2B"
"1303198","5 bis 10 min","B2B"
"1501743","5 bis 10 min","B2B"
"1329426","5 bis 10 min","B2B"
"1595112","5 bis 10 min","B2B"
"1303776","5 bis 10 min","B2B"
"1501784","5 bis 10 min","B2B"
"1329701","5 bis 10 min","B2B"
"1596476","5 bis 10 min","B2B"
"1306240","5 bis 10 min","B2B"
"1501853","5 bis 10 min","B2B"
"1329870","5 bis 10 min","B2B"
"1596865","5 bis 10 min","B2B"
"1306386","5 bis 10 min","B2B"
"1502136","5 bis 10 min","B2B"
"1329872","5 bis 10 min","B2B"
"1598521","5 bis 10 min","B2B"
"1306635","5 bis 10 min","B2B"
"1502214","5 bis 10 min","B2B"
"1330251","5 bis 10 min","B2B"
"1598947","5 bis 10 min","B2B"
"1306680","5 bis 10 min","B2B"
"1503473","5 bis 10 min","B2B"
"1330266","5 bis 10 min","B2B"
"1599330","5 bis 10 min","B2B"
"1306999","5 bis 10 min","B2B"
"1503692","5 bis 10 min","B2B"
"1330269","5 bis 10 min","B2B"
"1601706","5 bis 10 min","B2B"
"1307252","5 bis 10 min","B2B"
"1504048","5 bis 10 min","B2B"
"1330664","5 bis 10 min","B2B"
"1601740","5 bis 10 min","B2B"
"1308813","5 bis 10 min","B2B"
"1504127","5 bis 10 min","B2B"
"1330945","5 bis 10 min","B2B"
"1601910","5 bis 10 min","B2B"
"1308830","5 bis 10 min","B2B"
"1504434","5 bis 10 min","B2B"
"1334054","5 bis 10 min","B2B"
"1602560","5 bis 10 min","B2B"
"1309502","5 bis 10 min","B2B"
"1506824","5 bis 10 min","B2B"
"1334612","5 bis 10 min","B2B"
"1603361","5 bis 10 min","B2B"
"1309928","5 bis 10 min","B2B"
"1508453","5 bis 10 min","B2B"
"1335455","5 bis 10 min","B2B"
"1604179","5 bis 10 min","B2B"
"1312770","5 bis 10 min","B2B"
"1508825","5 bis 10 min","B2B"
"1336394","5 bis 10 min","B2B"
"1606436","5 bis 10 min","B2B"
"1313304","5 bis 10 min","B2B"
"1509352","5 bis 10 min","B2B"
"1336814","5 bis 10 min","B2B"
"1607492","5 bis 10 min","B2B"
"1313686","5 bis 10 min","B2B"
"1509508","5 bis 10 min","B2B"
"1337194","5 bis 10 min","B2B"
"1607517","5 bis 10 min","B2B"
"1388577","5 bis 10 min","B2B"
"1510183","5 bis 10 min","B2B"
"1337197","5 bis 10 min","B2B"
"1608202","5 bis 10 min","B2B"
"1388763","5 bis 10 min","B2B"
"1510694","5 bis 10 min","B2B"
"1337413","5 bis 10 min","B2B"
"1609068","5 bis 10 min","B2B"
"1388982","5 bis 10 min","B2B"
"1510789","5 bis 10 min","B2B"
"1337530","5 bis 10 min","B2B"
"1609767","5 bis 10 min","B2B"
"1389188","5 bis 10 min","B2B"
"1511605","5 bis 10 min","B2B"
"1339524","5 bis 10 min","B2B"
"1610305","5 bis 10 min","B2B"
"1389242","5 bis 10 min","B2B"
"1512863","5 bis 10 min","B2B"
"1339563","5 bis 10 min","B2B"
"1610689","5 bis 10 min","B2B"
"1389811","5 bis 10 min","B2B"
"1513055","5 bis 10 min","B2B"
"1339925","5 bis 10 min","B2B"
"1612605","5 bis 10 min","B2B"
"1390762","5 bis 10 min","B2B"
"1513071","5 bis 10 min","B2B"
"1340174","5 bis 10 min","B2B"
"1613580","5 bis 10 min","B2B"
"1390878","5 bis 10 min","B2B"
"1513072","5 bis 10 min","B2B"
"1341995","5 bis 10 min","B2B"
"1613624","5 bis 10 min","B2B"
"1392538","5 bis 10 min","B2B"
"1513571","5 bis 10 min","B2B"
"1342050","5 bis 10 min","B2B"
"1614078","5 bis 10 min","B2B"
"1392816","5 bis 10 min","B2B"
"1514237","5 bis 10 min","B2B"
"1342133","5 bis 10 min","B2B"
"1614823","5 bis 10 min","B2B"
"1393569","5 bis 10 min","B2B"
"1514357","5 bis 10 min","B2B"
"1342626","5 bis 10 min","B2B"
"1617081","5 bis 10 min","B2B"
"1393869","5 bis 10 min","B2B"
"1514391","5 bis 10 min","B2B"
"1344121","5 bis 10 min","B2B"
"1617879","5 bis 10 min","B2B"
"1394944","5 bis 10 min","B2B"
"1514892","5 bis 10 min","B2B"
"1344580","5 bis 10 min","B2B"
"1619867","5 bis 10 min","B2B"
"1395004","5 bis 10 min","B2B"
"1515422","5 bis 10 min","B2B"
"1344796","5 bis 10 min","B2B"
"1620641","5 bis 10 min","B2B"
"1395592","5 bis 10 min","B2B"
"1515772","5 bis 10 min","B2B"
"1344807","5 bis 10 min","B2B"
"1620674","5 bis 10 min","B2B"
"1396722","5 bis 10 min","B2B"
"1516305","5 bis 10 min","B2B"
"1345997","5 bis 10 min","B2B"
"1621466","5 bis 10 min","B2B"
"1396784","5 bis 10 min","B2B"
"1517063","5 bis 10 min","B2B"
"1346382","5 bis 10 min","B2B"
"1622929","5 bis 10 min","B2B"
"1398324","5 bis 10 min","B2B"
"1518080","5 bis 10 min","B2B"
"1348401","5 bis 10 min","B2B"
"1623138","5 bis 10 min","B2B"
"1398376","5 bis 10 min","B2B"
"1518318","5 bis 10 min","B2B"
"1348455","5 bis 10 min","B2B"
"1623444","5 bis 10 min","B2B"
"1398721","5 bis 10 min","B2B"
"1519077","5 bis 10 min","B2B"
"1349179","5 bis 10 min","B2B"
"1623901","5 bis 10 min","B2B"
"1398771","5 bis 10 min","B2B"
"1519736","5 bis 10 min","B2B"
"1349871","5 bis 10 min","B2B"
"1624087","5 bis 10 min","B2B"
"1399900","5 bis 10 min","B2B"
"1519790","5 bis 10 min","B2B"
"1350683","5 bis 10 min","B2B"
"1625001","5 bis 10 min","B2B"
"1400054","5 bis 10 min","B2B"
"1520736","5 bis 10 min","B2B"
"1350752","5 bis 10 min","B2B"
"1625259","5 bis 10 min","B2B"
"1400227","5 bis 10 min","B2B"
"1521028","5 bis 10 min","B2B"
"1351018","5 bis 10 min","B2B"
"1625267","5 bis 10 min","B2B"
"1400275","5 bis 10 min","B2B"
"1522401","5 bis 10 min","B2B"
"1351949","5 bis 10 min","B2B"
"1625429","5 bis 10 min","B2B"
"1401659","5 bis 10 min","B2B"
"1522677","5 bis 10 min","B2B"
"1352239","5 bis 10 min","B2B"
"1628043","5 bis 10 min","B2B"
"1402007","5 bis 10 min","B2B"
"1522951","5 bis 10 min","B2B"
"1352327","5 bis 10 min","B2B"
"1628869","5 bis 10 min","B2B"
"1402470","5 bis 10 min","B2B"
"1523204","5 bis 10 min","B2B"
"1353514","5 bis 10 min","B2B"
"1629574","5 bis 10 min","B2B"
"1402861","5 bis 10 min","B2B"
"1523377","5 bis 10 min","B2B"
"1353656","5 bis 10 min","B2B"
"1629617","5 bis 10 min","B2B"
"1403207","5 bis 10 min","B2B"
"1524939","5 bis 10 min","B2B"
"1355248","5 bis 10 min","B2B"
"1629743","5 bis 10 min","B2B"
"1403219","5 bis 10 min","B2B"
"1525115","5 bis 10 min","B2B"
"1355705","5 bis 10 min","B2B"
"1630820","5 bis 10 min","B2B"
"1403251","5 bis 10 min","B2B"
"1525364","5 bis 10 min","B2B"
"1355729","5 bis 10 min","B2B"
"1631078","5 bis 10 min","B2B"
"1403258","5 bis 10 min","B2B"
"1525708","5 bis 10 min","B2B"
"1357187","5 bis 10 min","B2B"
"1631387","5 bis 10 min","B2B"
"1403638","5 bis 10 min","B2B"
"1525833","5 bis 10 min","B2B"
"1358833","5 bis 10 min","B2B"
"1631877","5 bis 10 min","B2B"
"1404664","5 bis 10 min","B2B"
"1525932","5 bis 10 min","B2B"
"1359169","5 bis 10 min","B2B"
"1631959","5 bis 10 min","B2B"
"1404862","5 bis 10 min","B2B"
"1527365","5 bis 10 min","B2B"
"1361005","5 bis 10 min","B2B"
"1633185","5 bis 10 min","B2B"
"1404991","5 bis 10 min","B2B"
"1527366","5 bis 10 min","B2B"
"1361340","5 bis 10 min","B2B"
"1633383","5 bis 10 min","B2B"
"1405683","5 bis 10 min","B2B"
"1527662","5 bis 10 min","B2B"
"1361409","5 bis 10 min","B2B"
"1633580","5 bis 10 min","B2B"
"1406313","5 bis 10 min","B2B"
"1527718","5 bis 10 min","B2B"
"1362833","5 bis 10 min","B2B"
"1633989","5 bis 10 min","B2B"
"1406363","5 bis 10 min","B2B"
"1528363","5 bis 10 min","B2B"
"1362909","5 bis 10 min","B2B"
"1634644","5 bis 10 min","B2B"
"1407056","5 bis 10 min","B2B"
"1528541","5 bis 10 min","B2B"
"1364538","5 bis 10 min","B2B"
"1634678","5 bis 10 min","B2B"
"1407199","5 bis 10 min","B2B"
"1528562","5 bis 10 min","B2B"
"1365151","5 bis 10 min","B2B"
"1634784","5 bis 10 min","B2B"
"1407289","5 bis 10 min","B2B"
"1529096","5 bis 10 min","B2B"
"1367300","5 bis 10 min","B2B"
"1635350","5 bis 10 min","B2B"
"1407592","5 bis 10 min","B2B"
"1529908","5 bis 10 min","B2B"
"1367515","5 bis 10 min","B2B"
"1635568","5 bis 10 min","B2B"
