"Fahrt: Name","Ende - Stunde","Ende Wochentag"
"3172669","12","4 Donnerstag"
"959002","12","4 Donnerstag"
"974930","12","4 Donnerstag"
"1159375","12","4 Donnerstag"
"1190245","12","4 Donnerstag"
"1190305","12","4 Donnerstag"
"1190378","12","4 Donnerstag"
"1190420","12","4 Donnerstag"
"1190451","12","4 Donnerstag"
"1223839","12","4 Donnerstag"
"1224174","12","4 Donnerstag"
"1012938","12","4 Donnerstag"
"1045783","12","4 Donnerstag"
"1045822","12","4 Donnerstag"
"1063378","12","4 Donnerstag"
"1091950","12","4 Donnerstag"
"1091995","12","4 Donnerstag"
"1091997","12","4 Donnerstag"
"1092013","12","4 Donnerstag"
"1126248","12","4 Donnerstag"
"1126529","12","4 Donnerstag"
"1126784","12","4 Donnerstag"
"1126815","12","4 Donnerstag"
"1315613","12","4 Donnerstag"
"1315683","12","4 Donnerstag"
"1359234","12","4 Donnerstag"
"1359260","12","4 Donnerstag"
"1359324","12","4 Donnerstag"
"1359327","12","4 Donnerstag"
"1268173","12","4 Donnerstag"
"1268215","12","4 Donnerstag"
"1268287","12","4 Donnerstag"
"1268550","12","4 Donnerstag"
"2110676","12","4 Donnerstag"
"2111074","12","4 Donnerstag"
"2198306","12","4 Donnerstag"
"2198336","12","4 Donnerstag"
"2198675","12","4 Donnerstag"
"2278538","12","4 Donnerstag"
"2278632","12","4 Donnerstag"
"2278908","12","4 Donnerstag"
"2279090","12","4 Donnerstag"
"2368782","12","4 Donnerstag"
"2442811","12","4 Donnerstag"
"2442841","12","4 Donnerstag"
"2442925","12","4 Donnerstag"
"2517376","12","4 Donnerstag"
"2517416","12","4 Donnerstag"
"2517594","12","4 Donnerstag"
"2517690","12","4 Donnerstag"
"2517731","12","4 Donnerstag"
"2517959","12","4 Donnerstag"
"2517973","12","4 Donnerstag"
"2517996","12","4 Donnerstag"
"2597355","12","4 Donnerstag"
"2597662","12","4 Donnerstag"
"2597319","12","4 Donnerstag"
"2672913","12","4 Donnerstag"
"2673308","12","4 Donnerstag"
"2673696","12","4 Donnerstag"
"2673724","12","4 Donnerstag"
"2673958","12","4 Donnerstag"
"2763997","12","4 Donnerstag"
"2845720","12","4 Donnerstag"
"2845757","12","4 Donnerstag"
"2845801","12","4 Donnerstag"
"2845827","12","4 Donnerstag"
"2845855","12","4 Donnerstag"
"2845896","12","4 Donnerstag"
"2846059","12","4 Donnerstag"
"2846091","12","4 Donnerstag"
"2916176","12","4 Donnerstag"
"2916536","12","4 Donnerstag"
"2916614","12","4 Donnerstag"
"2916731","12","4 Donnerstag"
"3010127","12","4 Donnerstag"
"3010255","12","4 Donnerstag"
"3010342","12","4 Donnerstag"
"3010394","12","4 Donnerstag"
"3010432","12","4 Donnerstag"
"3010437","12","4 Donnerstag"
"3010439","12","4 Donnerstag"
"3010503","12","4 Donnerstag"
"3010668","12","4 Donnerstag"
"3010911","12","4 Donnerstag"
"3236134","12","4 Donnerstag"
"3090632","12","4 Donnerstag"
"3090981","12","4 Donnerstag"
"3091051","12","4 Donnerstag"
"3171455","12","4 Donnerstag"
"3172136","12","4 Donnerstag"
"3172232","12","4 Donnerstag"
"3172275","12","4 Donnerstag"
"3172308","12","4 Donnerstag"
"3172580","12","4 Donnerstag"
"958909","12","4 Donnerstag"
"959020","12","4 Donnerstag"
"974877","12","4 Donnerstag"
"974899","12","4 Donnerstag"
"974978","12","4 Donnerstag"
"993815","12","4 Donnerstag"
"993881","12","4 Donnerstag"
"1190287","12","4 Donnerstag"
"1190437","12","4 Donnerstag"
"1190528","12","4 Donnerstag"
"1190585","12","4 Donnerstag"
"1223932","12","4 Donnerstag"
"1223950","12","4 Donnerstag"
"1012946","12","4 Donnerstag"
"1030788","12","4 Donnerstag"
"1045744","12","4 Donnerstag"
"1045777","12","4 Donnerstag"
"1063168","12","4 Donnerstag"
"1063210","12","4 Donnerstag"
"1063216","12","4 Donnerstag"
"1091734","12","4 Donnerstag"
"1091964","12","4 Donnerstag"
"1092018","12","4 Donnerstag"
"1092075","12","4 Donnerstag"
"1126135","12","4 Donnerstag"
"1126261","12","4 Donnerstag"
"1126373","12","4 Donnerstag"
"1126641","12","4 Donnerstag"
"1126733","12","4 Donnerstag"
"1315679","12","4 Donnerstag"
"1315716","12","4 Donnerstag"
"1315717","12","4 Donnerstag"
"1359132","12","4 Donnerstag"
"1359217","12","4 Donnerstag"
"1359308","12","4 Donnerstag"
"1359338","12","4 Donnerstag"
"1268087","12","4 Donnerstag"
"1268270","12","4 Donnerstag"
"1407444","12","4 Donnerstag"
"1407637","12","4 Donnerstag"
"1407685","12","4 Donnerstag"
"1407813","12","4 Donnerstag"
"1407900","12","4 Donnerstag"
"1407919","12","4 Donnerstag"
"1407942","12","4 Donnerstag"
"1408084","12","4 Donnerstag"
"1408191","12","4 Donnerstag"
"1408267","12","4 Donnerstag"
"1453161","12","4 Donnerstag"
"1453215","12","4 Donnerstag"
"1453266","12","4 Donnerstag"
"1453352","12","4 Donnerstag"
"1453578","12","4 Donnerstag"
"1502113","12","4 Donnerstag"
"1502129","12","4 Donnerstag"
"1502171","12","4 Donnerstag"
"1502187","12","4 Donnerstag"
"1502193","12","4 Donnerstag"
"1548468","12","4 Donnerstag"
"1548518","12","4 Donnerstag"
"1548553","12","4 Donnerstag"
"1548788","12","4 Donnerstag"
"1601645","12","4 Donnerstag"
"1601707","12","4 Donnerstag"
"1601730","12","4 Donnerstag"
"1601790","12","4 Donnerstag"
"1601973","12","4 Donnerstag"
"1602007","12","4 Donnerstag"
"1602021","12","4 Donnerstag"
"1602023","12","4 Donnerstag"
"1602030","12","4 Donnerstag"
"1602085","12","4 Donnerstag"
"1602149","12","4 Donnerstag"
"1655159","12","4 Donnerstag"
"1655947","12","4 Donnerstag"
"1656028","12","4 Donnerstag"
"1656032","12","4 Donnerstag"
"1656042","12","4 Donnerstag"
"1656119","12","4 Donnerstag"
"1656180","12","4 Donnerstag"
"1656340","12","4 Donnerstag"
"1720009","12","4 Donnerstag"
"1791876","12","4 Donnerstag"
"1791983","12","4 Donnerstag"
"1792070","12","4 Donnerstag"
"1847199","12","4 Donnerstag"
"1847226","12","4 Donnerstag"
"1847699","12","4 Donnerstag"
"1929989","12","4 Donnerstag"
"1930308","12","4 Donnerstag"
"1930353","12","4 Donnerstag"
"1930367","12","4 Donnerstag"
"1930382","12","4 Donnerstag"
"1930396","12","4 Donnerstag"
"1930403","12","4 Donnerstag"
"1930481","12","4 Donnerstag"
"1930497","12","4 Donnerstag"
"2019784","12","4 Donnerstag"
"2019807","12","4 Donnerstag"
"2019840","12","4 Donnerstag"
"2020177","12","4 Donnerstag"
"2110668","12","4 Donnerstag"
"2110858","12","4 Donnerstag"
"2110949","12","4 Donnerstag"
"2110950","12","4 Donnerstag"
"2110974","12","4 Donnerstag"
"2198205","12","4 Donnerstag"
"2198378","12","4 Donnerstag"
"2198512","12","4 Donnerstag"
"2198539","12","4 Donnerstag"
"3090865","12","4 Donnerstag"
"3091056","12","4 Donnerstag"
"3091217","12","4 Donnerstag"
"3091432","12","4 Donnerstag"
"3091442","12","4 Donnerstag"
"3172129","12","4 Donnerstag"
"3172130","12","4 Donnerstag"
"3172264","12","4 Donnerstag"
"3172391","12","4 Donnerstag"
"3172412","12","4 Donnerstag"
"3172466","12","4 Donnerstag"
"3172507","12","4 Donnerstag"
"1190397","12","4 Donnerstag"
"1190580","12","4 Donnerstag"
"1224198","12","4 Donnerstag"
"1030742","12","4 Donnerstag"
"1045816","12","4 Donnerstag"
"1091867","12","4 Donnerstag"
"1091980","12","4 Donnerstag"
"1092070","12","4 Donnerstag"
"1092077","12","4 Donnerstag"
"1126300","12","4 Donnerstag"
"1126394","12","4 Donnerstag"
"1126791","12","4 Donnerstag"
"1126869","12","4 Donnerstag"
"1358790","12","4 Donnerstag"
"1359094","12","4 Donnerstag"
"1359171","12","4 Donnerstag"
"1268063","12","4 Donnerstag"
"1268252","12","4 Donnerstag"
"1268355","12","4 Donnerstag"
"1268407","12","4 Donnerstag"
"1407764","12","4 Donnerstag"
"1407875","12","4 Donnerstag"
"1407996","12","4 Donnerstag"
"1408000","12","4 Donnerstag"
"1408107","12","4 Donnerstag"
"1453246","12","4 Donnerstag"
"1453411","12","4 Donnerstag"
"1453477","12","4 Donnerstag"
"1501966","12","4 Donnerstag"
"1501978","12","4 Donnerstag"
"1502119","12","4 Donnerstag"
"1502133","12","4 Donnerstag"
"1502203","12","4 Donnerstag"
"1548510","12","4 Donnerstag"
"1548589","12","4 Donnerstag"
"1548596","12","4 Donnerstag"
"1548630","12","4 Donnerstag"
"1548672","12","4 Donnerstag"
"1548683","12","4 Donnerstag"
"1548753","12","4 Donnerstag"
"1548777","12","4 Donnerstag"
"1548939","12","4 Donnerstag"
"1601502","12","4 Donnerstag"
"1601756","12","4 Donnerstag"
"1601848","12","4 Donnerstag"
"1601970","12","4 Donnerstag"
"1602011","12","4 Donnerstag"
"1602056","12","4 Donnerstag"
"1655918","12","4 Donnerstag"
"1655929","12","4 Donnerstag"
"1656016","12","4 Donnerstag"
"1656027","12","4 Donnerstag"
"1656376","12","4 Donnerstag"
"1656460","12","4 Donnerstag"
"1720336","12","4 Donnerstag"
"1720490","12","4 Donnerstag"
"1791702","12","4 Donnerstag"
"1791794","12","4 Donnerstag"
"1791828","12","4 Donnerstag"
"1791851","12","4 Donnerstag"
"1792080","12","4 Donnerstag"
"1847000","12","4 Donnerstag"
"1847302","12","4 Donnerstag"
"1847514","12","4 Donnerstag"
"1847546","12","4 Donnerstag"
"1930147","12","4 Donnerstag"
"1930164","12","4 Donnerstag"
"1930241","12","4 Donnerstag"
"1930322","12","4 Donnerstag"
"1930323","12","4 Donnerstag"
"2018215","12","4 Donnerstag"
"2020055","12","4 Donnerstag"
"2020127","12","4 Donnerstag"
"2020167","12","4 Donnerstag"
"2020196","12","4 Donnerstag"
"2020469","12","4 Donnerstag"
"2020550","12","4 Donnerstag"
"2110419","12","4 Donnerstag"
"2110658","12","4 Donnerstag"
"2110680","12","4 Donnerstag"
"2110681","12","4 Donnerstag"
"2110768","12","4 Donnerstag"
"2110860","12","4 Donnerstag"
"2111177","12","4 Donnerstag"
"2198263","12","4 Donnerstag"
"2198295","12","4 Donnerstag"
"2198300","12","4 Donnerstag"
"2198473","12","4 Donnerstag"
"2198691","12","4 Donnerstag"
"2278561","12","4 Donnerstag"
"2279086","12","4 Donnerstag"
"2368947","12","4 Donnerstag"
"2369193","12","4 Donnerstag"
"2369288","12","4 Donnerstag"
"2369411","12","4 Donnerstag"
"2442544","12","4 Donnerstag"
"2442655","12","4 Donnerstag"
"2442957","12","4 Donnerstag"
"2517419","12","4 Donnerstag"
"2517494","12","4 Donnerstag"
"2517685","12","4 Donnerstag"
"2517834","12","4 Donnerstag"
"2517866","12","4 Donnerstag"
"2517993","12","4 Donnerstag"
"2518019","12","4 Donnerstag"
"2597388","12","4 Donnerstag"
"2597640","12","4 Donnerstag"
"2597923","12","4 Donnerstag"
"2673494","12","4 Donnerstag"
"2673786","12","4 Donnerstag"
"2673947","12","4 Donnerstag"
"2674067","12","4 Donnerstag"
"2763362","12","4 Donnerstag"
"2764070","12","4 Donnerstag"
"2764097","12","4 Donnerstag"
"2764330","12","4 Donnerstag"
"2845640","12","4 Donnerstag"
"2845752","12","4 Donnerstag"
"2846108","12","4 Donnerstag"
"2846160","12","4 Donnerstag"
"2846241","12","4 Donnerstag"
"2916096","12","4 Donnerstag"
"2916240","12","4 Donnerstag"
"2916587","12","4 Donnerstag"
"2916593","12","4 Donnerstag"
"2916663","12","4 Donnerstag"
"3010107","12","4 Donnerstag"
"3010596","12","4 Donnerstag"
"3236827","12","4 Donnerstag"
"3236978","12","4 Donnerstag"
"3236980","12","4 Donnerstag"
"3237058","12","4 Donnerstag"
"3237096","12","4 Donnerstag"
"3090847","12","4 Donnerstag"
"3090971","12","4 Donnerstag"
"3090973","12","4 Donnerstag"
"3091103","12","4 Donnerstag"
"3091120","12","4 Donnerstag"
"3091138","12","4 Donnerstag"
"3091257","12","4 Donnerstag"
"3091352","12","4 Donnerstag"
"3091421","12","4 Donnerstag"
"3091459","12","4 Donnerstag"
"3172007","12","4 Donnerstag"
"3172131","12","4 Donnerstag"
"3172195","12","4 Donnerstag"
"3172203","12","4 Donnerstag"
"3172250","12","4 Donnerstag"
"3172282","12","4 Donnerstag"
"3172334","12","4 Donnerstag"
"3172340","12","4 Donnerstag"
"3172392","12","4 Donnerstag"
"3172414","12","4 Donnerstag"
"3172465","12","4 Donnerstag"
"2855112","12","5 Freitag"
"1509607","12","5 Freitag"
"3103733","12","5 Freitag"
"2855746","12","5 Freitag"
"1509667","12","5 Freitag"
"3103876","12","5 Freitag"
"2855888","12","5 Freitag"
"1510057","12","5 Freitag"
"3104492","12","5 Freitag"
"2929855","12","5 Freitag"
"1556638","12","5 Freitag"
"3104496","12","5 Freitag"
"2930027","12","5 Freitag"
"1556699","12","5 Freitag"
"3104612","12","5 Freitag"
"2930165","12","5 Freitag"
"1556937","12","5 Freitag"
"3104807","12","5 Freitag"
"2930258","12","5 Freitag"
"1611967","12","5 Freitag"
"3104904","12","5 Freitag"
"2930287","12","5 Freitag"
"1611972","12","5 Freitag"
"3104920","12","5 Freitag"
"2930288","12","5 Freitag"
"1667300","12","5 Freitag"
"3183765","12","5 Freitag"
"3024319","12","5 Freitag"
"1667313","12","5 Freitag"
"3183878","12","5 Freitag"
"3249178","12","5 Freitag"
"1667320","12","5 Freitag"
"3183919","12","5 Freitag"
"3249536","12","5 Freitag"
"1667447","12","5 Freitag"
"3183944","12","5 Freitag"
"3103805","12","5 Freitag"
"1667762","12","5 Freitag"
"3184172","12","5 Freitag"
"3104353","12","5 Freitag"
"1667784","12","5 Freitag"
"1132111","12","5 Freitag"
"3104634","12","5 Freitag"
"1667844","12","5 Freitag"
"1132236","12","5 Freitag"
"3104791","12","5 Freitag"
"1729745","12","5 Freitag"
"1132332","12","5 Freitag"
"3104836","12","5 Freitag"
"1730230","12","5 Freitag"
"1132338","12","5 Freitag"
"3183738","12","5 Freitag"
"1730255","12","5 Freitag"
"1164749","12","5 Freitag"
"3183754","12","5 Freitag"
"1730337","12","5 Freitag"
"1164872","12","5 Freitag"
"3183789","12","5 Freitag"
"1800633","12","5 Freitag"
"1165037","12","5 Freitag"
"3183854","12","5 Freitag"
"1800734","12","5 Freitag"
"1193501","12","5 Freitag"
"3183971","12","5 Freitag"
"1800744","12","5 Freitag"
"1193546","12","5 Freitag"
"3184139","12","5 Freitag"
"1800888","12","5 Freitag"
"1193629","12","5 Freitag"
"3183404","12","5 Freitag"
"1800935","12","5 Freitag"
"1193663","12","5 Freitag"
"960985","12","5 Freitag"
"1801098","12","5 Freitag"
"1193670","12","5 Freitag"
"977560","12","5 Freitag"
"1801106","12","5 Freitag"
"1193736","12","5 Freitag"
"1132189","12","5 Freitag"
"1859591","12","5 Freitag"
"1193738","12","5 Freitag"
"1132220","12","5 Freitag"
"1859693","12","5 Freitag"
"1193751","12","5 Freitag"
"1132302","12","5 Freitag"
"1860084","12","5 Freitag"
"1231014","12","5 Freitag"
"1132371","12","5 Freitag"
"1860158","12","5 Freitag"
"1231020","12","5 Freitag"
"1132383","12","5 Freitag"
"1942555","12","5 Freitag"
"1231065","12","5 Freitag"
"1164678","12","5 Freitag"
"1942723","12","5 Freitag"
"1231211","12","5 Freitag"
"1164755","12","5 Freitag"
"1942955","12","5 Freitag"
"1231280","12","5 Freitag"
"1164801","12","5 Freitag"
"1942961","12","5 Freitag"
"1231403","12","5 Freitag"
"1164972","12","5 Freitag"
"1943081","12","5 Freitag"
"996696","12","5 Freitag"
"1193506","12","5 Freitag"
"2034925","12","5 Freitag"
"996781","12","5 Freitag"
"1193727","12","5 Freitag"
"2034931","12","5 Freitag"
"996825","12","5 Freitag"
"1231066","12","5 Freitag"
"2124495","12","5 Freitag"
"996842","12","5 Freitag"
"1231146","12","5 Freitag"
"2124581","12","5 Freitag"
"996875","12","5 Freitag"
"1231245","12","5 Freitag"
"2209741","12","5 Freitag"
"1047938","12","5 Freitag"
"1231352","12","5 Freitag"
"2209907","12","5 Freitag"
"1066835","12","5 Freitag"
"1231374","12","5 Freitag"
"2291344","12","5 Freitag"
"1097645","12","5 Freitag"
"1231381","12","5 Freitag"
"2292081","12","5 Freitag"
"1097697","12","5 Freitag"
"1231448","12","5 Freitag"
"2292524","12","5 Freitag"
"1320351","12","5 Freitag"
"1231573","12","5 Freitag"
"2292546","12","5 Freitag"
"1366861","12","5 Freitag"
"996710","12","5 Freitag"
"2292621","12","5 Freitag"
"1367140","12","5 Freitag"
"996773","12","5 Freitag"
"2382790","12","5 Freitag"
"1367223","12","5 Freitag"
"996830","12","5 Freitag"
"2382930","12","5 Freitag"
"1367249","12","5 Freitag"
"1016359","12","5 Freitag"
"2530862","12","5 Freitag"
"1367412","12","5 Freitag"
"1048037","12","5 Freitag"
"2531293","12","5 Freitag"
"1275715","12","5 Freitag"
"1067016","12","5 Freitag"
"2531424","12","5 Freitag"
"1275976","12","5 Freitag"
"1097618","12","5 Freitag"
"2531469","12","5 Freitag"
"1276016","12","5 Freitag"
"1097701","12","5 Freitag"
"2531647","12","5 Freitag"
"1276097","12","5 Freitag"
"1097725","12","5 Freitag"
"2531820","12","5 Freitag"
"1276202","12","5 Freitag"
"1097737","12","5 Freitag"
"2532003","12","5 Freitag"
"1415880","12","5 Freitag"
"1098035","12","5 Freitag"
"2531967","12","5 Freitag"
"1416106","12","5 Freitag"
"1320532","12","5 Freitag"
"2610296","12","5 Freitag"
"1416340","12","5 Freitag"
"1320718","12","5 Freitag"
"2610297","12","5 Freitag"
"1416408","12","5 Freitag"
"1367014","12","5 Freitag"
"2610789","12","5 Freitag"
"1416427","12","5 Freitag"
"1367054","12","5 Freitag"
"2686190","12","5 Freitag"
"1509700","12","5 Freitag"
"1367142","12","5 Freitag"
"2686465","12","5 Freitag"
"1509726","12","5 Freitag"
"1367256","12","5 Freitag"
"2686472","12","5 Freitag"
"1509969","12","5 Freitag"
"1367339","12","5 Freitag"
"2686494","12","5 Freitag"
"1510017","12","5 Freitag"
"1367408","12","5 Freitag"
"2686552","12","5 Freitag"
"1510039","12","5 Freitag"
"1275803","12","5 Freitag"
"2778697","12","5 Freitag"
"1510066","12","5 Freitag"
"1275886","12","5 Freitag"
"2855878","12","5 Freitag"
"1556409","12","5 Freitag"
"1415722","12","5 Freitag"
"2855881","12","5 Freitag"
"1556447","12","5 Freitag"
"1416428","12","5 Freitag"
"2855967","12","5 Freitag"
"1556697","12","5 Freitag"
"1509791","12","5 Freitag"
"2856006","12","5 Freitag"
"1556864","12","5 Freitag"
"1509888","12","5 Freitag"
"2856079","12","5 Freitag"
"1556945","12","5 Freitag"
"1556578","12","5 Freitag"
"2856304","12","5 Freitag"
"1611361","12","5 Freitag"
"1556631","12","5 Freitag"
"2929578","12","5 Freitag"
"1611956","12","5 Freitag"
"1557044","12","5 Freitag"
"2929582","12","5 Freitag"
"1612067","12","5 Freitag"
"1611977","12","5 Freitag"
"2929696","12","5 Freitag"
"1612102","12","5 Freitag"
"1612033","12","5 Freitag"
"2929769","12","5 Freitag"
"1612244","12","5 Freitag"
"1612074","12","5 Freitag"
"2929895","12","5 Freitag"
"1612349","12","5 Freitag"
"1612187","12","5 Freitag"
"2930348","12","5 Freitag"
"1666832","12","5 Freitag"
"1667214","12","5 Freitag"
"3024075","12","5 Freitag"
"1667185","12","5 Freitag"
"1667550","12","5 Freitag"
"3024121","12","5 Freitag"
"1667409","12","5 Freitag"
"1667558","12","5 Freitag"
"3024217","12","5 Freitag"
"1667850","12","5 Freitag"
"1667706","12","5 Freitag"
"3024243","12","5 Freitag"
"1729983","12","5 Freitag"
"1730236","12","5 Freitag"
"3024367","12","5 Freitag"
"1730080","12","5 Freitag"
"1730486","12","5 Freitag"
"3024480","12","5 Freitag"
"1730111","12","5 Freitag"
"1800713","12","5 Freitag"
"3248892","12","5 Freitag"
"1730117","12","5 Freitag"
"1801075","12","5 Freitag"
"3248939","12","5 Freitag"
"1730372","12","5 Freitag"
"1801249","12","5 Freitag"
"3248968","12","5 Freitag"
"1730414","12","5 Freitag"
"1801276","12","5 Freitag"
"3249166","12","5 Freitag"
"1730489","12","5 Freitag"
"1859194","12","5 Freitag"
"3249376","12","5 Freitag"
"1800711","12","5 Freitag"
"1859588","12","5 Freitag"
"3249473","12","5 Freitag"
"1801199","12","5 Freitag"
"1859654","12","5 Freitag"
"3249481","12","5 Freitag"
"1801308","12","5 Freitag"
"1859737","12","5 Freitag"
"3249523","12","5 Freitag"
"1859494","12","5 Freitag"
"1859932","12","5 Freitag"
"3104073","12","5 Freitag"
"1859628","12","5 Freitag"
"1860010","12","5 Freitag"
"3104290","12","5 Freitag"
"1859641","12","5 Freitag"
"1942797","12","5 Freitag"
"3104312","12","5 Freitag"
"1859763","12","5 Freitag"
"1942827","12","5 Freitag"
"3104385","12","5 Freitag"
"1859913","12","5 Freitag"
"1942856","12","5 Freitag"
"3104395","12","5 Freitag"
"1860167","12","5 Freitag"
"1942931","12","5 Freitag"
"3104530","12","5 Freitag"
"1860179","12","5 Freitag"
"1942946","12","5 Freitag"
"3104534","12","5 Freitag"
"1940832","12","5 Freitag"
"1943028","12","5 Freitag"
"3104676","12","5 Freitag"
"1942670","12","5 Freitag"
"1943082","12","5 Freitag"
"3183713","12","5 Freitag"
"1942967","12","5 Freitag"
"2034686","12","5 Freitag"
"3183839","12","5 Freitag"
"2034627","12","5 Freitag"
"2034747","12","5 Freitag"
"3183920","12","5 Freitag"
"2034996","12","5 Freitag"
"2034841","12","5 Freitag"
"3183937","12","5 Freitag"
"2035248","12","5 Freitag"
"2034893","12","5 Freitag"
"3183946","12","5 Freitag"
"2124488","12","5 Freitag"
"2035037","12","5 Freitag"
"3184006","12","5 Freitag"
"2124511","12","5 Freitag"
"2123914","12","5 Freitag"
"3184086","12","5 Freitag"
"2124570","12","5 Freitag"
"2125032","12","5 Freitag"
"3184149","12","5 Freitag"
"2124664","12","5 Freitag"
"2209223","12","5 Freitag"
"3184246","12","5 Freitag"
"2209371","12","5 Freitag"
"2209712","12","5 Freitag"
"3184170","12","5 Freitag"
"2209730","12","5 Freitag"
"2209860","12","5 Freitag"
"1132293","12","5 Freitag"
"2209845","12","5 Freitag"
"2209868","12","5 Freitag"
"1132300","12","5 Freitag"
"2209927","12","5 Freitag"
"2209989","12","5 Freitag"
"1132324","12","5 Freitag"
"2210187","12","5 Freitag"
"2291784","12","5 Freitag"
"1132328","12","5 Freitag"
"2292176","12","5 Freitag"
"2292017","12","5 Freitag"
"1132343","12","5 Freitag"
"2292300","12","5 Freitag"
"2292129","12","5 Freitag"
"1164667","12","5 Freitag"
"2292384","12","5 Freitag"
"2292354","12","5 Freitag"
"1164690","12","5 Freitag"
"2292663","12","5 Freitag"
"2292431","12","5 Freitag"
"1164754","12","5 Freitag"
"2292908","12","5 Freitag"
"2292618","12","5 Freitag"
"1165018","12","5 Freitag"
"2383029","12","5 Freitag"
"2292642","12","5 Freitag"
"1193490","12","5 Freitag"
"2383449","12","5 Freitag"
"2292792","12","5 Freitag"
"1193518","12","5 Freitag"
"2383482","12","5 Freitag"
"2382926","12","5 Freitag"
"1193551","12","5 Freitag"
"2383499","12","5 Freitag"
"2382955","12","5 Freitag"
"1193626","12","5 Freitag"
"2454013","12","5 Freitag"
"2383017","12","5 Freitag"
"1193657","12","5 Freitag"
"2531493","12","5 Freitag"
"2383500","12","5 Freitag"
"1193707","12","5 Freitag"
"2531621","12","5 Freitag"
"2531367","12","5 Freitag"
"1193787","12","5 Freitag"
"2531696","12","5 Freitag"
"2531603","12","5 Freitag"
"1231311","12","5 Freitag"
"2531715","12","5 Freitag"
"2531662","12","5 Freitag"
"1231355","12","5 Freitag"
"2531958","12","5 Freitag"
"2531783","12","5 Freitag"
"1231408","12","5 Freitag"
"2610464","12","5 Freitag"
"2531864","12","5 Freitag"
"1047902","12","5 Freitag"
"2686226","12","5 Freitag"
"2531997","12","5 Freitag"
"1066806","12","5 Freitag"
"2686235","12","5 Freitag"
"2531970","12","5 Freitag"
"1066856","12","5 Freitag"
"2686459","12","5 Freitag"
"2610455","12","5 Freitag"
"1066891","12","5 Freitag"
"2777977","12","5 Freitag"
"2610797","12","5 Freitag"
"1066965","12","5 Freitag"
"2778329","12","5 Freitag"
"2610778","12","5 Freitag"
"1067013","12","5 Freitag"
"2778389","12","5 Freitag"
"2686274","12","5 Freitag"
"1097508","12","5 Freitag"
"2778424","12","5 Freitag"
"2686501","12","5 Freitag"
"1097717","12","5 Freitag"
"2778482","12","5 Freitag"
"2856108","12","5 Freitag"
"1097957","12","5 Freitag"
"2778695","12","5 Freitag"
"2856146","12","5 Freitag"
"1097973","12","5 Freitag"
"2778699","12","5 Freitag"
"2929651","12","5 Freitag"
"1098014","12","5 Freitag"
"2776830","12","5 Freitag"
"2929749","12","5 Freitag"
"1320548","12","5 Freitag"
"2855876","12","5 Freitag"
"2930022","12","5 Freitag"
"1320604","12","5 Freitag"
"2855899","12","5 Freitag"
"2930242","12","5 Freitag"
"1367098","12","5 Freitag"
"2856101","12","5 Freitag"
"3024143","12","5 Freitag"
"1367161","12","5 Freitag"
"2929279","12","5 Freitag"
"3024155","12","5 Freitag"
"1367183","12","5 Freitag"
"2929417","12","5 Freitag"
"3024187","12","5 Freitag"
"1367390","12","5 Freitag"
"2929995","12","5 Freitag"
"3024251","12","5 Freitag"
"1367448","12","5 Freitag"
"2930145","12","5 Freitag"
"3024515","12","5 Freitag"
"1275750","12","5 Freitag"
"2930295","12","5 Freitag"
"3024675","12","5 Freitag"
"1276056","12","5 Freitag"
"3024553","12","5 Freitag"
"3249143","12","5 Freitag"
"1276199","12","5 Freitag"
"3024667","12","5 Freitag"
"3249444","12","5 Freitag"
"1416068","12","5 Freitag"
"3248754","12","5 Freitag"
"3104527","12","5 Freitag"
"1416242","12","5 Freitag"
"3248775","12","5 Freitag"
"3104553","12","5 Freitag"
"1416313","12","5 Freitag"
"3248871","12","5 Freitag"
"3104735","12","5 Freitag"
"1416328","12","5 Freitag"
"3249185","12","5 Freitag"
"3104808","12","5 Freitag"
"1509779","12","5 Freitag"
"3249258","12","5 Freitag"
"3104857","12","5 Freitag"
"1509891","12","5 Freitag"
"3249522","12","5 Freitag"
"3183330","12","5 Freitag"
"1509917","12","5 Freitag"
"3104446","12","5 Freitag"
"3183964","12","5 Freitag"
"1556046","12","5 Freitag"
"3104528","12","5 Freitag"
"3184028","12","5 Freitag"
"1556423","12","5 Freitag"
"3104638","12","5 Freitag"
"3184110","12","5 Freitag"
"1556481","12","5 Freitag"
"3104863","12","5 Freitag"
"3184181","12","5 Freitag"
"1556664","12","5 Freitag"
"3104973","12","5 Freitag"
"977563","12","5 Freitag"
"1556698","12","5 Freitag"
"3183329","12","5 Freitag"
"1132320","12","5 Freitag"
"1556795","12","5 Freitag"
"3183464","12","5 Freitag"
"1132359","12","5 Freitag"
"1556962","12","5 Freitag"
"3183573","12","5 Freitag"
"1164650","12","5 Freitag"
"1611352","12","5 Freitag"
"3183780","12","5 Freitag"
"1164840","12","5 Freitag"
"1611362","12","5 Freitag"
"3183790","12","5 Freitag"
"1164981","12","5 Freitag"
"1611914","12","5 Freitag"
"3183850","12","5 Freitag"
"1164990","12","5 Freitag"
"1666512","12","5 Freitag"
"3183931","12","5 Freitag"
"1193504","12","5 Freitag"
"1666952","12","5 Freitag"
"3184058","12","5 Freitag"
"1193614","12","5 Freitag"
"1667075","12","5 Freitag"
"3184112","12","5 Freitag"
"1193628","12","5 Freitag"
"1667545","12","5 Freitag"
"977545","12","5 Freitag"
"1193665","12","5 Freitag"
"1667694","12","5 Freitag"
