Date,PLZ From Id,PLZ From Name,Count
2019-05-27,3800,Beatenberg Interlaken Matten bei Interlaken Unterseen,27
2019-05-27,6353,Weggis,21
2019-05-27,4452,Itingen,31
2019-05-27,6645,Brione sopra Minusio,27
2019-05-27,6747,Faido,21
2019-05-27,6817,Maroggia,281
2019-05-27,8032,Zürich,30
2019-05-27,6802,Monteceneri,1700
2019-05-27,6956,Capriasca,83
2019-05-27,8280,Kreuzlingen,22
2019-05-27,6574,Gambarogno,34
2019-05-27,6930,Bedano,2175
2019-05-27,6816,Bissone,668
2019-05-27,6614,Brissago,104
2019-05-27,6838,Breggia,55
2019-05-27,4052,Basel,232
2019-05-27,6517,Arbedo-Castione,107
2019-05-27,6853,Mendrisio,1089
2019-05-27,6806,Monteceneri,308
2019-05-27,7013,Domat/Ems,36
2019-05-27,6440,Ingenbohl,24
2019-05-27,6821,Rovio,83
2019-05-27,6998,Monteggio,639
2019-05-27,6875,Castel San Pietro,51
2019-05-27,6472,Erstfeld,142
2019-05-27,6945,Origlio,586
2019-05-27,6934,Bioggio,3183
2019-05-27,6921,Vico Morcote,148
2019-05-27,6826,Riva San Vitale,924
2019-05-27,6596,Gordola,376
2019-05-27,6981,Bedigliora Croglio Curio,224
2019-05-27,3818,Grindelwald,34
2019-05-27,6912,Lugano,39
2019-05-27,6513,Bellinzona,133
2019-05-27,6966,Lugano,28
2019-05-27,4132,Muttenz,131
2019-05-27,6653,Terre di Pedemonte,48
2019-05-27,6994,Aranno,194
2019-05-27,6330,Cham,32
2019-05-27,6825,Mendrisio,635
2019-05-27,4057,Basel,127
2019-05-27,4133,Pratteln,144
2019-05-27,6803,Monteceneri,184
2019-05-27,6775,Quinto,83
2019-05-27,6917,Lugano,1165
2019-05-27,6467,Schattdorf,346
2019-05-27,6960,Capriasca,29
2019-05-27,6992,Bioggio Vernate,153
2019-05-27,6928,Manno,217
2019-05-27,6850,Mendrisio,8332
2019-05-27,6965,Lugano,293
2019-05-27,7412,Scharans,25
2019-05-27,6390,Engelberg,118
2019-05-27,6938,Alto Malcantone,119
2019-05-27,6980,Croglio,74
2019-05-27,6743,Bodio,68
2019-05-27,6814,Cadempino Lamone,2012
2019-05-27,6818,Melano,946
2019-05-27,6953,Capriasca,696
2019-05-27,6003,Luzern,124
2019-05-27,6023,Rothenburg,98
2019-05-27,6913,Lugano,51
2019-05-27,8240,Thayngen,111
2019-05-27,6516,Cugnasco-Gerra,158
2019-05-27,9470,Buchs (SG) Grabs,209
2019-05-27,6854,Stabio,130
2019-05-27,8953,Dietikon,34
2019-05-27,6703,Riviera,53
2019-05-27,8038,Zürich,34
2019-05-27,6997,Sessa,74
2019-05-27,6822,Arogno,447
2019-05-27,6563,Mesocco,62
2019-05-27,6490,Andermatt,39
2019-05-27,6600,Locarno Muralto,1177
2019-05-27,6535,Roveredo (GR),198
2019-05-27,4051,Basel,21
2019-05-27,8400,Winterthur,32
2019-05-27,8207,Schaffhausen,45
2019-05-27,6644,Orselina,21
2019-05-27,6558,Lostallo,25
2019-05-27,8002,Zürich,37
2019-05-27,6612,Ascona,434
2019-05-27,6929,Gravesano,953
2019-05-27,6537,Grono,64
2019-05-27,6503,Bellinzona,349
2019-05-27,6874,Castel San Pietro,245
2019-05-27,6807,Torricella-Taverne,1225
2019-05-27,6595,Lavertezzo,254
2019-05-27,6452,Riemenstalden Sisikon,21
2019-05-27,7430,Rongellen Thusis,22
2019-05-27,6864,Mendrisio,208
2019-05-27,7310,Bad Ragaz,35
2019-05-27,6984,Pura,390
2019-05-27,8006,Zürich,27
2019-05-27,6810,Isone,61
2019-05-27,8055,Zürich,21
2019-05-27,6575,Gambarogno,25
2019-05-27,4056,Basel,195
2019-05-27,6839,Breggia,35
2019-05-27,-1,Other,4830
2019-05-28,7304,Maienfeld,70
2019-05-28,6979,Lugano,24
2019-05-28,6855,Stabio,2091
2019-05-28,6512,Bellinzona,1369
2019-05-28,6986,Curio Miglieglia Novaggio,358
2019-05-28,8887,Mels,31
2019-05-28,6954,Capriasca,300
2019-05-28,6527,Riviera,94
2019-05-28,8200,Schaffhausen,33
2019-05-28,6808,Torricella-Taverne,132
2019-05-28,8005,Zürich,365
2019-05-28,6918,Lugano,472
2019-05-28,6883,Novazzano,1394
2019-05-28,6744,Personico,47
2019-05-28,6776,Quinto,750
2019-05-28,6830,Chiasso,3343
2019-05-28,9469,Sennwald,130
2019-05-28,8045,Zürich,27
2019-05-28,6764,Faido,64
2019-05-28,6939,Alto Malcantone,223
2019-05-28,6515,Bellinzona,54
2019-05-28,9000,St. Gallen,33
2019-05-28,4058,Basel,265
2019-05-28,6370,Oberdorf (NW) Stans,37
2019-05-28,6804,Monteceneri,286
2019-05-28,6877,Coldrerio,1733
2019-05-28,9443,Widnau,27
2019-05-28,9476,Wartau,22
2019-05-28,6914,Lugano,267
2019-05-28,6872,Mendrisio,42
2019-05-28,9465,Sennwald,41
2019-05-28,6707,Riviera,24
2019-05-28,8610,Uster,31
2019-05-28,4422,Arisdorf,36
2019-05-28,9464,Altstätten Rüthi (SG),24
2019-05-28,6987,Caslano,2175
2019-05-28,6968,Lugano,90
2019-05-28,6713,Serravalle,53
2019-05-28,6006,Luzern,44
2019-05-28,7000,Chur,101
2019-05-28,6873,Castel San Pietro,60
2019-05-28,6951,Lugano,37
2019-05-28,6599,Cadenazzo,94
2019-05-28,6936,Cademario,84
2019-05-28,6828,Balerna,1938
2019-05-28,6487,Göschenen,110
2019-05-28,9475,Sevelen,45
2019-05-28,7500,St. Moritz,26
2019-05-28,6594,Gambarogno,379
2019-05-28,6983,Magliaso,963
2019-05-28,4600,Olten,51
2019-05-28,6523,Bellinzona,89
2019-05-28,6410,Arth Gersau,67
2019-05-28,6745,Giornico,71
2019-05-28,6534,San Vittore,233
2019-05-28,6300,Zug,123
2019-05-28,6823,Arogno,91
2019-05-28,6717,Blenio,26
2019-05-28,6562,Soazza,29
2019-05-28,6204,Sempach,47
2019-05-28,8050,Zürich,23
2019-05-28,6809,Comunanza Cadenazzo/Montecener,86
2019-05-28,6648,Minusio,334
2019-05-28,8001,Zürich,247
2019-05-28,6947,Capriasca,130
2019-05-28,6702,Bellinzona,108
2019-05-28,6863,Mendrisio,63
2019-05-28,6616,Losone,306
2019-05-28,6210,Sursee,25
2019-05-28,6760,Faido,62
2019-05-28,6020,Emmen,50
2019-05-28,6482,Gurtnellen,264
2019-05-28,8302,Kloten,90
2019-05-28,6865,Mendrisio,56
2019-05-28,6652,Terre di Pedemonte,21
2019-05-28,6528,Bellinzona,665
2019-05-28,6990,Agno,309
2019-05-28,6565,Mesocco,59
2019-05-28,8810,Horgen,27
2019-05-28,6926,Collina d'Oro,717
2019-05-28,6852,Mendrisio,469
2019-05-28,8048,Zürich,39
2019-05-28,8700,Küsnacht (ZH),27
2019-05-28,4053,Basel,55
2019-05-28,7185,Medel (Lucmagn),34
2019-05-28,6556,Grono,30
2019-05-28,6833,Vacallo,822
2019-05-28,6677,Maggia,38
2019-05-28,6995,Croglio,221
2019-05-28,6375,Beckenried,26
2019-05-28,6955,Capriasca,424
2019-05-28,9444,Diepoldsau,55
2019-05-28,6958,Capriasca,200
2019-05-28,6919,Collina d'Oro,90
2019-05-28,8800,Thalwil,22
2019-05-28,6780,Airolo,188
2019-05-28,6862,Mendrisio,3583
2019-05-28,7435,Splügen,27
2019-05-28,6518,Bellinzona,94
2019-05-28,6967,Lugano,50
2019-05-28,6593,Cadenazzo,846
2019-05-28,8008,Zürich,47
2019-05-28,6763,Faido,34
2019-05-28,6573,Gambarogno,63
2019-05-28,6837,Breggia,47
2019-05-28,6978,Lugano,132
2019-05-28,6946,Ponte Capriasca,470
2019-05-28,6935,Bioggio,85
2019-05-28,6827,Brusino Arsizio,170
2019-05-28,6033,Buchrain,29
2019-05-28,6805,Mezzovico-Vira,983
2019-05-28,6005,Horw Luzern,67
2019-05-28,6988,Ponte Tresa,637
2019-05-28,6514,Bellinzona,197
2019-05-28,6533,Lumino,122
2019-05-28,9436,Balgach,28
2019-05-28,6716,Acquarossa,29
2019-05-28,6592,Sant'Antonino,1146
2019-05-28,8004,Zürich,171
2019-05-28,6982,Agno,4474
2019-05-28,6950,Capriasca,251
2019-05-28,6524,Bellinzona,37
2019-05-28,6922,Morcote,329
2019-05-28,9320,Arbon,27
2019-05-28,6203,Neuenkirch,29
2019-05-28,6454,Flüelen,42
2019-05-28,6052,Hergiswil (NW),21
2019-05-28,6598,Tenero-Contra,278
2019-05-28,6916,Grancia,1212
2019-05-28,6959,Lugano,137
2019-05-28,6927,Collina d'Oro,237
2019-05-28,6705,Riviera,58
2019-05-28,4127,Birsfelden,24
2019-05-28,6403,Küssnacht (SZ),23
2019-05-28,6937,Alto Malcantone,97
2019-05-28,7270,Davos,21
2019-05-28,8152,Opfikon,40
2019-05-28,6532,Arbedo-Castione,545
2019-05-28,6991,Neggio,98
2019-05-28,6525,Bellinzona,76
2019-05-28,6048,Horw,23
2019-05-28,6742,Pollegio,93
2019-05-28,6572,Gambarogno,210
2019-05-28,6613,Ronco sopra Ascona,50
2019-05-28,6500,Bellinzona,3565
2019-05-28,6815,Melide,1045
2019-05-28,6866,Mendrisio,58
2019-05-28,7438,Hinterrhein,72
2019-05-28,6340,Baar Neuheim,41
2019-05-28,6832,Chiasso,23
2019-05-28,6460,Altdorf (UR),47
2019-05-28,6834,Morbio Inferiore,584
2019-05-28,6004,Luzern,69
2019-05-28,6710,Biasca,557
2019-05-28,6989,Croglio,223
2019-05-28,3800,Beatenberg Interlaken Matten bei Interlaken Unterseen,44
2019-05-28,6353,Weggis,31
2019-05-28,6645,Brione sopra Minusio,42
2019-05-28,6817,Maroggia,336
2019-05-28,8032,Zürich,25
2019-05-28,6802,Monteceneri,1777
2019-05-28,6956,Capriasca,90
2019-05-28,8280,Kreuzlingen,33
2019-05-28,6574,Gambarogno,29
2019-05-28,6930,Bedano,2236
2019-05-28,6816,Bissone,578
2019-05-28,7434,Sufers,25
2019-05-28,6614,Brissago,144
2019-05-28,6476,Gurtnellen,22
2019-05-28,6838,Breggia,48
2019-05-28,2503,Biel/Bienne,21
2019-05-28,4052,Basel,163
2019-05-28,6517,Arbedo-Castione,117
2019-05-28,6853,Mendrisio,895
2019-05-28,6806,Monteceneri,389
2019-05-28,7013,Domat/Ems,21
2019-05-28,6440,Ingenbohl,33
2019-05-28,6821,Rovio,86
2019-05-28,6998,Monteggio,591
2019-05-28,6875,Castel San Pietro,57
2019-05-28,6472,Erstfeld,134
2019-05-28,6945,Origlio,586
2019-05-28,6934,Bioggio,3283
2019-05-28,6921,Vico Morcote,168
2019-05-28,6826,Riva San Vitale,960
2019-05-28,6596,Gordola,439
2019-05-28,9462,Oberriet (SG),21
2019-05-28,6981,Bedigliora Croglio Curio,233
2019-05-28,6912,Lugano,36
2019-05-28,8808,Freienbach,22
2019-05-28,6513,Bellinzona,167
2019-05-28,4132,Muttenz,93
2019-05-28,6653,Terre di Pedemonte,28
2019-05-28,6994,Aranno,144
2019-05-28,6746,Faido,21
2019-05-28,6825,Mendrisio,614
2019-05-28,4057,Basel,92
2019-05-28,6633,Lavertezzo,22
2019-05-28,4133,Pratteln,60
2019-05-28,6803,Monteceneri,173
2019-05-28,6775,Quinto,81
2019-05-28,6917,Lugano,1087
2019-05-28,6467,Schattdorf,252
2019-05-28,6960,Capriasca,48
2019-05-28,6992,Bioggio Vernate,165
2019-05-28,6928,Manno,309
2019-05-28,6850,Mendrisio,7259
2019-05-28,6965,Lugano,283
2019-05-28,6721,Acquarossa Serravalle,26
2019-05-28,7306,Fläsch,25
2019-05-28,7412,Scharans,32
2019-05-28,6390,Engelberg,42
2019-05-28,6938,Alto Malcantone,91
2019-05-28,6980,Croglio,72
2019-05-28,6743,Bodio,104
2019-05-28,8134,Adliswil,28
2019-05-28,6814,Cadempino Lamone,2093
2019-05-28,6818,Melano,864
2019-05-28,6030,Ebikon,25
2019-05-28,6953,Capriasca,619
2019-05-28,8912,Obfelden,33
2019-05-28,6003,Luzern,92
2019-05-28,6023,Rothenburg,138
2019-05-28,6913,Lugano,51
2019-05-28,8240,Thayngen,87
2019-05-28,7437,Nufenen,26
2019-05-28,6516,Cugnasco-Gerra,136
2019-05-28,9470,Buchs (SG) Grabs,173
2019-05-28,6854,Stabio,149
2019-05-28,6484,Wassen,1234
2019-05-28,8953,Dietikon,33
2019-05-28,6703,Riviera,43
2019-05-28,6997,Sessa,75
2019-05-28,6822,Arogno,445
2019-05-28,3907,Simplon Zwischbergen,22
2019-05-28,6563,Mesocco,82
2019-05-28,6490,Andermatt,26
2019-05-28,6600,Locarno Muralto,1214
2019-05-28,3822,Lauterbrunnen,21
2019-05-28,6535,Roveredo (GR),207
2019-05-28,4051,Basel,42
2019-05-28,8400,Winterthur,27
2019-05-28,8207,Schaffhausen,40
2019-05-28,6644,Orselina,25
2019-05-28,6558,Lostallo,24
2019-05-28,8002,Zürich,41
2019-05-28,6612,Ascona,478
2019-05-28,6929,Gravesano,923
2019-05-28,6537,Grono,66
2019-05-28,6503,Bellinzona,406
2019-05-28,6874,Castel San Pietro,264
2019-05-28,6807,Torricella-Taverne,1316
2019-05-28,6473,Silenen,22
2019-05-28,6595,Lavertezzo,265
2019-05-28,6864,Mendrisio,262
2019-05-28,7310,Bad Ragaz,42
2019-05-28,6718,Blenio,30
2019-05-28,6984,Pura,373
2019-05-28,8006,Zürich,49
2019-05-28,6810,Isone,55
2019-05-28,4056,Basel,130
2019-05-28,6839,Breggia,43
2019-05-28,-1,Other,5249
2019-05-29,7304,Maienfeld,122
2019-05-29,6979,Lugano,32
2019-05-29,6855,Stabio,2167
2019-05-29,6512,Bellinzona,1805
2019-05-29,6986,Curio Miglieglia Novaggio,401
2019-05-29,8887,Mels,84
2019-05-29,6954,Capriasca,388
2019-05-29,6014,Luzern,22
2019-05-29,6527,Riviera,119
2019-05-29,6374,Buochs,33
2019-05-29,8200,Schaffhausen,64
2019-05-29,6808,Torricella-Taverne,117
2019-05-29,8005,Zürich,713
2019-05-29,8044,Dübendorf Zürich,30
2019-05-29,6918,Lugano,541
2019-05-29,4500,Solothurn,25
2019-05-29,6883,Novazzano,1435
2019-05-29,6744,Personico,123
2019-05-29,5000,Aarau,58
2019-05-29,6776,Quinto,1481
2019-05-29,6830,Chiasso,3536
2019-05-29,9469,Sennwald,465
2019-05-29,9400,Rorschach,24
2019-05-29,8045,Zürich,48
2019-05-29,6764,Faido,82
2019-05-29,7203,Trimmis,22
2019-05-29,6939,Alto Malcantone,209
2019-05-29,8057,Zürich,43
2019-05-29,6515,Bellinzona,61
2019-05-29,9000,St. Gallen,143
2019-05-29,6078,Lungern,50
2019-05-29,4058,Basel,381
2019-05-29,6370,Oberdorf (NW) Stans,35
2019-05-29,6804,Monteceneri,345
2019-05-29,6877,Coldrerio,1681
2019-05-29,8752,Glarus Nord,21
2019-05-29,9443,Widnau,74
2019-05-29,9476,Wartau,74
2019-05-29,6914,Lugano,273
2019-05-29,9465,Sennwald,146
2019-05-29,8330,Pfäffikon,25
2019-05-29,6707,Riviera,36
2019-05-29,8610,Uster,49
2019-05-29,9300,Wittenbach,24
2019-05-29,8500,Frauenfeld,68
2019-05-29,4422,Arisdorf,54
2019-05-29,9464,Altstätten Rüthi (SG),102
2019-05-29,6987,Caslano,2500
2019-05-29,6723,Acquarossa,31
2019-05-29,6968,Lugano,102
2019-05-29,6713,Serravalle,96
2019-05-29,6006,Luzern,30
2019-05-29,7000,Chur,350
2019-05-29,6873,Castel San Pietro,44
2019-05-29,8753,Glarus Nord,21
2019-05-29,8907,Wettswil am Albis,28
2019-05-29,6010,Alpnach Kriens,41
2019-05-29,8590,Romanshorn,26
2019-05-29,8902,Urdorf,27
2019-05-29,6951,Lugano,33
2019-05-29,6579,Gambarogno,23
2019-05-29,6599,Cadenazzo,350
2019-05-29,4622,Egerkingen,23
2019-05-29,8600,Dübendorf,64
2019-05-29,6936,Cademario,78
2019-05-29,8703,Erlenbach (ZH),27
2019-05-29,6828,Balerna,1912
2019-05-29,8126,Zumikon,24
2019-05-29,8037,Zürich,29
2019-05-29,6487,Göschenen,298
2019-05-29,9475,Sevelen,118
2019-05-29,6594,Gambarogno,384
2019-05-29,6983,Magliaso,1023
2019-05-29,6670,Avegno Gordevio,21
2019-05-29,4600,Olten,77
2019-05-29,8802,Kilchberg (ZH),26
2019-05-29,6523,Bellinzona,119
2019-05-29,6410,Arth Gersau,190
2019-05-29,6745,Giornico,94
2019-05-29,6534,San Vittore,487
2019-05-29,6300,Zug,215
2019-05-29,6823,Arogno,119
2019-05-29,6438,Schwyz,22
2019-05-29,6717,Blenio,22
2019-05-29,6562,Soazza,46
2019-05-29,8050,Zürich,86
2019-05-29,6809,Comunanza Cadenazzo/Montecener,90
2019-05-29,8274,Gottlieben Tägerwilen,24
2019-05-29,6648,Minusio,377
2019-05-29,8001,Zürich,453
2019-05-29,4055,Basel,25
2019-05-29,6777,Quinto,21
2019-05-29,6947,Capriasca,140
2019-05-29,6702,Bellinzona,151
2019-05-29,6863,Mendrisio,36
2019-05-29,6616,Losone,398
2019-05-29,6210,Sursee,36
2019-05-29,6474,Silenen,29
2019-05-29,8867,Glarus Nord,33
2019-05-29,3011,Bern,41
2019-05-29,6760,Faido,89
2019-05-29,8640,Freienbach Rapperswil-Jona,29
2019-05-29,6020,Emmen,39
2019-05-29,8046,Zürich,31
2019-05-29,6482,Gurtnellen,730
2019-05-29,8302,Kloten,104
2019-05-29,8233,Bargen (SH),26
2019-05-29,5070,Frick,26
2019-05-29,6865,Mendrisio,47
2019-05-29,8630,Rüti (ZH),21
2019-05-29,2000,Neuchâtel,21
2019-05-29,8712,Stäfa,29
2019-05-29,6652,Terre di Pedemonte,27
2019-05-29,6343,Risch,45
2019-05-29,5630,Muri (AG),29
2019-05-29,6032,Emmen,26
2019-05-29,6528,Bellinzona,972
2019-05-29,8645,Rapperswil-Jona,51
2019-05-29,6990,Agno,311
2019-05-29,6565,Mesocco,140
2019-05-29,8910,Affoltern am Albis,37
2019-05-29,8810,Horgen,99
2019-05-29,6926,Collina d'Oro,921
2019-05-29,6852,Mendrisio,455
2019-05-29,8832,Freienbach Wollerau,33
2019-05-29,8048,Zürich,83
2019-05-29,1920,Martigny,23
2019-05-29,8700,Küsnacht (ZH),43
2019-05-29,4053,Basel,109
2019-05-29,6556,Grono,50
2019-05-29,3718,Kandersteg,47
2019-05-29,6833,Vacallo,967
2019-05-29,4123,Allschwil,24
2019-05-29,6677,Maggia,27
2019-05-29,6995,Croglio,232
2019-05-29,6375,Beckenried,49
2019-05-29,6955,Capriasca,513
2019-05-29,8604,Volketswil,34
2019-05-29,9444,Diepoldsau,138
2019-05-29,8636,Wald (ZH),31
2019-05-29,6958,Capriasca,267
2019-05-29,6919,Collina d'Oro,119
2019-05-29,8800,Thalwil,53
2019-05-29,6780,Airolo,202
2019-05-29,6862,Mendrisio,3584
2019-05-29,7435,Splügen,57
2019-05-29,6518,Bellinzona,150
2019-05-29,8105,Regensdorf,30
2019-05-29,6967,Lugano,40
2019-05-29,6593,Cadenazzo,1150
2019-05-29,8008,Zürich,94
2019-05-29,9477,Wartau,22
2019-05-29,1700,Fribourg,27
2019-05-29,6763,Faido,50
2019-05-29,6573,Gambarogno,92
2019-05-29,9100,Herisau,30
2019-05-29,6837,Breggia,53
2019-05-29,6978,Lugano,114
2019-05-29,6946,Ponte Capriasca,665
2019-05-29,6935,Bioggio,98
2019-05-29,8952,Schlieren,51
2019-05-29,8820,Wädenswil,58
2019-05-29,9200,Gossau (SG),49
2019-05-29,6827,Brusino Arsizio,129
2019-05-29,6033,Buchrain,25
2019-05-29,6805,Mezzovico-Vira,1047
2019-05-29,9630,Wattwil,55
2019-05-29,6005,Horw Luzern,86
2019-05-29,6988,Ponte Tresa,793
2019-05-29,8803,Rüschlikon,25
2019-05-29,6514,Bellinzona,307
2019-05-29,6533,Lumino,142
2019-05-29,9436,Balgach,38
2019-05-29,6716,Acquarossa,38
2019-05-29,8049,Zürich,35
2019-05-29,7414,Fürstenau,44
2019-05-29,6592,Sant'Antonino,2107
2019-05-29,8004,Zürich,372
2019-05-29,6982,Agno,4816
2019-05-29,6950,Capriasca,267
2019-05-29,8708,Männedorf,41
2019-05-29,6524,Bellinzona,55
2019-05-29,6922,Morcote,383
2019-05-29,6314,Unterägeri,25
2019-05-29,8903,Birmensdorf (ZH),28
2019-05-29,9320,Arbon,45
2019-05-29,9404,Rorschacherberg,35
2019-05-29,6454,Flüelen,47
2019-05-29,8718,Schänis,21
2019-05-29,9451,Oberriet (SG),43
2019-05-29,6422,Steinen,24
2019-05-29,5400,Baden,40
2019-05-29,6598,Tenero-Contra,285
2019-05-29,7411,Sils im Domleschg,63
2019-05-29,6916,Grancia,1303
2019-05-29,6959,Lugano,190
2019-05-29,6312,Steinhausen,34
2019-05-29,8404,Winterthur,34
2019-05-29,8580,Amriswil Hefenhofen Sommeri,33
2019-05-29,6927,Collina d'Oro,252
2019-05-29,3900,Brig-Glis,36
2019-05-29,7180,Disentis/Mustér,29
2019-05-29,6705,Riviera,62
2019-05-29,8064,Zürich,28
2019-05-29,4127,Birsfelden,31
2019-05-29,6403,Küssnacht (SZ),37
2019-05-29,6937,Alto Malcantone,108
2019-05-29,7270,Davos,27
2019-05-29,8152,Opfikon,46
2019-05-29,6532,Arbedo-Castione,643
2019-05-29,6991,Neggio,101
2019-05-29,6525,Bellinzona,91
2019-05-29,6048,Horw,21
2019-05-29,7415,Domleschg,27
2019-05-29,6742,Pollegio,130
2019-05-29,6572,Gambarogno,252
2019-05-29,6613,Ronco sopra Ascona,111
2019-05-29,6500,Bellinzona,4196
2019-05-29,6815,Melide,1267
2019-05-29,6866,Mendrisio,47
2019-05-29,9322,Egnach,24
2019-05-29,7438,Hinterrhein,58
2019-05-29,6340,Baar Neuheim,99
2019-05-29,6832,Chiasso,23
2019-05-29,8047,Zürich,42
2019-05-29,9015,St. Gallen,21
2019-05-29,6460,Altdorf (UR),56
2019-05-29,6834,Morbio Inferiore,707
2019-05-29,6004,Luzern,69
2019-05-29,8620,Wetzikon (ZH),51
2019-05-29,6710,Biasca,667
