Date,District From Id,District From Name,Count
2019-05-28,7,Nidwalden,144
2019-05-28,1722,Rorschach,65
2019-05-28,245,Emmental,43
2019-05-28,103,Bülach,205
2019-05-28,1909,Rheinfelden,47
2019-05-28,108,Pfäffikon,50
2019-05-28,2101,Bellinzona,9754
2019-05-28,1726,See-Gaster,77
2019-05-28,505,March,44
2019-05-28,1304,Sissach,37
2019-05-28,2107,Riviera,793
2019-05-28,1905,Kulm,39
2019-05-28,112,Zürich,1216
2019-05-28,1845,Landquart,142
2019-05-28,2012,Frauenfeld,42
2019-05-28,16,Appenzell Innerrhoden,22
2019-05-28,1901,Aarau,87
2019-05-28,1849,Prättigau/Davos,35
2019-05-28,314,Sursee,235
2019-05-28,2013,Kreuzlingen,58
2019-05-28,250,Interlaken-Oberhasli,118
2019-05-28,1844,Imboden,43
2019-05-28,104,Dielsdorf,59
2019-05-28,1108,Olten,89
2019-05-28,1721,St. Gallen,94
2019-05-28,1903,Bremgarten,57
2019-05-28,8,Glarus,50
2019-05-28,246,Bern-Mittelland,160
2019-05-28,2102,Blenio,243
2019-05-28,315,Willisau,48
2019-05-28,1725,Sarganserland,135
2019-05-28,1303,Liestal,132
2019-05-28,107,Meilen,113
2019-05-28,242,Biel/Bienne,61
2019-05-28,4,Uri,2235
2019-05-28,506,Schwyz,190
2019-05-28,1004,La Sarine,23
2019-05-28,1902,Baden,108
2019-05-28,111,Dietikon,89
2019-05-28,1848,Plessur,110
2019-05-28,2106,Mendrisio,26883
2019-05-28,-1,Other,539
2019-05-29,1501,Hinterland,40
2019-05-29,101,Affoltern,172
2019-05-29,249,Frutigen-Niedersimmental,70
2019-05-29,1850,Surselva,137
2019-05-29,2104,Locarno,5343
2019-05-29,2014,Münchwilen,101
2019-05-29,1728,Wil,184
2019-05-29,247,Thun,29
2019-05-29,1305,Waldenburg,27
2019-05-29,24,Neuchâtel,55
2019-05-29,1724,Werdenberg,1398
2019-05-29,1904,Brugg,38
2019-05-29,25,Genève,103
2019-05-29,504,Küssnacht (SZ),53
2019-05-29,110,Winterthur,253
2019-05-29,1907,Lenzburg,98
2019-05-29,2301,Brig,191
2019-05-29,1847,Moesa,1524
2019-05-29,2105,Lugano,42144
2019-05-29,1911,Zurzach,62
2019-05-29,1109,Solothurn,25
2019-05-29,106,Horgen,453
2019-05-29,2103,Leventina,2705
2019-05-29,243,Seeland,31
2019-05-29,1104,Dorneck,23
2019-05-29,312,Luzern-Land,257
2019-05-29,2011,Arbon,199
2019-05-29,6,Obwalden,145
2019-05-29,2307,Martigny,29
2019-05-29,102,Andelfingen,54
2019-05-29,1723,Rheintal,669
2019-05-29,2601,Delémont,32
2019-05-29,1502,Mittelland,54
2019-05-29,2015,Weinfelden,84
2019-05-29,2313,Visp,28
2019-05-29,1910,Zofingen,110
2019-05-29,1106,Wasseramt,42
2019-05-29,1402,Reiat,149
2019-05-29,1851,Viamala,620
2019-05-29,9,Zug,527
2019-05-29,109,Uster,252
2019-05-29,2312,Sion,28
2019-05-29,2108,Vallemaggia,133
2019-05-29,503,Höfe,119
2019-05-29,105,Hinwil,199
2019-05-29,244,Oberaargau,64
2019-05-29,311,Luzern-Stadt,360
2019-05-29,1846,Maloja,60
2019-05-29,1906,Laufenburg,76
2019-05-29,1727,Toggenburg,138
2019-05-29,1301,Arlesheim,279
2019-05-29,2225,Lausanne,68
2019-05-29,1403,Schaffhausen,194
2019-05-29,1503,Vorderland,29
2019-05-29,12,Basel-Stadt,1251
2019-05-29,313,Hochdorf,174
2019-05-29,1107,Lebern,23
2019-05-29,7,Nidwalden,164
2019-05-29,1722,Rorschach,163
2019-05-29,245,Emmental,28
2019-05-29,103,Bülach,327
2019-05-29,1909,Rheinfelden,93
2019-05-29,108,Pfäffikon,83
2019-05-29,1841,Albula,44
2019-05-29,2101,Bellinzona,13481
2019-05-29,1726,See-Gaster,233
2019-05-29,505,March,109
2019-05-29,241,Jura bernois,25
2019-05-29,1304,Sissach,79
2019-05-29,2107,Riviera,995
2019-05-29,1905,Kulm,38
2019-05-29,112,Zürich,2553
2019-05-29,1845,Landquart,303
2019-05-29,2012,Frauenfeld,142
2019-05-29,16,Appenzell Innerrhoden,41
2019-05-29,1901,Aarau,139
2019-05-29,1849,Prättigau/Davos,107
2019-05-29,314,Sursee,254
2019-05-29,2013,Kreuzlingen,194
2019-05-29,250,Interlaken-Oberhasli,124
2019-05-29,1844,Imboden,198
2019-05-29,104,Dielsdorf,177
2019-05-29,1108,Olten,136
2019-05-29,1721,St. Gallen,367
2019-05-29,1903,Bremgarten,108
2019-05-29,1101,Gäu,47
2019-05-29,8,Glarus,195
2019-05-29,246,Bern-Mittelland,241
2019-05-29,2230,Riviera-Pays-d'Enhaut,21
2019-05-29,1908,Muri,77
2019-05-29,2102,Blenio,292
2019-05-29,315,Willisau,77
2019-05-29,1725,Sarganserland,484
2019-05-29,1303,Liestal,236
2019-05-29,107,Meilen,327
2019-05-29,242,Biel/Bienne,87
2019-05-29,4,Uri,5706
2019-05-29,506,Schwyz,377
2019-05-29,1004,La Sarine,40
2019-05-29,1902,Baden,209
2019-05-29,501,Einsiedeln,28
2019-05-29,111,Dietikon,187
2019-05-29,1848,Plessur,365
2019-05-29,2106,Mendrisio,27170
2019-05-29,-1,Other,384
2019-05-30,1501,Hinterland,48
2019-05-30,2306,Leuk,30
2019-05-30,101,Affoltern,186
2019-05-30,1105,Gösgen,39
2019-05-30,249,Frutigen-Niedersimmental,42
2019-05-30,1850,Surselva,240
2019-05-30,2309,Raron,40
2019-05-30,2104,Locarno,6276
2019-05-30,2014,Münchwilen,107
2019-05-30,1728,Wil,139
2019-05-30,247,Thun,38
2019-05-30,1305,Waldenburg,83
2019-05-30,2227,Morges,22
2019-05-30,24,Neuchâtel,89
2019-05-30,1724,Werdenberg,1955
2019-05-30,1904,Brugg,107
2019-05-30,25,Genève,90
2019-05-30,2603,Porrentruy,24
2019-05-30,504,Küssnacht (SZ),63
2019-05-30,110,Winterthur,294
2019-05-30,1907,Lenzburg,93
2019-05-30,2301,Brig,245
2019-05-30,1847,Moesa,2536
2019-05-30,2105,Lugano,37053
2019-05-30,1911,Zurzach,59
2019-05-30,106,Horgen,405
2019-05-30,2103,Leventina,4999
2019-05-30,243,Seeland,50
2019-05-30,312,Luzern-Land,392
2019-05-30,2011,Arbon,208
2019-05-30,6,Obwalden,194
2019-05-30,2307,Martigny,51
2019-05-30,102,Andelfingen,68
2019-05-30,1723,Rheintal,698
2019-05-30,2601,Delémont,42
2019-05-30,1502,Mittelland,30
2019-05-30,2015,Weinfelden,131
2019-05-30,2313,Visp,41
2019-05-30,2228,Nyon,25
2019-05-30,1910,Zofingen,194
2019-05-30,1106,Wasseramt,84
2019-05-30,1402,Reiat,356
2019-05-30,1851,Viamala,1176
2019-05-30,9,Zug,713
2019-05-30,109,Uster,324
2019-05-30,2312,Sion,37
2019-05-30,2108,Vallemaggia,402
2019-05-30,503,Höfe,124
2019-05-30,105,Hinwil,195
2019-05-30,244,Oberaargau,130
2019-05-30,311,Luzern-Stadt,553
2019-05-30,1846,Maloja,53
2019-05-30,1906,Laufenburg,106
2019-05-30,1727,Toggenburg,42
2019-05-30,1301,Arlesheim,562
2019-05-30,2225,Lausanne,46
2019-05-30,1403,Schaffhausen,402
2019-05-30,1503,Vorderland,28
2019-05-30,12,Basel-Stadt,2245
2019-05-30,313,Hochdorf,241
2019-05-30,1107,Lebern,42
2019-05-30,2311,Sierre,37
2019-05-30,7,Nidwalden,323
2019-05-30,1722,Rorschach,143
2019-05-30,245,Emmental,66
2019-05-30,103,Bülach,414
2019-05-30,1909,Rheinfelden,121
2019-05-30,108,Pfäffikon,121
2019-05-30,1841,Albula,60
2019-05-30,2101,Bellinzona,10741
2019-05-30,1726,See-Gaster,252
2019-05-30,505,March,179
2019-05-30,241,Jura bernois,39
2019-05-30,1304,Sissach,124
2019-05-30,2107,Riviera,1033
2019-05-30,1905,Kulm,99
2019-05-30,112,Zürich,2872
2019-05-30,1845,Landquart,377
2019-05-30,1003,La Gruyère,21
2019-05-30,2012,Frauenfeld,164
2019-05-30,16,Appenzell Innerrhoden,47
2019-05-30,1901,Aarau,146
2019-05-30,1849,Prättigau/Davos,85
2019-05-30,314,Sursee,331
2019-05-30,2013,Kreuzlingen,241
2019-05-30,250,Interlaken-Oberhasli,112
2019-05-30,1844,Imboden,465
2019-05-30,104,Dielsdorf,203
2019-05-30,1108,Olten,168
2019-05-30,1721,St. Gallen,334
2019-05-30,1903,Bremgarten,199
2019-05-30,1101,Gäu,53
2019-05-30,8,Glarus,188
2019-05-30,246,Bern-Mittelland,260
2019-05-30,2230,Riviera-Pays-d'Enhaut,30
2019-05-30,1908,Muri,74
2019-05-30,2102,Blenio,537
2019-05-30,315,Willisau,99
2019-05-30,1725,Sarganserland,557
2019-05-30,1303,Liestal,359
2019-05-30,107,Meilen,324
2019-05-30,242,Biel/Bienne,96
2019-05-30,4,Uri,7862
2019-05-30,506,Schwyz,481
2019-05-30,1004,La Sarine,39
2019-05-30,1902,Baden,341
2019-05-30,501,Einsiedeln,39
2019-05-30,111,Dietikon,305
2019-05-30,1848,Plessur,382
2019-05-30,2106,Mendrisio,21431
2019-05-30,-1,Other,370
2019-05-31,1501,Hinterland,33
2019-05-31,101,Affoltern,131
2019-05-31,1105,Gösgen,22
2019-05-31,1850,Surselva,108
2019-05-31,2104,Locarno,6358
2019-05-31,2014,Münchwilen,80
2019-05-31,1728,Wil,59
2019-05-31,247,Thun,34
2019-05-31,1305,Waldenburg,31
2019-05-31,24,Neuchâtel,102
2019-05-31,1724,Werdenberg,809
2019-05-31,1904,Brugg,47
2019-05-31,25,Genève,66
2019-05-31,504,Küssnacht (SZ),47
2019-05-31,110,Winterthur,176
2019-05-31,1907,Lenzburg,62
2019-05-31,2301,Brig,67
2019-05-31,1847,Moesa,1041
2019-05-31,2105,Lugano,43573
2019-05-31,1911,Zurzach,39
2019-05-31,106,Horgen,248
2019-05-31,2103,Leventina,2431
2019-05-31,243,Seeland,29
2019-05-31,312,Luzern-Land,270
2019-05-31,2011,Arbon,115
2019-05-31,6,Obwalden,100
2019-05-31,102,Andelfingen,45
2019-05-31,1723,Rheintal,377
2019-05-31,2015,Weinfelden,82
2019-05-31,2313,Visp,22
2019-05-31,1910,Zofingen,138
2019-05-31,1106,Wasseramt,53
2019-05-31,1402,Reiat,192
2019-05-31,1851,Viamala,368
2019-05-31,9,Zug,326
2019-05-31,109,Uster,146
2019-05-31,2108,Vallemaggia,201
2019-05-31,503,Höfe,77
2019-05-31,105,Hinwil,80
2019-05-31,244,Oberaargau,59
2019-05-31,311,Luzern-Stadt,454
2019-05-31,1846,Maloja,48
2019-05-31,1906,Laufenburg,55
2019-05-31,1727,Toggenburg,30
2019-05-31,1301,Arlesheim,330
2019-05-31,2225,Lausanne,38
2019-05-31,1403,Schaffhausen,206
2019-05-31,12,Basel-Stadt,1432
2019-05-31,313,Hochdorf,215
2019-05-31,1107,Lebern,22
2019-05-31,7,Nidwalden,205
2019-05-31,1722,Rorschach,75
2019-05-31,245,Emmental,56
2019-05-31,103,Bülach,310
2019-05-31,1909,Rheinfelden,80
2019-05-31,108,Pfäffikon,54
2019-05-31,1841,Albula,36
2019-05-31,2101,Bellinzona,9736
2019-05-31,1726,See-Gaster,71
2019-05-31,505,March,43
2019-05-31,241,Jura bernois,25
2019-05-31,1304,Sissach,90
2019-05-31,2107,Riviera,813
2019-05-31,1905,Kulm,59
2019-05-31,112,Zürich,1797
2019-05-31,1845,Landquart,209
2019-05-31,2012,Frauenfeld,94
2019-05-31,2224,Jura-Nord vaudois,21
2019-05-31,1901,Aarau,108
2019-05-31,1849,Prättigau/Davos,46
2019-05-31,314,Sursee,333
2019-05-31,2013,Kreuzlingen,77
2019-05-31,250,Interlaken-Oberhasli,149
2019-05-31,1844,Imboden,69
2019-05-31,104,Dielsdorf,103
2019-05-31,1108,Olten,176
2019-05-31,1721,St. Gallen,93
2019-05-31,1903,Bremgarten,104
2019-05-31,1101,Gäu,63
2019-05-31,8,Glarus,51
2019-05-31,246,Bern-Mittelland,238
2019-05-31,1908,Muri,53
2019-05-31,2102,Blenio,379
2019-05-31,315,Willisau,105
2019-05-31,1725,Sarganserland,138
2019-05-31,1303,Liestal,244
2019-05-31,107,Meilen,149
2019-05-31,242,Biel/Bienne,95
2019-05-31,4,Uri,1084
2019-05-31,506,Schwyz,264
2019-05-31,1902,Baden,188
2019-05-31,501,Einsiedeln,25
2019-05-31,111,Dietikon,173
2019-05-31,1848,Plessur,163
2019-05-31,2106,Mendrisio,30723
2019-05-31,-1,Other,479
2019-06-01,101,Affoltern,124
2019-06-01,1105,Gösgen,25
2019-06-01,249,Frutigen-Niedersimmental,28
2019-06-01,1850,Surselva,105
2019-06-01,2104,Locarno,5907
2019-06-01,2014,Münchwilen,75
2019-06-01,1728,Wil,49
2019-06-01,247,Thun,33
2019-06-01,1305,Waldenburg,47
2019-06-01,24,Neuchâtel,53
2019-06-01,1724,Werdenberg,828
2019-06-01,1904,Brugg,43
2019-06-01,25,Genève,46
2019-06-01,504,Küssnacht (SZ),33
2019-06-01,110,Winterthur,132
2019-06-01,1907,Lenzburg,48
2019-06-01,2301,Brig,76
2019-06-01,1847,Moesa,1154
2019-06-01,2105,Lugano,43433
2019-06-01,1911,Zurzach,61
2019-06-01,106,Horgen,190
2019-06-01,2103,Leventina,2556
2019-06-01,243,Seeland,26
2019-06-01,312,Luzern-Land,252
2019-06-01,2011,Arbon,107
2019-06-01,6,Obwalden,152
2019-06-01,2307,Martigny,21
2019-06-01,102,Andelfingen,44
2019-06-01,1723,Rheintal,278
2019-06-01,1502,Mittelland,37
2019-06-01,2015,Weinfelden,84
2019-06-01,1910,Zofingen,110
2019-06-01,1106,Wasseramt,32
2019-06-01,1402,Reiat,182
2019-06-01,1851,Viamala,433
2019-06-01,9,Zug,292
2019-06-01,109,Uster,92
2019-06-01,1842,Bernina,27
2019-06-01,2108,Vallemaggia,281
2019-06-01,503,Höfe,57
2019-06-01,105,Hinwil,106
2019-06-01,244,Oberaargau,30
2019-06-01,311,Luzern-Stadt,408
2019-06-01,1846,Maloja,42
2019-06-01,1906,Laufenburg,32
2019-06-01,1727,Toggenburg,31
2019-06-01,1301,Arlesheim,408
2019-06-01,2225,Lausanne,29
2019-06-01,1403,Schaffhausen,193
2019-06-01,12,Basel-Stadt,1511
2019-06-01,313,Hochdorf,242
2019-06-01,1107,Lebern,28
2019-06-01,7,Nidwalden,224
2019-06-01,1722,Rorschach,44
2019-06-01,245,Emmental,37
2019-06-01,103,Bülach,281
2019-06-01,1909,Rheinfelden,72
2019-06-01,108,Pfäffikon,73
2019-06-01,1841,Albula,38
2019-06-01,2101,Bellinzona,8196
2019-06-01,1726,See-Gaster,75
2019-06-01,505,March,41
2019-06-01,1304,Sissach,104
2019-06-01,2107,Riviera,778
2019-06-01,1905,Kulm,47
2019-06-01,112,Zürich,1247
2019-06-01,1845,Landquart,153
2019-06-01,2012,Frauenfeld,105
2019-06-01,1901,Aarau,97
2019-06-01,1849,Prättigau/Davos,46
2019-06-01,314,Sursee,305
2019-06-01,2013,Kreuzlingen,110
2019-06-01,250,Interlaken-Oberhasli,154
2019-06-01,1844,Imboden,131
2019-06-01,104,Dielsdorf,74
2019-06-01,1108,Olten,148
2019-06-01,1721,St. Gallen,122
2019-06-01,1903,Bremgarten,93
2019-06-01,1101,Gäu,45
2019-06-01,8,Glarus,59
2019-06-01,246,Bern-Mittelland,179
2019-06-01,2230,Riviera-Pays-d'Enhaut,25
2019-06-01,1908,Muri,38
2019-06-01,2102,Blenio,350
2019-06-01,315,Willisau,81
2019-06-01,1725,Sarganserland,185
