Date,Canton From Id,Canton From Name,Count
2019-06-04,24,Neuchâtel,29
2019-06-04,25,Genève,63
2019-06-04,14,Schaffhausen,34
2019-06-04,20,Thurgau,34
2019-06-04,1,Zürich,897
2019-06-04,6,Obwalden,23
2019-06-04,21,Ticino,100891
2019-06-04,9,Zug,99
2019-06-04,13,Basel-Landschaft,89
2019-06-04,2,Bern,226
2019-06-04,17,St. Gallen,235
2019-06-04,22,Vaud,97
2019-06-04,12,Basel-Stadt,158
2019-06-04,7,Nidwalden,31
2019-06-04,3,Luzern,362
2019-06-04,18,Graubünden,925
2019-06-04,11,Solothurn,64
2019-06-04,23,Valais,78
2019-06-04,19,Aargau,190
2019-06-04,4,Uri,178
2019-06-04,-1,Other,35
2019-06-05,5,Schwyz,187
2019-06-05,10,Fribourg,54
2019-06-05,24,Neuchâtel,23
2019-06-05,25,Genève,65
2019-06-05,14,Schaffhausen,29
2019-06-05,20,Thurgau,54
2019-06-05,1,Zürich,1097
2019-06-05,21,Ticino,99856
2019-06-05,9,Zug,86
2019-06-05,13,Basel-Landschaft,70
2019-06-05,2,Bern,210
2019-06-05,17,St. Gallen,217
2019-06-05,22,Vaud,83
2019-06-05,12,Basel-Stadt,158
2019-06-05,7,Nidwalden,42
2019-06-05,3,Luzern,333
2019-06-05,18,Graubünden,868
2019-06-05,11,Solothurn,72
2019-06-05,23,Valais,66
2019-06-05,19,Aargau,202
2019-06-05,4,Uri,286
2019-06-05,-1,Other,45
2019-06-06,5,Schwyz,161
2019-06-06,10,Fribourg,62
2019-06-06,24,Neuchâtel,34
2019-06-06,25,Genève,92
2019-06-06,14,Schaffhausen,43
2019-06-06,20,Thurgau,46
2019-06-06,1,Zürich,1282
2019-06-06,6,Obwalden,35
2019-06-06,21,Ticino,97764
2019-06-06,9,Zug,119
2019-06-06,13,Basel-Landschaft,122
2019-06-06,2,Bern,332
2019-06-06,17,St. Gallen,311
2019-06-06,22,Vaud,109
2019-06-06,12,Basel-Stadt,245
2019-06-06,7,Nidwalden,48
2019-06-06,3,Luzern,384
2019-06-06,18,Graubünden,1071
2019-06-06,11,Solothurn,93
2019-06-06,23,Valais,132
2019-06-06,19,Aargau,184
2019-06-06,4,Uri,231
2019-06-06,-1,Other,31
2019-06-07,5,Schwyz,234
2019-06-07,10,Fribourg,88
2019-06-07,24,Neuchâtel,37
2019-06-07,25,Genève,138
2019-06-07,14,Schaffhausen,117
2019-06-07,20,Thurgau,113
2019-06-07,1,Zürich,1747
2019-06-07,6,Obwalden,27
2019-06-07,21,Ticino,96784
2019-06-07,9,Zug,155
2019-06-07,13,Basel-Landschaft,176
2019-06-07,2,Bern,348
2019-06-07,17,St. Gallen,613
2019-06-07,22,Vaud,169
2019-06-07,12,Basel-Stadt,406
2019-06-07,7,Nidwalden,62
2019-06-07,3,Luzern,478
2019-06-07,18,Graubünden,1076
2019-06-07,11,Solothurn,101
2019-06-07,23,Valais,162
2019-06-07,19,Aargau,274
2019-06-07,4,Uri,419
2019-06-07,-1,Other,60
2019-06-08,5,Schwyz,149
2019-06-08,10,Fribourg,59
2019-06-08,25,Genève,114
2019-06-08,14,Schaffhausen,115
2019-06-08,20,Thurgau,103
2019-06-08,1,Zürich,1312
2019-06-08,6,Obwalden,32
2019-06-08,21,Ticino,72002
2019-06-08,9,Zug,161
2019-06-08,13,Basel-Landschaft,131
2019-06-08,2,Bern,217
2019-06-08,17,St. Gallen,580
2019-06-08,22,Vaud,87
2019-06-08,12,Basel-Stadt,289
2019-06-08,7,Nidwalden,34
2019-06-08,3,Luzern,383
2019-06-08,18,Graubünden,1354
2019-06-08,11,Solothurn,73
2019-06-08,23,Valais,147
2019-06-08,19,Aargau,234
2019-06-08,4,Uri,1192
2019-06-08,-1,Other,64
2019-06-09,5,Schwyz,255
2019-06-09,25,Genève,26
2019-06-09,14,Schaffhausen,108
2019-06-09,20,Thurgau,64
2019-06-09,1,Zürich,773
2019-06-09,6,Obwalden,79
2019-06-09,21,Ticino,51079
2019-06-09,9,Zug,85
2019-06-09,13,Basel-Landschaft,130
2019-06-09,2,Bern,180
2019-06-09,17,St. Gallen,417
2019-06-09,22,Vaud,75
2019-06-09,12,Basel-Stadt,253
2019-06-09,7,Nidwalden,45
2019-06-09,3,Luzern,240
2019-06-09,18,Graubünden,925
2019-06-09,11,Solothurn,62
2019-06-09,23,Valais,127
2019-06-09,19,Aargau,211
2019-06-09,4,Uri,489
2019-06-09,-1,Other,73
2019-06-10,5,Schwyz,246
2019-06-10,10,Fribourg,35
2019-06-10,24,Neuchâtel,27
2019-06-10,25,Genève,46
2019-06-10,14,Schaffhausen,67
2019-06-10,20,Thurgau,32
2019-06-10,1,Zürich,620
2019-06-10,21,Ticino,51849
2019-06-10,9,Zug,66
2019-06-10,13,Basel-Landschaft,80
2019-06-10,2,Bern,161
2019-06-10,17,St. Gallen,235
2019-06-10,22,Vaud,75
2019-06-10,12,Basel-Stadt,175
2019-06-10,3,Luzern,236
2019-06-10,18,Graubünden,1107
2019-06-10,11,Solothurn,40
2019-06-10,23,Valais,129
2019-06-10,19,Aargau,114
2019-06-10,4,Uri,192
2019-06-10,-1,Other,53
2019-06-11,5,Schwyz,199
2019-06-11,10,Fribourg,31
2019-06-11,25,Genève,76
2019-06-11,14,Schaffhausen,66
2019-06-11,20,Thurgau,52
2019-06-11,1,Zürich,875
2019-06-11,21,Ticino,96696
2019-06-11,9,Zug,96
2019-06-11,13,Basel-Landschaft,84
2019-06-11,2,Bern,243
2019-06-11,17,St. Gallen,220
2019-06-11,22,Vaud,76
2019-06-11,12,Basel-Stadt,216
2019-06-11,7,Nidwalden,38
2019-06-11,3,Luzern,267
2019-06-11,18,Graubünden,970
2019-06-11,11,Solothurn,83
2019-06-11,23,Valais,75
2019-06-11,19,Aargau,131
2019-06-11,4,Uri,182
2019-06-11,-1,Other,64
2019-06-12,5,Schwyz,256
2019-06-12,10,Fribourg,29
2019-06-12,24,Neuchâtel,29
2019-06-12,25,Genève,55
2019-06-12,14,Schaffhausen,42
2019-06-12,20,Thurgau,24
2019-06-12,1,Zürich,990
2019-06-12,21,Ticino,94355
2019-06-12,9,Zug,92
2019-06-12,13,Basel-Landschaft,101
2019-06-12,2,Bern,227
2019-06-12,17,St. Gallen,123
2019-06-12,22,Vaud,72
2019-06-12,12,Basel-Stadt,163
2019-06-12,7,Nidwalden,42
2019-06-12,3,Luzern,250
2019-06-12,18,Graubünden,797
2019-06-12,11,Solothurn,71
2019-06-12,23,Valais,101
2019-06-12,19,Aargau,158
2019-06-12,4,Uri,443
2019-06-12,-1,Other,37
2019-06-13,5,Schwyz,353
2019-06-13,10,Fribourg,52
2019-06-13,25,Genève,59
2019-06-13,14,Schaffhausen,50
2019-06-13,20,Thurgau,56
2019-06-13,1,Zürich,1204
2019-06-13,6,Obwalden,24
2019-06-13,21,Ticino,100050
2019-06-13,9,Zug,134
2019-06-13,13,Basel-Landschaft,96
2019-06-13,2,Bern,319
2019-06-13,17,St. Gallen,257
2019-06-13,22,Vaud,91
2019-06-13,12,Basel-Stadt,275
2019-06-13,7,Nidwalden,24
2019-06-13,3,Luzern,303
2019-06-13,18,Graubünden,1079
2019-06-13,11,Solothurn,90
2019-06-13,23,Valais,124
2019-06-13,19,Aargau,213
2019-06-13,4,Uri,356
2019-06-13,-1,Other,53
2019-06-14,5,Schwyz,505
2019-06-14,10,Fribourg,100
2019-06-14,24,Neuchâtel,41
2019-06-14,25,Genève,138
2019-06-14,14,Schaffhausen,98
2019-06-14,20,Thurgau,91
2019-06-14,1,Zürich,1536
2019-06-14,6,Obwalden,47
2019-06-14,21,Ticino,103937
2019-06-14,9,Zug,184
2019-06-14,13,Basel-Landschaft,162
2019-06-14,2,Bern,352
2019-06-14,17,St. Gallen,438
2019-06-14,22,Vaud,126
2019-06-14,12,Basel-Stadt,321
2019-06-14,7,Nidwalden,53
2019-06-14,3,Luzern,387
2019-06-14,18,Graubünden,1335
2019-06-14,11,Solothurn,144
2019-06-14,23,Valais,119
2019-06-14,19,Aargau,275
2019-06-14,4,Uri,493
2019-06-14,-1,Other,45
2019-06-15,5,Schwyz,484
2019-06-15,10,Fribourg,36
2019-06-15,24,Neuchâtel,43
2019-06-15,25,Genève,47
2019-06-15,14,Schaffhausen,92
2019-06-15,20,Thurgau,75
2019-06-15,1,Zürich,1086
2019-06-15,6,Obwalden,36
2019-06-15,21,Ticino,78531
2019-06-15,9,Zug,146
2019-06-15,13,Basel-Landschaft,119
2019-06-15,2,Bern,268
2019-06-15,17,St. Gallen,464
2019-06-15,22,Vaud,63
2019-06-15,12,Basel-Stadt,262
2019-06-15,7,Nidwalden,36
2019-06-15,3,Luzern,272
2019-06-15,18,Graubünden,1145
2019-06-15,11,Solothurn,91
2019-06-15,23,Valais,169
2019-06-15,8,Glarus,23
2019-06-15,19,Aargau,213
2019-06-15,4,Uri,671
2019-06-15,-1,Other,47
2019-06-16,5,Schwyz,358
2019-06-16,10,Fribourg,54
2019-06-16,25,Genève,73
2019-06-16,14,Schaffhausen,76
2019-06-16,20,Thurgau,70
2019-06-16,1,Zürich,1086
2019-06-16,21,Ticino,62159
2019-06-16,9,Zug,150
2019-06-16,13,Basel-Landschaft,114
2019-06-16,2,Bern,230
2019-06-16,17,St. Gallen,351
2019-06-16,22,Vaud,68
2019-06-16,12,Basel-Stadt,322
2019-06-16,7,Nidwalden,43
2019-06-16,3,Luzern,289
2019-06-16,18,Graubünden,1230
2019-06-16,11,Solothurn,91
2019-06-16,23,Valais,107
2019-06-16,19,Aargau,269
2019-06-16,4,Uri,367
2019-06-16,-1,Other,67
2019-06-17,5,Schwyz,313
2019-06-17,10,Fribourg,37
2019-06-17,25,Genève,66
2019-06-17,14,Schaffhausen,67
2019-06-17,20,Thurgau,60
2019-06-17,1,Zürich,1084
2019-06-17,6,Obwalden,29
2019-06-17,21,Ticino,97427
2019-06-17,9,Zug,121
2019-06-17,13,Basel-Landschaft,111
2019-06-17,2,Bern,216
2019-06-17,17,St. Gallen,220
2019-06-17,22,Vaud,55
2019-06-17,12,Basel-Stadt,269
2019-06-17,7,Nidwalden,35
2019-06-17,3,Luzern,312
2019-06-17,18,Graubünden,975
2019-06-17,11,Solothurn,66
2019-06-17,23,Valais,123
2019-06-17,19,Aargau,197
2019-06-17,4,Uri,258
2019-06-17,-1,Other,51
2019-06-18,5,Schwyz,390
2019-06-18,10,Fribourg,27
2019-06-18,24,Neuchâtel,26
2019-06-18,25,Genève,33
2019-06-18,14,Schaffhausen,40
2019-06-18,20,Thurgau,28
2019-06-18,1,Zürich,1020
2019-06-18,6,Obwalden,31
2019-06-18,21,Ticino,99183
2019-06-18,9,Zug,157
2019-06-18,13,Basel-Landschaft,63
2019-06-18,2,Bern,237
2019-06-18,17,St. Gallen,185
2019-06-18,22,Vaud,67
2019-06-18,12,Basel-Stadt,169
2019-06-18,7,Nidwalden,39
2019-06-18,3,Luzern,264
2019-06-18,18,Graubünden,973
2019-06-18,11,Solothurn,78
2019-06-18,23,Valais,67
2019-06-18,19,Aargau,171
2019-06-18,4,Uri,238
2019-06-18,-1,Other,38
2019-06-19,5,Schwyz,337
2019-06-19,10,Fribourg,59
2019-06-19,25,Genève,37
2019-06-19,14,Schaffhausen,57
2019-06-19,20,Thurgau,42
2019-06-19,1,Zürich,1009
2019-06-19,6,Obwalden,21
2019-06-19,21,Ticino,99545
2019-06-19,9,Zug,123
2019-06-19,13,Basel-Landschaft,94
2019-06-19,2,Bern,211
2019-06-19,17,St. Gallen,324
2019-06-19,22,Vaud,62
2019-06-19,12,Basel-Stadt,199
2019-06-19,7,Nidwalden,48
2019-06-19,3,Luzern,432
2019-06-19,18,Graubünden,968
2019-06-19,11,Solothurn,71
2019-06-19,23,Valais,76
2019-06-19,19,Aargau,203
2019-06-19,4,Uri,312
2019-06-19,-1,Other,54
2019-06-20,5,Schwyz,354
2019-06-20,10,Fribourg,35
2019-06-20,25,Genève,54
2019-06-20,14,Schaffhausen,81
2019-06-20,20,Thurgau,48
2019-06-20,1,Zürich,930
2019-06-20,6,Obwalden,32
2019-06-20,21,Ticino,57685
2019-06-20,9,Zug,165
2019-06-20,13,Basel-Landschaft,105
2019-06-20,2,Bern,204
2019-06-20,17,St. Gallen,400
2019-06-20,22,Vaud,36
2019-06-20,12,Basel-Stadt,215
2019-06-20,7,Nidwalden,33
2019-06-20,3,Luzern,290
2019-06-20,18,Graubünden,952
2019-06-20,11,Solothurn,61
2019-06-20,23,Valais,119
2019-06-20,19,Aargau,161
2019-06-20,4,Uri,465
2019-06-20,-1,Other,59
2019-06-21,5,Schwyz,366
2019-06-21,10,Fribourg,46
2019-06-21,24,Neuchâtel,37
2019-06-21,25,Genève,76
2019-06-21,14,Schaffhausen,55
2019-06-21,20,Thurgau,63
2019-06-21,1,Zürich,1183
2019-06-21,21,Ticino,85620
2019-06-21,9,Zug,150
2019-06-21,13,Basel-Landschaft,79
2019-06-21,2,Bern,306
2019-06-21,17,St. Gallen,346
2019-06-21,22,Vaud,104
2019-06-21,12,Basel-Stadt,219
2019-06-21,7,Nidwalden,48
2019-06-21,3,Luzern,269
2019-06-21,18,Graubünden,953
2019-06-21,11,Solothurn,67
2019-06-21,23,Valais,116
2019-06-21,19,Aargau,246
2019-06-21,4,Uri,309
2019-06-21,-1,Other,62
2019-06-22,5,Schwyz,312
2019-06-22,10,Fribourg,37
2019-06-22,25,Genève,33
2019-06-22,14,Schaffhausen,76
2019-06-22,20,Thurgau,79
2019-06-22,1,Zürich,1059
2019-06-22,21,Ticino,64727
2019-06-22,9,Zug,100
2019-06-22,13,Basel-Landschaft,112
2019-06-22,2,Bern,154
2019-06-22,17,St. Gallen,338
2019-06-22,22,Vaud,97
2019-06-22,12,Basel-Stadt,252
2019-06-22,7,Nidwalden,40
2019-06-22,3,Luzern,254
2019-06-22,18,Graubünden,1045
2019-06-22,11,Solothurn,53
2019-06-22,23,Valais,129
2019-06-22,19,Aargau,171
2019-06-22,4,Uri,416
2019-06-22,-1,Other,60
2019-06-23,5,Schwyz,243
2019-06-23,10,Fribourg,49
2019-06-23,25,Genève,52
2019-06-23,14,Schaffhausen,36
2019-06-23,20,Thurgau,53
2019-06-23,1,Zürich,823
2019-06-23,6,Obwalden,30
2019-06-23,21,Ticino,57640
2019-06-23,9,Zug,77
2019-06-23,13,Basel-Landschaft,121
2019-06-23,2,Bern,198
2019-06-23,17,St. Gallen,281
2019-06-23,22,Vaud,80
2019-06-23,12,Basel-Stadt,232
2019-06-23,7,Nidwalden,29
2019-06-23,3,Luzern,281
2019-06-23,18,Graubünden,1435
2019-06-23,11,Solothurn,81
2019-06-23,23,Valais,160
2019-06-23,19,Aargau,174
2019-06-23,4,Uri,307
2019-06-23,-1,Other,47
2019-06-24,5,Schwyz,274
2019-06-24,10,Fribourg,45
2019-06-24,25,Genève,52
2019-06-24,14,Schaffhausen,26
2019-06-24,20,Thurgau,30
2019-06-24,1,Zürich,718
2019-06-24,21,Ticino,90391
2019-06-24,9,Zug,122
2019-06-24,13,Basel-Landschaft,116
2019-06-24,2,Bern,218
2019-06-24,17,St. Gallen,205
2019-06-24,22,Vaud,46
2019-06-24,12,Basel-Stadt,178
2019-06-24,7,Nidwalden,22
2019-06-24,3,Luzern,264
2019-06-24,18,Graubünden,1105
2019-06-24,11,Solothurn,71
2019-06-24,23,Valais,158
2019-06-24,19,Aargau,132
2019-06-24,4,Uri,309
2019-06-24,-1,Other,60
2019-06-25,5,Schwyz,275
2019-06-25,24,Neuchâtel,23
2019-06-25,25,Genève,48
2019-06-25,14,Schaffhausen,33
2019-06-25,20,Thurgau,37
2019-06-25,1,Zürich,801
2019-06-25,21,Ticino,93110
2019-06-25,9,Zug,89
2019-06-25,13,Basel-Landschaft,55
2019-06-25,2,Bern,186
2019-06-25,17,St. Gallen,162
2019-06-25,22,Vaud,78
2019-06-25,12,Basel-Stadt,161
2019-06-25,7,Nidwalden,33
2019-06-25,3,Luzern,252
2019-06-25,18,Graubünden,1068
2019-06-25,11,Solothurn,64
2019-06-25,23,Valais,128
2019-06-25,19,Aargau,141
2019-06-25,4,Uri,289
2019-06-25,-1,Other,65
2019-06-26,5,Schwyz,259
2019-06-26,25,Genève,59
2019-06-26,14,Schaffhausen,30
2019-06-26,20,Thurgau,36
2019-06-26,1,Zürich,940
2019-06-26,21,Ticino,93554
2019-06-26,9,Zug,101
2019-06-26,13,Basel-Landschaft,63
2019-06-26,2,Bern,208
2019-06-26,17,St. Gallen,198
2019-06-26,22,Vaud,75
2019-06-26,12,Basel-Stadt,154
2019-06-26,7,Nidwalden,24
2019-06-26,3,Luzern,266
2019-06-26,18,Graubünden,1026
2019-06-26,11,Solothurn,80
2019-06-26,26,Jura,21
2019-06-26,23,Valais,110
2019-06-26,19,Aargau,146
2019-06-26,4,Uri,266
2019-06-26,-1,Other,87
2019-06-27,5,Schwyz,358
2019-06-27,10,Fribourg,49
2019-06-27,24,Neuchâtel,25
2019-06-27,25,Genève,65
2019-06-27,14,Schaffhausen,36
2019-06-27,20,Thurgau,26
2019-06-27,1,Zürich,1111
2019-06-27,6,Obwalden,22
2019-06-27,21,Ticino,93859
2019-06-27,9,Zug,101
2019-06-27,13,Basel-Landschaft,96
2019-06-27,2,Bern,279
2019-06-27,17,St. Gallen,211
2019-06-27,22,Vaud,79
2019-06-27,12,Basel-Stadt,262
2019-06-27,7,Nidwalden,47
2019-06-27,3,Luzern,265
2019-06-27,18,Graubünden,1127
2019-06-27,11,Solothurn,143
2019-06-27,23,Valais,149
2019-06-27,19,Aargau,190
2019-06-27,4,Uri,295
2019-06-27,-1,Other,34
2019-06-28,5,Schwyz,424
2019-06-28,10,Fribourg,37
2019-06-28,25,Genève,81
2019-06-28,14,Schaffhausen,44
2019-06-28,20,Thurgau,74
2019-06-28,1,Zürich,1397
2019-06-28,21,Ticino,93128
2019-06-28,9,Zug,220
2019-06-28,13,Basel-Landschaft,152
2019-06-28,2,Bern,240
2019-06-28,17,St. Gallen,428
2019-06-28,22,Vaud,93
2019-06-28,12,Basel-Stadt,271
2019-06-28,7,Nidwalden,68
2019-06-28,3,Luzern,324
2019-06-28,18,Graubünden,1284
2019-06-28,11,Solothurn,56
2019-06-28,23,Valais,159
2019-06-28,19,Aargau,232
2019-06-28,4,Uri,482
2019-06-28,-1,Other,87
2019-06-29,5,Schwyz,229
2019-06-29,10,Fribourg,43
2019-06-29,25,Genève,31
2019-06-29,14,Schaffhausen,43
2019-06-29,20,Thurgau,49
2019-06-29,1,Zürich,911
2019-06-29,6,Obwalden,30
2019-06-29,21,Ticino,59827
2019-06-29,9,Zug,128
2019-06-29,13,Basel-Landschaft,162
2019-06-29,2,Bern,205
2019-06-29,17,St. Gallen,293
2019-06-29,22,Vaud,47
2019-06-29,12,Basel-Stadt,356
2019-06-29,7,Nidwalden,24
2019-06-29,3,Luzern,257
2019-06-29,18,Graubünden,1285
2019-06-29,11,Solothurn,48
2019-06-29,23,Valais,145
2019-06-29,19,Aargau,153
2019-06-29,4,Uri,564
2019-06-29,-1,Other,67
2019-06-30,5,Schwyz,228
2019-06-30,10,Fribourg,52
2019-06-30,25,Genève,47
2019-06-30,14,Schaffhausen,50
2019-06-30,20,Thurgau,27
2019-06-30,1,Zürich,811
2019-06-30,21,Ticino,53974
2019-06-30,9,Zug,97
2019-06-30,13,Basel-Landschaft,162
2019-06-30,2,Bern,180
2019-06-30,17,St. Gallen,313
2019-06-30,22,Vaud,86
2019-06-30,12,Basel-Stadt,338
2019-06-30,7,Nidwalden,24
2019-06-30,3,Luzern,320
2019-06-30,18,Graubünden,1881
2019-06-30,11,Solothurn,64
2019-06-30,23,Valais,203
2019-06-30,19,Aargau,122
2019-06-30,4,Uri,422
2019-06-30,-1,Other,73
2019-07-01,5,Schwyz,242
2019-07-01,10,Fribourg,24
2019-07-01,25,Genève,67
2019-07-01,14,Schaffhausen,27
2019-07-01,20,Thurgau,65
2019-07-01,1,Zürich,885
2019-07-01,21,Ticino,86200
2019-07-01,9,Zug,103
2019-07-01,13,Basel-Landschaft,106
2019-07-01,2,Bern,174
2019-07-01,17,St. Gallen,225
2019-07-01,22,Vaud,59
2019-07-01,12,Basel-Stadt,242
2019-07-01,7,Nidwalden,25
2019-07-01,3,Luzern,224
2019-07-01,18,Graubünden,1222
2019-07-01,11,Solothurn,78
2019-07-01,23,Valais,145
2019-07-01,19,Aargau,114
2019-07-01,4,Uri,250
2019-07-01,-1,Other,73
2019-07-02,5,Schwyz,192
2019-07-02,10,Fribourg,31
2019-07-02,25,Genève,37
2019-07-02,14,Schaffhausen,25
2019-07-02,20,Thurgau,33
2019-07-02,1,Zürich,787
2019-07-02,21,Ticino,91246
2019-07-02,9,Zug,127
2019-07-02,13,Basel-Landschaft,59
2019-07-02,2,Bern,216
2019-07-02,17,St. Gallen,207
2019-07-02,22,Vaud,45
2019-07-02,12,Basel-Stadt,164
2019-07-02,7,Nidwalden,102
2019-07-02,3,Luzern,279
2019-07-02,18,Graubünden,1031
2019-07-02,11,Solothurn,67
2019-07-02,23,Valais,104
2019-07-02,19,Aargau,135
2019-07-02,4,Uri,220
2019-07-02,-1,Other,68
2019-07-03,5,Schwyz,195
2019-07-03,10,Fribourg,25
2019-07-03,24,Neuchâtel,25
2019-07-03,25,Genève,67
2019-07-03,14,Schaffhausen,25
2019-07-03,20,Thurgau,34
2019-07-03,1,Zürich,914
2019-07-03,21,Ticino,92683
2019-07-03,9,Zug,101
