Date,District From Id,District From Name,Count
2019-06-01,1851,Viamala,79
2019-06-01,9,Zug,83
2019-06-01,109,Uster,41
2019-06-01,1842,Bernina,104
2019-06-01,2108,Vallemaggia,160
2019-06-01,105,Hinwil,26
2019-06-01,311,Luzern-Stadt,192
2019-06-01,1846,Maloja,171
2019-06-01,1301,Arlesheim,59
2019-06-01,2225,Lausanne,32
2019-06-01,1403,Schaffhausen,21
2019-06-01,12,Basel-Stadt,241
2019-06-01,313,Hochdorf,38
2019-06-01,7,Nidwalden,35
2019-06-01,103,Bülach,119
2019-06-01,108,Pfäffikon,21
2019-06-01,1841,Albula,36
2019-06-01,2101,Bellinzona,5530
2019-06-01,2107,Riviera,547
2019-06-01,112,Zürich,629
2019-06-01,1845,Landquart,23
2019-06-01,1901,Aarau,71
2019-06-01,314,Sursee,46
2019-06-01,250,Interlaken-Oberhasli,50
2019-06-01,1844,Imboden,31
2019-06-01,104,Dielsdorf,35
2019-06-01,1108,Olten,49
2019-06-01,1721,St. Gallen,27
2019-06-01,246,Bern-Mittelland,78
2019-06-01,2102,Blenio,311
2019-06-01,1725,Sarganserland,39
2019-06-01,1303,Liestal,23
2019-06-01,107,Meilen,30
2019-06-01,4,Uri,375
2019-06-01,506,Schwyz,86
2019-06-01,1902,Baden,48
2019-06-01,111,Dietikon,40
2019-06-01,1848,Plessur,46
2019-06-01,2106,Mendrisio,18807
2019-06-01,-1,Other,696
2019-06-02,1850,Surselva,38
2019-06-02,2104,Locarno,2899
2019-06-02,1724,Werdenberg,114
2019-06-02,25,Genève,77
2019-06-02,110,Winterthur,37
2019-06-02,2301,Brig,43
2019-06-02,1847,Moesa,551
2019-06-02,2105,Lugano,35796
2019-06-02,106,Horgen,52
2019-06-02,2103,Leventina,1018
2019-06-02,312,Luzern-Land,59
2019-06-02,6,Obwalden,77
2019-06-02,1723,Rheintal,64
2019-06-02,2015,Weinfelden,25
2019-06-02,1910,Zofingen,21
2019-06-02,1851,Viamala,113
2019-06-02,9,Zug,68
2019-06-02,1842,Bernina,143
2019-06-02,2108,Vallemaggia,232
2019-06-02,2304,Goms,21
2019-06-02,311,Luzern-Stadt,176
2019-06-02,1846,Maloja,173
2019-06-02,1301,Arlesheim,59
2019-06-02,2225,Lausanne,38
2019-06-02,1403,Schaffhausen,46
2019-06-02,12,Basel-Stadt,238
2019-06-02,313,Hochdorf,46
2019-06-02,7,Nidwalden,27
2019-06-02,103,Bülach,99
2019-06-02,1841,Albula,44
2019-06-02,2101,Bellinzona,3495
2019-06-02,1726,See-Gaster,34
2019-06-02,2107,Riviera,286
2019-06-02,112,Zürich,520
2019-06-02,1845,Landquart,54
2019-06-02,1901,Aarau,29
2019-06-02,1849,Prättigau/Davos,29
2019-06-02,314,Sursee,66
2019-06-02,2013,Kreuzlingen,25
2019-06-02,250,Interlaken-Oberhasli,44
2019-06-02,1844,Imboden,24
2019-06-02,2226,Lavaux-Oron,31
2019-06-02,1108,Olten,29
2019-06-02,246,Bern-Mittelland,101
2019-06-02,2102,Blenio,526
2019-06-02,1725,Sarganserland,25
2019-06-02,1303,Liestal,28
2019-06-02,107,Meilen,27
2019-06-02,4,Uri,248
2019-06-02,506,Schwyz,95
2019-06-02,1848,Plessur,28
2019-06-02,2106,Mendrisio,18649
2019-06-02,-1,Other,757
2019-06-03,1850,Surselva,43
2019-06-03,2104,Locarno,4712
2019-06-03,24,Neuchâtel,23
2019-06-03,1724,Werdenberg,79
2019-06-03,25,Genève,116
2019-06-03,110,Winterthur,24
2019-06-03,1847,Moesa,576
2019-06-03,2105,Lugano,55003
2019-06-03,106,Horgen,54
2019-06-03,2103,Leventina,753
2019-06-03,312,Luzern-Land,43
2019-06-03,6,Obwalden,21
2019-06-03,1723,Rheintal,32
2019-06-03,1851,Viamala,60
2019-06-03,9,Zug,60
2019-06-03,109,Uster,26
2019-06-03,1842,Bernina,85
2019-06-03,2108,Vallemaggia,143
2019-06-03,311,Luzern-Stadt,123
2019-06-03,1846,Maloja,73
2019-06-03,1301,Arlesheim,28
2019-06-03,2225,Lausanne,23
2019-06-03,12,Basel-Stadt,188
2019-06-03,7,Nidwalden,42
2019-06-03,245,Emmental,41
2019-06-03,103,Bülach,150
2019-06-03,2101,Bellinzona,9118
2019-06-03,2107,Riviera,773
2019-06-03,112,Zürich,484
2019-06-03,1845,Landquart,23
2019-06-03,1901,Aarau,21
2019-06-03,314,Sursee,41
2019-06-03,250,Interlaken-Oberhasli,47
2019-06-03,1108,Olten,24
2019-06-03,1721,St. Gallen,21
2019-06-03,246,Bern-Mittelland,92
2019-06-03,2102,Blenio,332
2019-06-03,315,Willisau,35
2019-06-03,1303,Liestal,24
2019-06-03,107,Meilen,37
2019-06-03,4,Uri,272
2019-06-03,506,Schwyz,70
2019-06-03,1004,La Sarine,24
2019-06-03,1902,Baden,37
2019-06-03,111,Dietikon,35
2019-06-03,2106,Mendrisio,26859
2019-06-03,-1,Other,748
2019-06-04,101,Affoltern,23
2019-06-04,1850,Surselva,36
2019-06-04,2104,Locarno,4752
2019-06-04,24,Neuchâtel,29
2019-06-04,1724,Werdenberg,66
2019-06-04,25,Genève,63
2019-06-04,110,Winterthur,33
2019-06-04,1907,Lenzburg,26
2019-06-04,1847,Moesa,610
2019-06-04,2105,Lugano,57668
2019-06-04,106,Horgen,41
2019-06-04,2103,Leventina,719
2019-06-04,312,Luzern-Land,57
2019-06-04,6,Obwalden,23
2019-06-04,1723,Rheintal,35
2019-06-04,1910,Zofingen,21
2019-06-04,1106,Wasseramt,21
2019-06-04,1851,Viamala,67
2019-06-04,9,Zug,99
2019-06-04,1842,Bernina,60
2019-06-04,2108,Vallemaggia,145
2019-06-04,311,Luzern-Stadt,179
2019-06-04,1846,Maloja,63
2019-06-04,1301,Arlesheim,46
2019-06-04,2225,Lausanne,27
2019-06-04,12,Basel-Stadt,158
2019-06-04,313,Hochdorf,30
2019-06-04,7,Nidwalden,31
2019-06-04,103,Bülach,130
2019-06-04,2101,Bellinzona,9670
2019-06-04,1726,See-Gaster,23
2019-06-04,2107,Riviera,877
2019-06-04,112,Zürich,552
2019-06-04,1845,Landquart,21
2019-06-04,314,Sursee,66
2019-06-04,250,Interlaken-Oberhasli,42
2019-06-04,1721,St. Gallen,34
2019-06-04,1903,Bremgarten,52
2019-06-04,246,Bern-Mittelland,117
2019-06-04,2102,Blenio,304
2019-06-04,315,Willisau,26
2019-06-04,1725,Sarganserland,41
2019-06-04,1303,Liestal,29
2019-06-04,107,Meilen,37
2019-06-04,4,Uri,178
2019-06-04,506,Schwyz,78
2019-06-04,1902,Baden,36
2019-06-04,111,Dietikon,22
2019-06-04,1848,Plessur,27
2019-06-04,2106,Mendrisio,26754
2019-06-04,-1,Other,650
2019-06-05,1850,Surselva,23
2019-06-05,2104,Locarno,4660
2019-06-05,24,Neuchâtel,23
2019-06-05,1724,Werdenberg,84
2019-06-05,25,Genève,65
2019-06-05,110,Winterthur,66
2019-06-05,1847,Moesa,602
2019-06-05,2105,Lugano,56456
2019-06-05,1911,Zurzach,42
2019-06-05,106,Horgen,54
2019-06-05,2103,Leventina,786
2019-06-05,312,Luzern-Land,69
2019-06-05,1723,Rheintal,32
2019-06-05,1851,Viamala,56
2019-06-05,9,Zug,86
2019-06-05,109,Uster,30
2019-06-05,1842,Bernina,49
2019-06-05,2108,Vallemaggia,160
2019-06-05,503,Höfe,29
2019-06-05,105,Hinwil,22
2019-06-05,311,Luzern-Stadt,154
2019-06-05,1846,Maloja,48
2019-06-05,1301,Arlesheim,27
2019-06-05,2225,Lausanne,26
2019-06-05,12,Basel-Stadt,158
2019-06-05,313,Hochdorf,30
2019-06-05,7,Nidwalden,42
2019-06-05,103,Bülach,146
2019-06-05,2101,Bellinzona,9757
2019-06-05,1726,See-Gaster,21
2019-06-05,2107,Riviera,864
2019-06-05,112,Zürich,627
2019-06-05,1845,Landquart,21
2019-06-05,314,Sursee,49
2019-06-05,250,Interlaken-Oberhasli,36
2019-06-05,104,Dielsdorf,36
2019-06-05,1108,Olten,34
2019-06-05,1721,St. Gallen,28
2019-06-05,1903,Bremgarten,34
2019-06-05,246,Bern-Mittelland,111
2019-06-05,2102,Blenio,271
2019-06-05,315,Willisau,25
2019-06-05,1303,Liestal,21
2019-06-05,107,Meilen,38
2019-06-05,242,Biel/Bienne,27
2019-06-05,4,Uri,286
2019-06-05,506,Schwyz,136
2019-06-05,1004,La Sarine,32
2019-06-05,1902,Baden,29
2019-06-05,111,Dietikon,37
2019-06-05,1848,Plessur,32
2019-06-05,2106,Mendrisio,26897
2019-06-05,-1,Other,629
2019-06-06,101,Affoltern,25
2019-06-06,2309,Raron,21
2019-06-06,2104,Locarno,4895
2019-06-06,24,Neuchâtel,34
2019-06-06,1724,Werdenberg,136
2019-06-06,25,Genève,92
2019-06-06,110,Winterthur,51
2019-06-06,2301,Brig,37
2019-06-06,1847,Moesa,672
2019-06-06,2105,Lugano,54421
2019-06-06,106,Horgen,75
2019-06-06,2103,Leventina,730
2019-06-06,312,Luzern-Land,74
2019-06-06,6,Obwalden,35
2019-06-06,1723,Rheintal,61
2019-06-06,2313,Visp,29
2019-06-06,1910,Zofingen,30
2019-06-06,1851,Viamala,62
2019-06-06,9,Zug,119
2019-06-06,109,Uster,39
2019-06-06,1842,Bernina,89
2019-06-06,2108,Vallemaggia,137
2019-06-06,503,Höfe,44
2019-06-06,105,Hinwil,29
2019-06-06,311,Luzern-Stadt,169
2019-06-06,1846,Maloja,77
2019-06-06,1301,Arlesheim,44
2019-06-06,2225,Lausanne,53
2019-06-06,1403,Schaffhausen,27
2019-06-06,12,Basel-Stadt,245
2019-06-06,313,Hochdorf,54
2019-06-06,7,Nidwalden,48
2019-06-06,103,Bülach,157
2019-06-06,2101,Bellinzona,10072
2019-06-06,1726,See-Gaster,29
2019-06-06,1304,Sissach,26
2019-06-06,2107,Riviera,851
2019-06-06,112,Zürich,754
2019-06-06,1845,Landquart,47
2019-06-06,1901,Aarau,23
2019-06-06,314,Sursee,50
2019-06-06,250,Interlaken-Oberhasli,39
2019-06-06,104,Dielsdorf,33
2019-06-06,1108,Olten,31
2019-06-06,1721,St. Gallen,28
2019-06-06,1903,Bremgarten,31
2019-06-06,1101,Gäu,27
2019-06-06,246,Bern-Mittelland,190
2019-06-06,2102,Blenio,330
2019-06-06,315,Willisau,33
2019-06-06,1725,Sarganserland,34
2019-06-06,1303,Liestal,46
2019-06-06,107,Meilen,44
2019-06-06,242,Biel/Bienne,24
2019-06-06,4,Uri,231
2019-06-06,506,Schwyz,77
2019-06-06,1004,La Sarine,41
2019-06-06,1902,Baden,27
2019-06-06,111,Dietikon,52
2019-06-06,1848,Plessur,41
2019-06-06,2106,Mendrisio,26324
2019-06-06,-1,Other,585
2019-06-07,101,Affoltern,36
2019-06-07,1850,Surselva,33
2019-06-07,2104,Locarno,4501
2019-06-07,24,Neuchâtel,37
2019-06-07,1724,Werdenberg,285
2019-06-07,25,Genève,138
2019-06-07,110,Winterthur,53
2019-06-07,2301,Brig,68
2019-06-07,1847,Moesa,609
2019-06-07,2105,Lugano,55537
2019-06-07,106,Horgen,86
2019-06-07,2103,Leventina,856
2019-06-07,312,Luzern-Land,89
2019-06-07,2011,Arbon,30
2019-06-07,6,Obwalden,27
2019-06-07,1723,Rheintal,105
2019-06-07,2313,Visp,35
2019-06-07,1910,Zofingen,33
2019-06-07,1402,Reiat,46
2019-06-07,1851,Viamala,92
2019-06-07,9,Zug,155
2019-06-07,109,Uster,67
2019-06-07,1842,Bernina,63
2019-06-07,2108,Vallemaggia,152
2019-06-07,503,Höfe,24
2019-06-07,105,Hinwil,25
2019-06-07,244,Oberaargau,22
2019-06-07,311,Luzern-Stadt,236
2019-06-07,1846,Maloja,110
2019-06-07,1301,Arlesheim,92
2019-06-07,2225,Lausanne,79
2019-06-07,1403,Schaffhausen,65
2019-06-07,12,Basel-Stadt,406
2019-06-07,313,Hochdorf,55
2019-06-07,7,Nidwalden,62
2019-06-07,103,Bülach,183
2019-06-07,108,Pfäffikon,34
2019-06-07,1841,Albula,21
2019-06-07,2101,Bellinzona,9702
2019-06-07,1726,See-Gaster,36
2019-06-07,1304,Sissach,22
2019-06-07,2107,Riviera,765
2019-06-07,112,Zürich,1104
2019-06-07,1845,Landquart,53
2019-06-07,1901,Aarau,32
2019-06-07,314,Sursee,74
2019-06-07,2013,Kreuzlingen,47
2019-06-07,250,Interlaken-Oberhasli,32
2019-06-07,1844,Imboden,34
2019-06-07,104,Dielsdorf,31
2019-06-07,1108,Olten,37
2019-06-07,1721,St. Gallen,76
2019-06-07,1903,Bremgarten,46
2019-06-07,246,Bern-Mittelland,177
2019-06-07,2102,Blenio,314
2019-06-07,1725,Sarganserland,73
2019-06-07,1303,Liestal,52
2019-06-07,107,Meilen,57
2019-06-07,242,Biel/Bienne,46
2019-06-07,4,Uri,419
2019-06-07,506,Schwyz,173
2019-06-07,1004,La Sarine,59
2019-06-07,1902,Baden,65
2019-06-07,111,Dietikon,56
2019-06-07,1848,Plessur,48
2019-06-07,2106,Mendrisio,24954
2019-06-07,-1,Other,653
2019-06-08,1850,Surselva,54
2019-06-08,2104,Locarno,3406
2019-06-08,1728,Wil,23
2019-06-08,1724,Werdenberg,297
2019-06-08,25,Genève,114
2019-06-08,110,Winterthur,73
2019-06-08,2301,Brig,49
2019-06-08,1847,Moesa,635
2019-06-08,2105,Lugano,44181
2019-06-08,106,Horgen,81
2019-06-08,2103,Leventina,855
2019-06-08,312,Luzern-Land,54
2019-06-08,2011,Arbon,28
2019-06-08,6,Obwalden,32
2019-06-08,1723,Rheintal,104
2019-06-08,2313,Visp,24
2019-06-08,1910,Zofingen,32
2019-06-08,1402,Reiat,58
2019-06-08,1851,Viamala,249
2019-06-08,9,Zug,161
2019-06-08,109,Uster,38
2019-06-08,1842,Bernina,106
2019-06-08,2108,Vallemaggia,131
2019-06-08,503,Höfe,26
2019-06-08,105,Hinwil,26
2019-06-08,311,Luzern-Stadt,198
2019-06-08,1846,Maloja,124
2019-06-08,1301,Arlesheim,61
2019-06-08,2225,Lausanne,29
2019-06-08,1403,Schaffhausen,52
2019-06-08,12,Basel-Stadt,289
2019-06-08,313,Hochdorf,40
2019-06-08,7,Nidwalden,34
2019-06-08,245,Emmental,21
2019-06-08,103,Bülach,142
2019-06-08,1841,Albula,32
2019-06-08,2101,Bellinzona,5582
2019-06-08,1726,See-Gaster,34
2019-06-08,2107,Riviera,518
2019-06-08,112,Zürich,812
2019-06-08,1845,Landquart,44
2019-06-08,1901,Aarau,42
2019-06-08,314,Sursee,47
2019-06-08,2013,Kreuzlingen,28
2019-06-08,250,Interlaken-Oberhasli,38
2019-06-08,1844,Imboden,57
2019-06-08,104,Dielsdorf,26
2019-06-08,1108,Olten,30
2019-06-08,1721,St. Gallen,39
2019-06-08,1903,Bremgarten,31
2019-06-08,246,Bern-Mittelland,97
2019-06-08,2102,Blenio,491
2019-06-08,315,Willisau,35
2019-06-08,1725,Sarganserland,50
2019-06-08,1303,Liestal,37
2019-06-08,107,Meilen,43
2019-06-08,242,Biel/Bienne,23
2019-06-08,4,Uri,1192
2019-06-08,506,Schwyz,87
2019-06-08,1004,La Sarine,35
2019-06-08,1902,Baden,49
2019-06-08,111,Dietikon,36
2019-06-08,1848,Plessur,38
2019-06-08,2106,Mendrisio,16834
2019-06-08,-1,Other,598
2019-06-09,1850,Surselva,48
2019-06-09,2104,Locarno,2893
2019-06-09,1728,Wil,25
2019-06-09,1724,Werdenberg,215
2019-06-09,25,Genève,26
2019-06-09,110,Winterthur,25
2019-06-09,2301,Brig,29
2019-06-09,1847,Moesa,405
2019-06-09,2105,Lugano,27691
2019-06-09,2103,Leventina,691
2019-06-09,312,Luzern-Land,25
2019-06-09,6,Obwalden,79
2019-06-09,2307,Martigny,32
2019-06-09,1723,Rheintal,85
2019-06-09,1910,Zofingen,44
2019-06-09,1402,Reiat,42
2019-06-09,1851,Viamala,103
2019-06-09,9,Zug,85
2019-06-09,109,Uster,43
2019-06-09,1842,Bernina,107
