VEICOLO,TURNO,LINEA,CORSA,POSIZIONE,INDIRIZZO,DATA,TRANS.REALE,TRANS.PROGRAMMATO,SCOST.,KM,TRATTA REALE [KM],TRATTA PROGR. [KM],EVENTO,DURATA
316,41701,F,81141700753,28011,TPL Rimessa Rugi' E,01.04.2019,05:59:48,06:00:00,0,113349.3,0,0,,
305,41702,F,81141700755,28011,TPL Rimessa Rugi' E,01.04.2019,06:15:20,06:15:00,0,618058.47,0,0,,
316,41701,F,81141700701,400105,Lugano- Centro- Mast 5,01.04.2019,06:16:22,06:15:00,-1,113352.75,0,0,M. Porte aperte,468
316,41701,F,81141700701,402401,Lugano- Piazza Manzoni- Mast 1,01.04.2019,06:17:54,06:17:00,-1,113353.34,0.58,0.347,,
316,41701,F,81141700701,401001,Lugano- Piazza Luini- Mast 1,01.04.2019,06:18:58,06:19:00,0,113353.91,0.57,0.507,,
316,41701,F,81141700701,400701,Paradiso- Debarcadero- Mast 1,01.04.2019,06:20:38,06:22:00,1,113354.66,0.72,0.72,M. Porte aperte,12
316,41701,F,81141700701,414601,Pazzallo- P&R Fornaci- Mast 1,01.04.2019,06:24:10,06:27:00,3,113356.28,1.65,1.66,,
316,41701,F,81141700702,414601,Pazzallo- P&R Fornaci- Mast 1,01.04.2019,06:31:44,06:30:00,-2,113356.32,0,0,M. Porte aperte,352
305,41702,F,81141700703,400105,Lugano- Centro- Mast 5,01.04.2019,06:33:48,06:30:00,-4,618061.92,0,0,,
316,41701,F,81141700702,400706,Paradiso- Debarcadero- Mast 6,01.04.2019,06:35:16,06:35:00,0,113357.92,1.6,1.65,,
305,41702,F,81141700703,402401,Lugano- Piazza Manzoni- Mast 1,01.04.2019,06:35:34,06:32:00,-4,618062.64,0.71,0.347,,
305,41702,F,81141700703,401001,Lugano- Piazza Luini- Mast 1,01.04.2019,06:36:48,06:34:00,-3,618063.22,0.58,0.507,,
316,41701,F,81141700702,401002,Lugano- Piazza Luini- Mast 2,01.04.2019,06:36:48,06:37:30,1,113358.67,0.74,0.769,,
305,41702,F,81141700703,400701,Paradiso- Debarcadero- Mast 1,01.04.2019,06:38:06,06:37:00,-1,618064,0.67,0.72,,
316,41701,F,81141700702,402402,Lugano- Piazza Manzoni- Mast 2,01.04.2019,06:38:22,06:40:00,2,113359.33,0.64,0.604,M. Porte aperte,14
316,41701,F,81141700702,400105,Lugano- Centro- Mast 5,01.04.2019,06:39:16,06:41:00,2,113359.59,0.28,0.33,,
305,41702,F,81141700703,414601,Pazzallo- P&R Fornaci- Mast 1,01.04.2019,06:41:52,06:42:00,0,618065.64,1.74,1.66,,
305,41702,F,81141700704,414601,Pazzallo- P&R Fornaci- Mast 1,01.04.2019,06:45:52,06:45:00,-1,618065.69,0,0,M. Porte aperte,64
316,41701,F,81141700705,400105,Lugano- Centro- Mast 5,01.04.2019,06:47:20,06:45:00,-2,113359.66,0,0,M. Porte aperte,308
305,41702,F,81141700704,400706,Paradiso- Debarcadero- Mast 6,01.04.2019,06:49:22,06:50:00,1,618067.32,1.62,1.65,,
316,41701,F,81141700705,402401,Lugano- Piazza Manzoni- Mast 1,01.04.2019,06:49:34,06:47:00,-3,113360.25,0.58,0.347,,
316,41701,F,81141700705,401001,Lugano- Piazza Luini- Mast 1,01.04.2019,06:50:50,06:49:00,-2,113360.86,0.61,0.507,M. Porte aperte,12
305,41702,F,81141700704,401002,Lugano- Piazza Luini- Mast 2,01.04.2019,06:50:52,06:52:30,2,618068.08,0.76,0.769,,
316,41701,F,81141700705,400701,Paradiso- Debarcadero- Mast 1,01.04.2019,06:52:04,06:52:00,0,113361.56,0.61,0.72,,
305,41702,F,81141700704,402402,Lugano- Piazza Manzoni- Mast 2,01.04.2019,06:52:16,06:55:00,3,618068.75,0.63,0.604,M. Porte aperte,14
305,41702,F,81141700704,400105,Lugano- Centro- Mast 5,01.04.2019,06:53:04,06:56:00,3,618069.03,0.31,0.33,,
316,41701,F,81141700705,414601,Pazzallo- P&R Fornaci- Mast 1,01.04.2019,06:54:52,06:57:00,2,113363.18,1.71,1.66,,
316,41701,F,81141700706,414601,Pazzallo- P&R Fornaci- Mast 1,01.04.2019,07:01:06,07:00:00,-1,113363.23,0,0,M. Porte aperte,308
305,41702,F,81141700707,400105,Lugano- Centro- Mast 5,01.04.2019,07:01:28,07:00:00,-1,618069.09,0,0,M. Porte aperte,62
305,41702,F,81141700707,402401,Lugano- Piazza Manzoni- Mast 1,01.04.2019,07:03:32,07:02:00,-2,618069.7,0.61,0.347,,
