VEICOLO,TURNO,LINEA,CORSA,POSIZIONE,INDIRIZZO,DATA,TRANS.REALE,TRANS.PROGRAMMATO,SCOST.,KM,TRATTA REALE [KM],TRATTA PROGR. [KM],EVENTO,DURATA
104,40801,8,81140800801,414601,Pazzallo- P&R Fornaci- Mast 1,02.01.2019,06:33:20,06:30:00,-3,352267.99,0,0,,
104,40801,8,81140800801,420101,Pambio- S. Pietro Chiesa- Mast 1,02.01.2019,06:34:12,06:31:30,-3,352268.5,0.51,0.431,,
104,40801,8,81140800801,420201,Pambio- Paese- Mast 1,02.01.2019,06:36:08,06:34:30,-2,352269.13,0.62,0.625,,
104,40801,8,81140800801,420301,Noranco- Asilo Bagion- Mast 1,02.01.2019,06:37:14,06:36:30,-1,352269.49,0.36,0.39,,
104,40801,8,81140800801,420401,Noranco- Paese- Mast 1,02.01.2019,06:39:02,06:37:30,-2,352270.09,0.6,0.568,,
104,40801,8,81140800801,421201,Scairolo- Posteggio Nucleo- Mast 1,02.01.2019,06:41:30,06:40:30,-1,352271.27,1.06,0.668,,
104,40801,8,81140800801,414601,Pazzallo- P&R Fornaci- Mast 1,02.01.2019,06:43:34,06:43:30,0,352272.34,1.17,1.31,,
104,40801,8,81140800851,414601,Pazzallo- P&R Fornaci- Mast 1,02.01.2019,06:47:30,06:45:00,-3,352272.34,0,0,,
104,40801,8,81140800851,421001,Pazzallo- Senago Bassa- Mast 1,02.01.2019,06:49:00,06:47:00,-2,352273.06,0.72,0.754,,
104,40801,8,81140800851,420601,Pazzallo- Senago- Mast 1,02.01.2019,06:49:52,06:48:00,-2,352273.57,0.4,0.406,,
104,40801,8,81140800851,420701,Pazzallo- Scuole Fano- Mast 1,02.01.2019,06:50:24,06:48:30,-2,352273.75,0.28,0.17,,
104,40801,8,81140800852,420701,Pazzallo- Scuole Fano- Mast 1,02.01.2019,06:52:16,06:52:00,0,352273.75,0,0,,
104,40801,8,81140800852,420602,Pazzallo- Senago- Mast 2,02.01.2019,06:52:48,06:52:30,0,352274.03,0.27,0.256,,
104,40801,8,81140800852,421002,Pazzallo- Senago Bassa- Mast 2,02.01.2019,06:53:24,06:53:30,0,352274.49,0.39,0.256,,
104,40801,8,81140800852,414601,Pazzallo- P&R Fornaci- Mast 1,02.01.2019,06:54:12,06:55:00,1,352274.75,0.33,0.517,,
104,40801,8,81140800803,414601,Pazzallo- P&R Fornaci- Mast 1,02.01.2019,07:01:16,07:00:00,-1,352274.75,0,,,
104,40801,8,81140800803,420101,Pambio- S. Pietro Chiesa- Mast 1,02.01.2019,07:02:12,07:01:30,-1,352275.29,0.53,0.431,,
104,40801,8,81140800803,420201,Pambio- Paese- Mast 1,02.01.2019,07:04:22,07:04:30,0,352275.95,0.66,0.625,M. Porte aperte,14
104,40801,8,81140800803,420301,Noranco- Asilo Bagion- Mast 1,02.01.2019,07:05:32,07:06:30,1,352276.28,0.32,0.39,,
104,40801,8,81140800803,420401,Noranco- Paese- Mast 1,02.01.2019,07:07:08,07:07:30,0,352276.87,0.59,0.568,,
