VEICOLO,TURNO,LINEA,CORSA,POSIZIONE,INDIRIZZO,DATA,TRANS.REALE,TRANS.PROGRAMMATO,SCOST.,KM,TRATTA REALE [KM],TRATTA PROGR. [KM],EVENTO,DURATA
105,40801,8,81140800801,414601,Pazzallo- P&R Fornaci- Mast 1,02.11.2018,06:31:12,06:30:00,-1,377139.23,0,0,,
105,40801,8,81140800801,420101,Pambio- S. Pietro Chiesa- Mast 1,02.11.2018,06:32:18,06:31:30,-1,377139.74,0.5,0.431,,
105,40801,8,81140800801,420201,Pambio- Paese- Mast 1,02.11.2018,06:34:32,06:34:30,0,377140.37,0.63,0.625,,
105,40801,8,81140800801,420301,Noranco- Asilo Bagion- Mast 1,02.11.2018,06:36:52,06:36:30,0,377140.73,0.36,0.39,,
105,40801,8,81140800801,420401,Noranco- Paese- Mast 1,02.11.2018,06:38:42,06:37:30,-1,377141.32,0.58,0.568,,
105,40801,8,81140800801,421201,Scairolo- Posteggio Nucleo- Mast 1,02.11.2018,06:41:30,06:40:30,-1,377142.52,1.07,0.668,,
105,40801,8,81140800801,414601,Pazzallo- P&R Fornaci- Mast 1,02.11.2018,06:44:04,06:43:30,-1,377143.58,1.18,1.31,,
105,40801,8,81140800851,414601,Pazzallo- P&R Fornaci- Mast 1,02.11.2018,06:47:40,06:45:00,-3,377143.58,0,0,,
105,40801,8,81140800851,421001,Pazzallo- Senago Bassa- Mast 1,02.11.2018,06:49:16,06:47:00,-2,377144.3,0.71,0.754,,
105,40801,8,81140800851,420601,Pazzallo- Senago- Mast 1,02.11.2018,06:50:06,06:48:00,-2,377144.81,0.4,0.406,,
105,40801,8,81140800851,420701,Pazzallo- Scuole Fano- Mast 1,02.11.2018,06:50:36,06:48:30,-2,377144.99,0.28,0.17,,
105,40801,8,81140800852,420701,Pazzallo- Scuole Fano- Mast 1,02.11.2018,06:52:12,06:52:00,0,377144.99,0,0,,
105,40801,8,81140800852,420602,Pazzallo- Senago- Mast 2,02.11.2018,06:52:52,06:52:30,0,377145.27,0.27,0.256,,
105,40801,8,81140800852,421002,Pazzallo- Senago Bassa- Mast 2,02.11.2018,06:53:34,06:53:30,0,377145.73,0.38,0.256,,
105,40801,8,81140800852,414601,Pazzallo- P&R Fornaci- Mast 1,02.11.2018,06:55:02,06:55:00,0,377146,0.34,0.517,,
105,40801,8,81140800803,414601,Pazzallo- P&R Fornaci- Mast 1,02.11.2018,07:01:32,07:00:00,-2,377146,0,0,,
105,40801,8,81140800803,420101,Pambio- S. Pietro Chiesa- Mast 1,02.11.2018,07:02:28,07:01:30,-1,377146.53,0.53,0.431,,
105,40801,8,81140800803,420201,Pambio- Paese- Mast 1,02.11.2018,07:04:48,07:04:30,0,377147.15,0.62,0.625,,
105,40801,8,81140800803,420301,Noranco- Asilo Bagion- Mast 1,02.11.2018,07:05:52,07:06:30,1,377147.52,0.37,0.39,,
105,40801,8,81140800803,420401,Noranco- Paese- Mast 1,02.11.2018,07:07:26,07:07:30,0,377148.12,0.59,0.568,,
105,40801,8,81140800803,421201,Scairolo- Posteggio Nucleo- Mast 1,02.11.2018,07:10:02,07:10:30,0,377149.31,1.06,0.668,,
105,40801,8,81140800803,414601,Pazzallo- P&R Fornaci- Mast 1,02.11.2018,07:12:48,07:13:30,1,377150.37,1.18,1.31,,
105,40801,8,81140800853,414601,Pazzallo- P&R Fornaci- Mast 1,02.11.2018,07:17:52,07:15:00,-3,377150.37,0,0,,
105,40801,8,81140800853,421001,Pazzallo- Senago Bassa- Mast 1,02.11.2018,07:19:20,07:17:00,-2,377151.09,0.71,0.754,,
105,40801,8,81140800853,420601,Pazzallo- Senago- Mast 1,02.11.2018,07:20:12,07:18:00,-2,377151.59,0.41,0.406,,
105,40801,8,81140800853,420701,Pazzallo- Scuole Fano- Mast 1,02.11.2018,07:20:42,07:18:30,-2,377151.78,0.28,0.17,,
105,40801,8,81140800854,420701,Pazzallo- Scuole Fano- Mast 1,02.11.2018,07:22:10,07:22:00,0,377151.85,0,0,M. Porte aperte,4
105,40801,8,81140800854,420602,Pazzallo- Senago- Mast 2,02.11.2018,07:22:42,07:22:30,0,377152.05,0.19,0.256,,
105,40801,8,81140800854,421002,Pazzallo- Senago Bassa- Mast 2,02.11.2018,07:23:20,07:23:30,0,377152.52,0.4,0.256,,
105,40801,8,81140800854,414601,Pazzallo- P&R Fornaci- Mast 1,02.11.2018,07:24:10,07:25:00,1,377152.78,0.33,0.517,,
105,40801,8,81140800805,414601,Pazzallo- P&R Fornaci- Mast 1,02.11.2018,07:31:36,07:30:00,-2,377152.78,0,0,,
105,40801,8,81140800805,420101,Pambio- S. Pietro Chiesa- Mast 1,02.11.2018,07:32:44,07:31:30,-1,377153.31,0.52,0.431,,
105,40801,8,81140800805,420201,Pambio- Paese- Mast 1,02.11.2018,07:34:56,07:34:30,0,377153.94,0.62,0.625,,
105,40801,8,81140800805,420301,Noranco- Asilo Bagion- Mast 1,02.11.2018,07:36:12,07:36:30,0,377154.3,0.35,0.39,,
105,40801,8,81140800805,420401,Noranco- Paese- Mast 1,02.11.2018,07:37:58,07:37:30,0,377154.9,0.6,0.568,,
105,40801,8,81140800805,421201,Scairolo- Posteggio Nucleo- Mast 1,02.11.2018,07:41:02,07:40:30,-1,377156.09,1.07,0.668,,
105,40801,8,81140800805,414601,Pazzallo- P&R Fornaci- Mast 1,02.11.2018,07:43:12,07:43:30,0,377157.15,1.18,1.31,,
105,40801,8,81140800855,414601,Pazzallo- P&R Fornaci- Mast 1,02.11.2018,07:47:32,07:45:00,-3,377157.14,0,0,,
105,40801,8,81140800855,421001,Pazzallo- Senago Bassa- Mast 1,02.11.2018,07:49:00,07:47:00,-2,377157.86,0.71,0.754,,
105,40801,8,81140800855,420601,Pazzallo- Senago- Mast 1,02.11.2018,07:49:52,07:48:00,-2,377158.38,0.41,0.406,,
105,40801,8,81140800855,420701,Pazzallo- Scuole Fano- Mast 1,02.11.2018,07:50:20,07:48:30,-2,377158.56,0.28,0.17,,
105,40801,8,81140800856,420701,Pazzallo- Scuole Fano- Mast 1,02.11.2018,07:52:12,07:52:00,0,377158.56,0,0,,
105,40801,8,81140800856,420602,Pazzallo- Senago- Mast 2,02.11.2018,07:52:44,07:52:30,0,377158.84,0.28,0.256,,
105,40801,8,81140800856,421002,Pazzallo- Senago Bassa- Mast 2,02.11.2018,07:53:40,07:53:30,0,377159.29,0.38,0.256,,
105,40801,8,81140800856,414601,Pazzallo- P&R Fornaci- Mast 1,02.11.2018,07:54:24,07:55:00,1,377159.57,0.34,0.517,,
105,40801,8,81140800807,414601,Pazzallo- P&R Fornaci- Mast 1,02.11.2018,08:01:16,08:00:00,-1,377159.57,0,0,,
105,40801,8,81140800807,420101,Pambio- S. Pietro Chiesa- Mast 1,02.11.2018,08:02:14,08:01:30,-1,377160.1,0.53,0.431,,
105,40801,8,81140800807,420201,Pambio- Paese- Mast 1,02.11.2018,08:04:06,08:04:30,0,377160.73,0.62,0.625,,
105,40801,8,81140800807,420301,Noranco- Asilo Bagion- Mast 1,02.11.2018,08:06:22,08:06:30,0,377161.08,0.35,0.39,,
105,40801,8,81140800807,420401,Noranco- Paese- Mast 1,02.11.2018,08:07:50,08:07:30,0,377161.68,0.6,0.568,,
105,40801,8,81140800807,421201,Scairolo- Posteggio Nucleo- Mast 1,02.11.2018,08:10:32,08:10:30,0,377162.87,1.07,0.668,,
105,40801,8,81140800807,414601,Pazzallo- P&R Fornaci- Mast 1,02.11.2018,08:12:34,08:13:30,1,377163.93,1.17,1.31,,
105,40801,8,81140800857,414601,Pazzallo- P&R Fornaci- Mast 1,02.11.2018,08:16:40,08:15:00,-2,377164,0,0,M. Porte aperte,4
105,40801,8,81140800857,421001,Pazzallo- Senago Bassa- Mast 1,02.11.2018,08:18:08,08:17:00,-1,377164.61,0.6,0.754,,
105,40801,8,81140800857,420601,Pazzallo- Senago- Mast 1,02.11.2018,08:19:04,08:18:00,-1,377165.13,0.41,0.406,,
105,40801,8,81140800857,420701,Pazzallo- Scuole Fano- Mast 1,02.11.2018,08:19:30,08:18:30,-1,377165.29,0.27,0.17,,
105,40801,8,81140800858,420701,Pazzallo- Scuole Fano- Mast 1,02.11.2018,08:22:12,08:22:00,0,377165.37,0,0,M. Porte aperte,4
105,40801,8,81140800858,420602,Pazzallo- Senago- Mast 2,02.11.2018,08:22:42,08:22:30,0,377165.57,0.2,0.256,,
105,40801,8,81140800858,421002,Pazzallo- Senago Bassa- Mast 2,02.11.2018,08:23:26,08:23:30,0,377166.02,0.38,0.256,,
105,40801,8,81140800858,414601,Pazzallo- P&R Fornaci- Mast 1,02.11.2018,08:24:14,08:25:00,1,377166.3,0.34,0.517,,
105,40801,8,81140800809,414601,Pazzallo- P&R Fornaci- Mast 1,02.11.2018,08:32:02,08:30:00,-2,377166.29,0,,,
105,40801,8,81140800809,420101,Pambio- S. Pietro Chiesa- Mast 1,02.11.2018,08:32:52,08:31:30,-1,377166.83,0.54,0.431,,
105,40801,8,81140800809,420201,Pambio- Paese- Mast 1,02.11.2018,08:35:06,08:34:30,-1,377167.45,0.62,0.625,,
105,40801,8,81140800809,420301,Noranco- Asilo Bagion- Mast 1,02.11.2018,08:36:00,08:36:30,0,377167.82,0.36,0.39,,
105,40801,8,81140800809,420401,Noranco- Paese- Mast 1,02.11.2018,08:37:30,08:37:30,0,377168.41,0.59,0.568,,
105,40801,8,81140800809,421201,Scairolo- Posteggio Nucleo- Mast 1,02.11.2018,08:39:52,08:40:30,1,377169.61,1.07,0.668,,
105,40801,8,81140800811,414601,Pazzallo- P&R Fornaci- Mast 1,02.11.2018,11:32:40,11:30:00,-3,377171.09,0,0,,
105,40801,8,81140800811,420101,Pambio- S. Pietro Chiesa- Mast 1,02.11.2018,11:33:42,11:31:00,-3,377171.62,0.53,0.431,,
105,40801,8,81140800811,420201,Pambio- Paese- Mast 1,02.11.2018,11:35:24,11:34:00,-1,377172.25,0.62,0.625,,
105,40801,8,81140800811,420301,Noranco- Asilo Bagion- Mast 1,02.11.2018,11:36:20,11:36:00,0,377172.61,0.36,0.39,,
105,40801,8,81140800811,420401,Noranco- Paese- Mast 1,02.11.2018,11:38:44,11:37:00,-2,377173.2,0.58,0.568,,
105,40801,8,81140800811,421201,Scairolo- Posteggio Nucleo- Mast 1,02.11.2018,11:41:22,11:40:00,-1,377174.4,1.08,0.668,,
105,40801,8,81140800811,414601,Pazzallo- P&R Fornaci- Mast 1,02.11.2018,11:43:48,11:43:00,-1,377175.45,1.16,1.31,,
105,40801,8,81140800859,414601,Pazzallo- P&R Fornaci- Mast 1,02.11.2018,11:46:54,11:45:00,-2,377175.45,0,0,,
105,40801,8,81140800859,421001,Pazzallo- Senago Bassa- Mast 1,02.11.2018,11:48:44,11:47:00,-2,377176.17,0.72,0.754,,
105,40801,8,81140800859,420601,Pazzallo- Senago- Mast 1,02.11.2018,11:49:28,11:48:00,-1,377176.69,0.41,0.406,,
105,40801,8,81140800859,420701,Pazzallo- Scuole Fano- Mast 1,02.11.2018,11:49:52,11:48:30,-1,377176.86,0.27,0.17,,
105,40801,8,81140800860,420701,Pazzallo- Scuole Fano- Mast 1,02.11.2018,11:52:18,11:52:00,0,377176.86,0,0,,
105,40801,8,81140800860,420602,Pazzallo- Senago- Mast 2,02.11.2018,11:52:52,11:52:30,0,377177.14,0.27,0.256,,
105,40801,8,81140800860,421002,Pazzallo- Senago Bassa- Mast 2,02.11.2018,11:53:34,11:53:30,0,377177.59,0.38,0.256,,
105,40801,8,81140800860,414601,Pazzallo- P&R Fornaci- Mast 1,02.11.2018,11:54:30,11:55:00,0,377177.87,0.34,0.517,,
105,40801,8,81140800813,414601,Pazzallo- P&R Fornaci- Mast 1,02.11.2018,12:08:16,12:05:00,-3,377178.34,0,0,,
105,40801,8,81140800813,420101,Pambio- S. Pietro Chiesa- Mast 1,02.11.2018,12:09:06,12:06:00,-3,377178.78,0.44,0.431,,
105,40801,8,81140800813,420201,Pambio- Paese- Mast 1,02.11.2018,12:10:36,12:09:00,-2,377179.41,0.62,0.625,,
105,40801,8,81140800813,420301,Noranco- Asilo Bagion- Mast 1,02.11.2018,12:11:30,12:11:00,0,377179.77,0.36,0.39,,
105,40801,8,81140800813,420401,Noranco- Paese- Mast 1,02.11.2018,12:13:00,12:12:00,-1,377180.37,0.59,0.568,,
105,40801,8,81140800813,421201,Scairolo- Posteggio Nucleo- Mast 1,02.11.2018,12:15:36,12:15:00,-1,377181.56,1.07,0.668,,
105,40801,8,81140800813,414601,Pazzallo- P&R Fornaci- Mast 1,02.11.2018,12:20:28,12:18:00,-2,377182.63,1.18,1.31,,
105,40801,8,81140800861,414601,Pazzallo- P&R Fornaci- Mast 1,02.11.2018,12:27:04,12:25:00,-2,377182.63,0,0,,
105,40801,8,81140800861,421001,Pazzallo- Senago Bassa- Mast 1,02.11.2018,12:29:56,12:27:00,-3,377183.35,0.72,0.754,,
105,40801,8,81140800861,420601,Pazzallo- Senago- Mast 1,02.11.2018,12:30:38,12:28:00,-3,377183.86,0.41,0.406,,
105,40801,8,81140800861,420701,Pazzallo- Scuole Fano- Mast 1,02.11.2018,12:31:04,12:28:30,-3,377184.04,0.27,0.17,,
105,40801,8,81140800862,420701,Pazzallo- Scuole Fano- Mast 1,02.11.2018,12:32:14,12:32:00,0,377184.04,0,0,,
105,40801,8,81140800862,420602,Pazzallo- Senago- Mast 2,02.11.2018,12:32:58,12:32:30,0,377184.31,0.27,0.256,,
105,40801,8,81140800862,421002,Pazzallo- Senago Bassa- Mast 2,02.11.2018,12:33:34,12:33:30,0,377184.78,0.39,0.256,,
105,40801,8,81140800862,414601,Pazzallo- P&R Fornaci- Mast 1,02.11.2018,12:34:20,12:35:00,1,377185.05,0.34,0.517,,
105,40801,8,81140800815,414601,Pazzallo- P&R Fornaci- Mast 1,02.11.2018,12:46:44,12:45:00,-2,377185.05,0,0,,
105,40801,8,81140800815,420101,Pambio- S. Pietro Chiesa- Mast 1,02.11.2018,12:47:30,12:46:00,-2,377185.58,0.52,0.431,,
105,40801,8,81140800815,420201,Pambio- Paese- Mast 1,02.11.2018,12:49:16,12:49:00,0,377186.2,0.61,0.625,,
105,40801,8,81140800815,420301,Noranco- Asilo Bagion- Mast 1,02.11.2018,12:50:22,12:51:00,1,377186.56,0.36,0.39,,
105,40801,8,81140800815,420401,Noranco- Paese- Mast 1,02.11.2018,12:52:12,12:52:00,0,377187.16,0.6,0.568,,
105,40801,8,81140800815,421201,Scairolo- Posteggio Nucleo- Mast 1,02.11.2018,12:54:38,12:55:00,0,377188.35,1.07,0.668,,
105,40801,8,81140800815,414601,Pazzallo- P&R Fornaci- Mast 1,02.11.2018,12:57:02,12:58:00,1,377189.41,1.18,1.31,,
105,40801,8,81140800863,414601,Pazzallo- P&R Fornaci- Mast 1,02.11.2018,13:07:36,13:05:00,-3,377189.4,0,0,,
105,40801,8,81140800863,421001,Pazzallo- Senago Bassa- Mast 1,02.11.2018,13:09:22,13:07:00,-2,377190.12,0.71,0.754,,
105,40801,8,81140800863,420601,Pazzallo- Senago- Mast 1,02.11.2018,13:10:04,13:08:00,-2,377190.64,0.41,0.406,,
105,40801,8,81140800863,420701,Pazzallo- Scuole Fano- Mast 1,02.11.2018,13:10:28,13:08:30,-2,377190.81,0.27,0.17,,
105,40801,8,81140800864,420701,Pazzallo- Scuole Fano- Mast 1,02.11.2018,13:12:42,13:12:00,-1,377190.81,0,0,,
105,40801,8,81140800864,420602,Pazzallo- Senago- Mast 2,02.11.2018,13:13:10,13:12:30,-1,377191.09,0.27,0.256,,
105,40801,8,81140800864,421002,Pazzallo- Senago Bassa- Mast 2,02.11.2018,13:13:44,13:13:30,0,377191.55,0.39,0.256,,
105,40801,8,81140800864,414601,Pazzallo- P&R Fornaci- Mast 1,02.11.2018,13:14:44,13:15:00,0,377191.83,0.34,0.517,,
105,40801,8,81140800817,414601,Pazzallo- P&R Fornaci- Mast 1,02.11.2018,13:26:10,13:25:30,-1,377191.83,0,,,
105,40801,8,81140800817,420101,Pambio- S. Pietro Chiesa- Mast 1,02.11.2018,13:27:00,13:26:30,0,377192.36,0.53,0.431,,
105,40801,8,81140800817,420201,Pambio- Paese- Mast 1,02.11.2018,13:28:30,13:29:30,1,377192.98,0.61,0.625,,
105,40801,8,81140800817,420301,Noranco- Asilo Bagion- Mast 1,02.11.2018,13:29:16,13:31:30,2,377193.34,0.36,0.39,,
105,40801,8,81140800817,420401,Noranco- Paese- Mast 1,02.11.2018,13:30:40,13:32:30,2,377193.93,0.59,0.568,,
105,40801,8,81140800817,421201,Scairolo- Posteggio Nucleo- Mast 1,02.11.2018,13:32:54,13:35:30,3,377195.12,1.08,0.668,,
105,40801,8,81140800881,414601,Pazzallo- P&R Fornaci- Mast 1,02.11.2018,16:14:20,16:00:00,-14,377200.74,0,0.05,,
105,40801,8,81140800819,414601,Pazzallo- P&R Fornaci- Mast 1,02.11.2018,16:17:14,16:00:00,-17,377200.74,0,,,
105,40801,8,81140800819,414601,Pazzallo- P&R Fornaci- Mast 1,02.11.2018,16:17:14,16:15:00,-2,377200.74,0.02,1.31,,
105,40801,8,81140800865,414601,Pazzallo- P&R Fornaci- Mast 1,02.11.2018,16:17:14,16:15:00,-2,377200.76,0,0,,
