VEICOLO,TURNO,LINEA,CORSA,POSIZIONE,INDIRIZZO,DATA,TRANS.REALE,TRANS.PROGRAMMATO,SCOST.,KM,TRATTA REALE [KM],TRATTA PROGR. [KM],EVENTO,DURATA
304,41701,F,81141700753,28011,TPL Rimessa Rugi' E,02.08.2019,06:02:56,06:00:00,-3,630872.43,0,0,,
304,41701,F,81141700753,400105,Lugano- Centro- Mast 5,02.08.2019,06:09:46,06:15:00,5,630875.41,2.98,3.8,,
314,41702,F,81141700755,28011,TPL Rimessa Rugi' E,02.08.2019,06:12:42,06:15:00,2,130080.26,0,0,M. Porte aperte,270
304,41701,F,81141700701,400105,Lugano- Centro- Mast 5,02.08.2019,06:16:54,06:15:00,-2,630875.41,0,0,,
304,41701,F,81141700701,402401,Lugano- Piazza Manzoni- Mast 1,02.08.2019,06:18:34,06:17:00,-2,630876.12,0.7,0.347,,
304,41701,F,81141700701,401001,Lugano- Piazza Luini- Mast 1,02.08.2019,06:19:50,06:19:00,-1,630876.71,0.58,0.507,,
304,41701,F,81141700701,400701,Paradiso- Debarcadero- Mast 1,02.08.2019,06:21:38,06:22:00,0,630877.47,0.66,0.72,,
304,41701,F,81141700701,414601,Pazzallo- P&R Fornaci- Mast 1,02.08.2019,06:25:16,06:27:00,2,630879.11,1.73,1.66,,
304,41701,F,81141700702,414601,Pazzallo- P&R Fornaci- Mast 1,02.08.2019,06:30:56,06:30:00,-1,630879.11,0,0,,
314,41702,F,81141700703,400105,Lugano- Centro- Mast 5,02.08.2019,06:32:04,06:30:00,-2,130083.81,0,0,M. Porte aperte,460
314,41702,F,81141700703,402401,Lugano- Piazza Manzoni- Mast 1,02.08.2019,06:33:30,06:32:00,-2,130084.4,0.59,0.347,,
304,41701,F,81141700702,400706,Paradiso- Debarcadero- Mast 6,02.08.2019,06:34:38,06:35:00,0,630880.78,1.66,1.65,,
314,41702,F,81141700703,401001,Lugano- Piazza Luini- Mast 1,02.08.2019,06:34:40,06:34:00,-1,130084.97,0.57,0.507,,
314,41702,F,81141700703,400701,Paradiso- Debarcadero- Mast 1,02.08.2019,06:36:00,06:37:00,1,130085.74,0.72,0.72,M. Porte aperte,8
304,41701,F,81141700702,401002,Lugano- Piazza Luini- Mast 2,02.08.2019,06:36:06,06:37:30,1,630881.55,0.77,0.769,,
304,41701,F,81141700702,402402,Lugano- Piazza Manzoni- Mast 2,02.08.2019,06:37:30,06:40:00,3,630882.24,0.62,0.604,,
304,41701,F,81141700702,400105,Lugano- Centro- Mast 5,02.08.2019,06:38:18,06:41:00,3,630882.52,0.34,0.33,,
314,41702,F,81141700703,414601,Pazzallo- P&R Fornaci- Mast 1,02.08.2019,06:39:10,06:42:00,3,130087.36,1.66,1.66,,
304,41701,F,81141700705,400105,Lugano- Centro- Mast 5,02.08.2019,06:47:08,06:45:00,-2,630882.52,0,0,,
314,41702,F,81141700704,414601,Pazzallo- P&R Fornaci- Mast 1,02.08.2019,06:47:26,06:45:00,-2,130087.4,0,0,M. Porte aperte,458
304,41701,F,81141700705,402401,Lugano- Piazza Manzoni- Mast 1,02.08.2019,06:49:24,06:47:00,-2,630883.19,0.66,0.347,,
304,41701,F,81141700705,401001,Lugano- Piazza Luini- Mast 1,02.08.2019,06:50:28,06:49:00,-1,630883.78,0.58,0.507,,
314,41702,F,81141700704,400706,Paradiso- Debarcadero- Mast 6,02.08.2019,06:50:34,06:50:00,-1,130089,1.6,1.65,,
304,41701,F,81141700705,400701,Paradiso- Debarcadero- Mast 1,02.08.2019,06:51:40,06:52:00,0,630884.54,0.67,0.72,,
314,41702,F,81141700704,401002,Lugano- Piazza Luini- Mast 2,02.08.2019,06:51:44,06:52:30,1,130089.76,0.76,0.769,,
314,41702,F,81141700704,402402,Lugano- Piazza Manzoni- Mast 2,02.08.2019,06:52:40,06:55:00,2,130090.42,0.61,0.604,,
314,41702,F,81141700704,400105,Lugano- Centro- Mast 5,02.08.2019,06:53:22,06:56:00,3,130090.69,0.32,0.33,,
304,41701,F,81141700705,414601,Pazzallo- P&R Fornaci- Mast 1,02.08.2019,06:54:42,06:57:00,2,630886.19,1.73,1.66,,
304,41701,F,81141700706,414601,Pazzallo- P&R Fornaci- Mast 1,02.08.2019,07:01:02,07:00:00,-1,630886.19,0,0,,
314,41702,F,81141700707,400105,Lugano- Centro- Mast 5,02.08.2019,07:01:26,07:00:00,-1,130090.74,0,0,M. Porte aperte,434
314,41702,F,81141700707,402401,Lugano- Piazza Manzoni- Mast 1,02.08.2019,07:02:44,07:02:00,-1,130091.34,0.6,0.347,,
314,41702,F,81141700707,401001,Lugano- Piazza Luini- Mast 1,02.08.2019,07:03:44,07:04:00,0,130091.92,0.57,0.507,,
304,41701,F,81141700706,400706,Paradiso- Debarcadero- Mast 6,02.08.2019,07:04:18,07:05:00,1,630887.87,1.68,1.65,,
314,41702,F,81141700707,400701,Paradiso- Debarcadero- Mast 1,02.08.2019,07:04:52,07:07:00,2,130092.68,0.65,0.72,,
304,41701,F,81141700706,401002,Lugano- Piazza Luini- Mast 2,02.08.2019,07:05:42,07:07:30,2,630888.65,0.77,0.769,,
304,41701,F,81141700706,402402,Lugano- Piazza Manzoni- Mast 2,02.08.2019,07:06:48,07:10:00,3,630889.31,0.6,0.604,,
314,41702,F,81141700707,414601,Pazzallo- P&R Fornaci- Mast 1,02.08.2019,07:07:18,07:12:00,5,130094.3,1.73,1.66,,
304,41701,F,81141700706,400105,Lugano- Centro- Mast 5,02.08.2019,07:07:34,07:11:00,3,630889.59,0.33,0.33,,
304,41701,F,81141700709,400105,Lugano- Centro- Mast 5,02.08.2019,07:17:04,07:15:00,-2,630889.59,0,0,,
314,41702,F,81141700708,414601,Pazzallo- P&R Fornaci- Mast 1,02.08.2019,07:17:18,07:15:00,-2,130094.35,0,0,M. Porte aperte,558
304,41701,F,81141700709,402401,Lugano- Piazza Manzoni- Mast 1,02.08.2019,07:19:08,07:17:00,-2,630890.26,0.66,0.347,,
314,41702,F,81141700708,400706,Paradiso- Debarcadero- Mast 6,02.08.2019,07:19:56,07:20:00,0,130095.94,1.59,1.65,,
304,41701,F,81141700709,401001,Lugano- Piazza Luini- Mast 1,02.08.2019,07:20:30,07:19:00,-2,630890.83,0.57,0.507,,
314,41702,F,81141700708,401002,Lugano- Piazza Luini- Mast 2,02.08.2019,07:21:20,07:22:30,1,130096.74,0.79,0.769,M. Porte aperte,10
304,41701,F,81141700709,400701,Paradiso- Debarcadero- Mast 1,02.08.2019,07:22:02,07:22:00,0,630891.62,0.67,0.72,,
314,41702,F,81141700708,402402,Lugano- Piazza Manzoni- Mast 2,02.08.2019,07:22:28,07:25:00,3,130097.37,0.59,0.604,M. Porte aperte,14
314,41702,F,81141700708,400105,Lugano- Centro- Mast 5,02.08.2019,07:23:12,07:26:00,3,130097.64,0.31,0.33,,
304,41701,F,81141700709,414601,Pazzallo- P&R Fornaci- Mast 1,02.08.2019,07:25:16,07:27:00,2,630893.26,1.74,1.66,,
304,41701,F,81141700710,414601,Pazzallo- P&R Fornaci- Mast 1,02.08.2019,07:30:54,07:30:00,-1,630893.26,0,0,,
314,41702,F,81141700711,400105,Lugano- Centro- Mast 5,02.08.2019,07:33:46,07:30:00,-4,130097.7,0,0,M. Porte aperte,588
304,41701,F,81141700710,400706,Paradiso- Debarcadero- Mast 6,02.08.2019,07:34:22,07:35:00,1,630894.91,1.65,1.65,,
314,41702,F,81141700711,402401,Lugano- Piazza Manzoni- Mast 1,02.08.2019,07:34:50,07:32:00,-3,130098.28,0.57,0.347,,
