VEICOLO,TURNO,LINEA,CORSA,POSIZIONE,INDIRIZZO,DATA,TRANS.REALE,TRANS.PROGRAMMATO,SCOST.,KM,TRATTA REALE [KM],TRATTA PROGR. [KM],EVENTO,DURATA
431,40602,6,81140626024,28011,TPL Rimessa Rugi' E,01.10.2019,05:58:04,06:00:00,2,273525.4,0,0,,
409,40601,6,81140626036,28011,TPL Rimessa Rugi' E,01.10.2019,05:58:12,05:58:00,0,407761.06,0,0,M. Porte aperte,24
431,40602,6,81140626024,411001,Lugano- Cornaredo- Mast 1,01.10.2019,06:00:56,06:05:00,4,273526.79,1.39,1.39,,
409,40601,6,81140626036,407002,Lugano Stazione 2,01.10.2019,06:05:16,06:10:00,5,407763.19,2.6,4.085,,
431,40602,6,81140606002,411001,Lugano- Cornaredo- Mast 1,01.10.2019,06:05:46,06:05:00,-1,273526.81,0,,M. Porte aperte,14
431,40602,6,81140606002,404901,Lugano- Stadio- Mast 1,01.10.2019,06:06:02,06:05:30,-1,273526.93,0.11,0.153,,
431,40602,6,81140606002,405001,Lugano- Resega- Mast 1,01.10.2019,06:07:06,06:06:30,-1,273527.2,0.27,0.23,M. Porte aperte,12
431,40602,6,81140606002,412002,Lugano- Via Brentani- Mast 2,01.10.2019,06:08:30,06:08:00,0,273527.87,0.67,0.7,,
431,40602,6,81140606002,412202,Lugano- Via Beltramina- Mast 2,01.10.2019,06:10:08,06:09:00,-1,273528.21,0.34,0.312,M. Porte aperte,16
431,40602,6,81140606002,411902,Lugano- Casa Serena- Mast 2,01.10.2019,06:10:56,06:09:30,-1,273528.55,0.33,0.318,M. Porte aperte,8
409,40601,6,81140606001,407002,Lugano Stazione 2,01.10.2019,06:11:02,06:10:00,-1,407763.23,0,0,M. Porte aperte,12
431,40602,6,81140606002,408202,Lugano- Ponte Madonnetta- Mast 2,01.10.2019,06:12:26,06:11:00,-1,273528.85,0.3,0.33,M. Porte aperte,14
431,40602,6,81140606002,412102,Lugano- Universita'- Mast 2,01.10.2019,06:14:02,06:11:30,-3,273529.05,0.2,0.19,M. Porte aperte,12
409,40601,6,81140606001,402802,Lugano- ai Frati- Mast 2,01.10.2019,06:14:10,06:13:00,-1,407764.01,0.77,0.771,,
409,40601,6,81140606001,412301,Lugano- Via Olgiati- Mast 1,01.10.2019,06:15:18,06:15:00,0,407764.49,0.48,0.505,,
431,40602,6,81140606002,412302,Lugano- Via Olgiati- Mast 2,01.10.2019,06:15:50,06:13:00,-3,273529.4,0.35,0.3,M. Porte aperte,12
430,40603,6,81140626030,28011,TPL Rimessa Rugi' E,01.10.2019,06:16:10,06:15:00,-1,269970.25,0,0,,
409,40601,6,81140606001,412101,Lugano- Universita'- Mast 1,01.10.2019,06:16:34,06:17:00,0,407764.86,0.37,0.35,,
