VEICOLO,TURNO,LINEA,CORSA,POSIZIONE,INDIRIZZO,DATA,TRANS.REALE,TRANS.PROGRAMMATO,SCOST.,KM,TRATTA REALE [KM],TRATTA PROGR. [KM],EVENTO,DURATA
201,41601,16,81141600658,28011,TPL Rimessa Rugi' E,01.04.2019,06:26:00,06:20:00,-6,459712.78,0,0,,
201,41601,16,81141600658,405701,Lugano- Stazione Piazza Besso- Mast 1,01.04.2019,06:35:14,06:35:00,0,459716.94,4.15,3,,
201,41601,16,81141600601,405701,Lugano- Stazione Piazza Besso- Mast 1,01.04.2019,06:36:46,06:35:00,-2,459716.97,0,0,M. Porte aperte,26
207,41602,16,81141600653,28011,TPL Rimessa Rugi' E,01.04.2019,06:36:48,06:35:00,-2,511536.92,0,0,,
201,41601,16,81141600601,405801,Lugano- S. Nicolao- Mast 1,01.04.2019,06:37:44,06:36:00,-2,459717.15,0.18,0.186,M. Porte aperte,12
201,41601,16,81141600601,422001,Lugano- Conservatorio- Mast 1,01.04.2019,06:39:00,06:38:00,-1,459717.58,0.43,0.379,,
201,41601,16,81141600601,482701,Sorengo- Moncucchetto- Mast 1,01.04.2019,06:39:34,06:39:00,-1,459717.8,0.22,0.211,,
201,41601,16,81141600601,482801,Cortivallo- Paese- Mast 1,01.04.2019,06:39:54,06:39:30,0,459717.93,0.12,0.15,,
201,41601,16,81141600601,482901,Cortivallo- Casa Anziani- Mast 1,01.04.2019,06:40:56,06:40:00,-1,459718.2,0.26,0.273,,
201,41601,16,81141600601,483001,Cremignone- Paese- Mast 1,01.04.2019,06:41:28,06:41:00,0,459718.38,0.18,0.227,,
201,41601,16,81141600601,422101,Breganzona- Via Casale- Mast 1,01.04.2019,06:42:06,06:42:00,0,459718.65,0.27,0.245,,
201,41601,16,81141600601,483101,Breganzona- Prevagno- Mast 1,01.04.2019,06:42:44,06:43:00,0,459718.88,0.22,0.217,,
201,41601,16,81141600601,483201,Muzzano- Paese- Mast 1,01.04.2019,06:45:04,06:44:00,-1,459719.23,0.35,0.421,,
201,41601,16,81141600601,422201,Breganzona- Biogno- Mast 1,01.04.2019,06:47:10,06:46:00,-1,459719.98,0.74,0.815,M. Porte aperte,10
207,41602,16,81141600653,405701,Lugano- Stazione Piazza Besso- Mast 1,01.04.2019,06:48:24,06:50:00,2,511541.01,4.09,3,,
201,41601,16,81141600601,406203,Breganzona- Posta- Mast 3,01.04.2019,06:48:36,06:47:00,-2,459720.56,0.58,0.569,,
201,41601,16,81141600601,422301,Breganzona- Camara Medi- Mast 1,01.04.2019,06:49:36,06:48:00,-2,459720.95,0.38,0.352,,
201,41601,16,81141600601,422401,Breganzona- Camara Scuole- Mast 1,01.04.2019,06:50:00,06:49:00,-1,459721.1,0.15,0.238,,
207,41602,16,81141600602,405701,Lugano- Stazione Piazza Besso- Mast 1,01.04.2019,06:50:10,06:50:00,0,511541.03,0,0,M. Porte aperte,18
201,41601,16,81141600601,422801,Breganzona- Pianazzo- Mast 1,01.04.2019,06:50:48,06:49:30,-1,459721.26,0.16,0.15,,
207,41602,16,81141600602,405801,Lugano- S. Nicolao- Mast 1,01.04.2019,06:50:56,06:51:00,0,511541.22,0.19,0.186,,
201,41601,16,81141600601,422501,Breganzona- Vergio'- Mast 1,01.04.2019,06:51:34,06:51:00,-1,459721.46,0.19,0.156,M. Porte aperte,10
207,41602,16,81141600602,405901,Lugano- Studio Radio- Mast 1,01.04.2019,06:52:36,06:52:00,-1,511541.53,0.3,0.337,,
201,41601,16,81141600601,406002,Massagno- Cinque Vie- Mast 2,01.04.2019,06:54:14,06:54:00,0,459721.89,0.43,0.475,,
207,41602,16,81141600602,406001,Massagno- Cinque Vie- Mast 1,01.04.2019,06:54:14,06:54:00,0,511541.94,0.41,0.403,,
201,41601,16,81141600601,405902,Lugano- Studio Radio- Mast 2,01.04.2019,06:54:58,06:55:00,0,459722.19,0.3,0.267,,
207,41602,16,81141600602,422502,Breganzona- Vergio'- Mast 2,01.04.2019,06:55:10,06:55:00,0,511542.26,0.32,0.338,,
201,41601,16,81141600601,405802,Lugano- S. Nicolao- Mast 2,01.04.2019,06:56:06,06:57:00,1,459722.59,0.33,0.303,M. Porte aperte,12
207,41602,16,81141600602,422802,Breganzona- Pianazzo- Mast 2,01.04.2019,06:56:16,06:56:00,0,511542.49,0.23,0.14,M. Porte aperte,10
201,41601,16,81141600601,405702,Lugano- Stazione Piazza Besso- Mast 2,01.04.2019,06:56:26,06:58:00,2,459722.76,0.23,0.263,,
207,41602,16,81141600602,422402,Breganzona- Camara Scuole- Mast 2,01.04.2019,06:56:36,06:57:00,0,511542.63,0.14,0.14,,
207,41602,16,81141600602,422302,Breganzona- Camara Medi- Mast 2,01.04.2019,06:56:58,06:58:00,1,511542.79,0.15,0.24,,
207,41602,16,81141600602,422202,Breganzona- Biogno- Mast 2,01.04.2019,07:01:06,07:00:00,-1,511543.77,0.98,0.53,M. Porte aperte,16
207,41602,16,81141600602,483202,Muzzano- Paese- Mast 2,01.04.2019,07:02:48,07:02:00,-1,511544.49,0.71,0.84,,
207,41602,16,81141600602,483102,Breganzona- Prevagno- Mast 2,01.04.2019,07:04:04,07:03:00,-1,511544.83,0.34,0.54,,
207,41602,16,81141600602,422102,Breganzona- Via Casale- Mast 2,01.04.2019,07:04:36,07:04:00,-1,511545.07,0.23,0.27,,
207,41602,16,81141600602,483002,Cremignone- Paese- Mast 2,01.04.2019,07:05:16,07:05:00,0,511545.33,0.25,0.2,,
207,41602,16,81141600602,482902,Cortivallo- Casa Anziani- Mast 2,01.04.2019,07:05:44,07:06:00,0,511545.51,0.18,0.23,,
201,41601,16,81141600603,405701,Lugano- Stazione Piazza Besso- Mast 1,01.04.2019,07:07:26,07:05:00,-2,459723.27,0,0,,
201,41601,16,81141600603,405801,Lugano- S. Nicolao- Mast 1,01.04.2019,07:07:48,07:06:00,-2,459723.47,0.2,0.186,,
207,41602,16,81141600602,482802,Cortivallo- Paese- Mast 2,01.04.2019,07:07:56,07:07:00,-1,511545.8,0.28,0.15,,
207,41602,16,81141600602,482702,Sorengo- Moncucchetto- Mast 2,01.04.2019,07:08:14,07:08:00,0,511545.93,0.13,0.15,,
201,41601,16,81141600603,422001,Lugano- Conservatorio- Mast 1,01.04.2019,07:09:02,07:08:00,-1,459723.9,0.43,0.379,,
207,41602,16,81141600602,422602,Lugano- Moncucco Clinica- Mast 2,01.04.2019,07:09:32,07:09:00,-1,511546.24,0.3,0.24,,
201,41601,16,81141600603,482701,Sorengo- Moncucchetto- Mast 1,01.04.2019,07:09:38,07:09:00,-1,459724.13,0.22,0.211,,
201,41601,16,81141600603,482801,Cortivallo- Paese- Mast 1,01.04.2019,07:09:56,07:09:30,0,459724.26,0.13,0.15,,
