VEICOLO,TURNO,LINEA,CORSA,POSIZIONE,INDIRIZZO,DATA,TRANS.REALE,TRANS.PROGRAMMATO,SCOST.,KM,TRATTA REALE [KM],TRATTA PROGR. [KM],EVENTO,DURATA
106,41001,10,72741000595,28012,TPL Rimessa Rugi' A,01.01.2019,18:48:18,18:38:00,-10,126939.98,0,4.678,,
106,41001,10,72741000596,28011,TPL Rimessa Rugi' E,01.01.2019,18:48:50,18:42:00,-7,126939.98,0,0,,
106,41001,10,72741000596,402301,Castagnola- Capolinea- Mast 1,01.01.2019,18:56:38,18:56:00,-1,126944.72,4.74,3,,
106,41001,10,72741000580,402301,Castagnola- Capolinea- Mast 1,01.01.2019,19:00:54,18:56:00,-5,126944.76,0,0,M. Porte aperte,224
106,41001,10,72741000580,408901,Castagnola- S. Michele- Mast 1,01.01.2019,19:01:22,18:56:30,-5,126944.95,0.19,0.273,,
106,41001,10,72741000580,409001,Castagnola- Valle'e- Mast 1,01.01.2019,19:01:46,18:57:00,-5,126945.22,0.27,0.276,,
106,41001,10,72741000580,409101,Castagnola- S. Giorgio- Mast 1,01.01.2019,19:02:14,18:57:30,-5,126945.5,0.28,0.26,,
106,41001,10,72741000580,425701,Ruvigliana- Parco S. Michele- Mast 1,01.01.2019,19:03:02,18:58:30,-5,126946.03,0.52,0.234,,
106,41001,10,72741000580,425801,Suvigliana- Funicolare- Mast 1,01.01.2019,19:03:22,18:59:00,-4,126946.29,0.25,0.235,,
106,41001,10,72741000580,425901,Albonago- Gradinata- Mast 1,01.01.2019,19:03:40,18:59:30,-4,126946.51,0.22,0.24,,
106,41001,10,72741000580,426001,Albonago- Via Ruscello- Mast 1,01.01.2019,19:03:58,19:00:30,-3,126946.76,0.25,0.239,,
106,41001,10,72741000580,425102,Albonago- Via Max Frisch- Mast 2,01.01.2019,19:04:14,19:01:00,-3,126946.99,0.23,0.237,,
106,41001,10,72741000580,411602,Viganello- Centro / Scuole- Mast 2,01.01.2019,19:05:38,19:02:30,-3,126947.95,0.95,0.947,,
106,41001,10,72741000580,411601,Viganello- Centro / Scuole- Mast 1,01.01.2019,19:06:10,19:03:00,-3,126948.19,0.24,0.248,,
106,41001,10,72741000580,408601,Viganello- S. Siro- Mast 1,01.01.2019,19:07:10,19:04:00,-3,126948.75,0.56,0.539,,
