VEICOLO,TURNO,LINEA,CORSA,POSIZIONE,INDIRIZZO,DATA,TRANS.REALE,TRANS.PROGRAMMATO,SCOST.,KM,TRATTA REALE [KM],TRATTA PROGR. [KM],EVENTO,DURATA
435,40601,6,81140626036,28011,TPL Rimessa Rugi' E,02.09.2019,06:00:20,05:58:00,-2,255349.58,0,0,M. Porte aperte,92
443,40602,6,81140626024,28011,TPL Rimessa Rugi' E,02.09.2019,06:00:34,06:00:00,-1,75114.43,0,0,,
443,40602,6,81140626024,411001,Lugano- Cornaredo- Mast 1,02.09.2019,06:04:30,06:05:00,0,75115.66,1.22,1.39,,
443,40602,6,81140606002,411001,Lugano- Cornaredo- Mast 1,02.09.2019,06:05:44,06:05:00,-1,75115.67,0,,M. Porte aperte,26
443,40602,6,81140606002,404901,Lugano- Stadio- Mast 1,02.09.2019,06:05:58,06:05:30,0,75115.77,0.09,0.153,,
443,40602,6,81140606002,405001,Lugano- Resega- Mast 1,02.09.2019,06:07:30,06:06:30,-1,75116,0.23,0.23,M. Porte aperte,20
443,40602,6,81140606002,412002,Lugano- Via Brentani- Mast 2,02.09.2019,06:08:52,06:08:00,-1,75116.57,0.56,0.7,,
435,40601,6,81140626036,407002,Lugano Stazione 2,02.09.2019,06:09:42,06:10:00,0,255353.94,4.36,4.085,,
443,40602,6,81140606002,412202,Lugano- Via Beltramina- Mast 2,02.09.2019,06:10:22,06:09:00,-1,75116.85,0.28,0.312,M. Porte aperte,14
435,40601,6,81140606001,407002,Lugano Stazione 2,02.09.2019,06:11:04,06:10:00,-1,255353.97,0,0,M. Porte aperte,36
443,40602,6,81140606002,411902,Lugano- Casa Serena- Mast 2,02.09.2019,06:11:14,06:09:30,-2,75117.14,0.28,0.318,M. Porte aperte,10
443,40602,6,81140606002,408202,Lugano- Ponte Madonnetta- Mast 2,02.09.2019,06:13:00,06:11:00,-2,75117.39,0.25,0.33,M. Porte aperte,18
435,40601,6,81140606001,402802,Lugano- ai Frati- Mast 2,02.09.2019,06:13:22,06:13:00,0,255354.73,0.76,0.771,,
443,40602,6,81140606002,412102,Lugano- Universita'- Mast 2,02.09.2019,06:14:10,06:11:30,-3,75117.57,0.17,0.19,M. Porte aperte,14
435,40601,6,81140606001,412301,Lugano- Via Olgiati- Mast 1,02.09.2019,06:14:32,06:15:00,0,255355.21,0.47,0.505,,
435,40601,6,81140606001,412101,Lugano- Universita'- Mast 1,02.09.2019,06:15:34,06:17:00,1,255355.57,0.36,0.35,,
443,40602,6,81140606002,412302,Lugano- Via Olgiati- Mast 2,02.09.2019,06:15:46,06:13:00,-3,75117.86,0.29,0.3,M. Porte aperte,8
435,40601,6,81140606001,408205,Lugano- Ponte Madonnetta- Mast 5,02.09.2019,06:17:24,06:18:30,1,255355.78,0.21,0.22,,
443,40602,6,81140606002,402801,Lugano- ai Frati- Mast 1,02.09.2019,06:17:42,06:15:00,-3,75118.36,0.45,0.56,M. Porte aperte,18
435,40601,6,81140606001,411901,Lugano- Casa Serena- Mast 1,02.09.2019,06:18:18,06:19:00,1,255356.2,0.41,0.325,M. Porte aperte,10
444,40603,6,81140626030,28011,TPL Rimessa Rugi' E,02.09.2019,06:18:36,06:15:00,-4,90860.63,0,0,M. Porte aperte,398
435,40601,6,81140606001,412201,Lugano- Via Beltramina- Mast 1,02.09.2019,06:19:04,06:19:30,0,255356.42,0.22,0.224,M. Porte aperte,10
435,40601,6,81140606001,412001,Lugano- Via Brentani- Mast 1,02.09.2019,06:19:34,06:21:00,1,255356.65,0.22,0.28,,
443,40602,6,81140606002,407001,Lugano- Stazione- Mast 1,02.09.2019,06:20:36,06:18:00,-3,75118.92,0.6,0.772,,
435,40601,6,81140606001,405002,Lugano- Resega- Mast 2,02.09.2019,06:20:56,06:23:00,2,255357.44,0.79,0.765,,
435,40601,6,81140606001,404902,Lugano- Stadio- Mast 2,02.09.2019,06:21:34,06:24:00,2,255357.75,0.25,0.227,,
