VEICOLO,TURNO,LINEA,CORSA,POSIZIONE,INDIRIZZO,DATA,TRANS.REALE,TRANS.PROGRAMMATO,SCOST.,KM,TRATTA REALE [KM],TRATTA PROGR. [KM],EVENTO,DURATA
106,41001,10,72741000510,402301,Castagnola- Capolinea- Mast 1,01.08.2019,08:00:02,07:56:00,-4,156390.38,0,0,M. Porte aperte,684
106,41001,10,72741000510,408901,Castagnola- S. Michele- Mast 1,01.08.2019,08:00:32,07:56:30,-4,156390.61,0.23,0.273,,
106,41001,10,72741000510,409001,Castagnola- Valle'e- Mast 1,01.08.2019,08:01:10,07:57:00,-4,156390.97,0.34,0.276,M. Porte aperte,2
106,41001,10,72741000510,409101,Castagnola- S. Giorgio- Mast 1,01.08.2019,08:01:40,07:57:30,-4,156391.16,0.21,0.26,,
106,41001,10,72741000510,425701,Ruvigliana- Parco S. Michele- Mast 1,01.08.2019,08:02:34,07:58:30,-4,156391.69,0.52,0.234,,
106,41001,10,72741000510,425801,Suvigliana- Funicolare- Mast 1,01.08.2019,08:02:56,07:59:00,-4,156391.94,0.24,0.235,,
106,41001,10,72741000510,425901,Albonago- Gradinata- Mast 1,01.08.2019,08:03:14,07:59:30,-4,156392.17,0.23,0.24,,
106,41001,10,72741000510,426001,Albonago- Via Ruscello- Mast 1,01.08.2019,08:03:30,08:00:30,-3,156392.42,0.24,0.239,,
106,41001,10,72741000510,425102,Albonago- Via Max Frisch- Mast 2,01.08.2019,08:03:50,08:01:00,-3,156392.64,0.21,0.237,,
106,41001,10,72741000510,411602,Viganello- Centro / Scuole- Mast 2,01.08.2019,08:05:12,08:02:30,-3,156393.6,0.96,0.947,,
106,41001,10,72741000510,411601,Viganello- Centro / Scuole- Mast 1,01.08.2019,08:05:48,08:03:00,-3,156393.83,0.23,0.248,,
106,41001,10,72741000510,408601,Viganello- S. Siro- Mast 1,01.08.2019,08:06:48,08:04:00,-3,156394.39,0.55,0.539,,
106,41001,10,72741000510,425101,Albonago- Via Max Frisch- Mast 1,01.08.2019,08:07:36,08:05:00,-3,156394.63,0.24,0.308,,
106,41001,10,72741000510,426101,Albonago- Sentiero Cavan- Mast 1,01.08.2019,08:09:08,08:05:30,-4,156394.89,0.26,0.275,,
106,41001,10,72741000510,425201,Albonago- ai Ronchi- Mast 1,01.08.2019,08:09:54,08:06:00,-4,156395.2,0.3,0.3,,
106,41001,10,72741000510,425301,Albonago- al Bosco- Mast 1,01.08.2019,08:11:10,08:07:00,-4,156395.52,0.32,0.347,,
106,41001,10,72741000510,425401,Albonago- Sentiero Castagni- Mast 1,01.08.2019,08:12:22,08:08:00,-4,156396,0.38,0.375,,
106,41001,10,72741000510,425501,Albonago- Paese- Mast 1,01.08.2019,08:12:36,08:09:00,-4,156396.06,0.15,0.188,,
106,41001,10,72741000511,425501,Albonago- Paese- Mast 1,01.08.2019,08:17:24,08:15:00,-2,156396.14,0,0,M. Porte aperte,252
106,41001,10,72741000511,425402,Albonago  Sentiero Castagni  Mast 2,01.08.2019,08:17:52,08:15:30,-2,156396.24,0.1,0.135,,
106,41001,10,72741000511,425302,Albonago  al Bosco  Mast 2,01.08.2019,08:18:48,08:16:30,-2,156396.59,0.34,0.428,,
106,41001,10,72741000511,425202,Albonago  ai Ronchi  Mast 2,01.08.2019,08:19:48,08:17:30,-2,156396.95,0.36,0.382,,
106,41001,10,72741000511,426102,Albonago  Sentiero Cavan  Mast 2,01.08.2019,08:20:50,08:18:00,-3,156397.49,0.54,0.265,,
106,41001,10,72741000511,425102,Albonago- Via Max Frisch- Mast 2,01.08.2019,08:20:52,08:19:00,-2,156397.49,0,0.245,,
106,41001,10,72741000511,411602,Viganello- Centro / Scuole- Mast 2,01.08.2019,08:22:38,08:20:30,-2,156398.45,0.95,0.947,,
106,41001,10,72741000511,411601,Viganello- Centro / Scuole- Mast 1,01.08.2019,08:23:18,08:21:00,-2,156398.68,0.22,0.248,,
106,41001,10,72741000511,408601,Viganello- S. Siro- Mast 1,01.08.2019,08:24:10,08:22:00,-2,156399.24,0.56,0.539,,
106,41001,10,72741000511,425101,Albonago- Via Max Frisch- Mast 1,01.08.2019,08:24:46,08:23:00,-2,156399.47,0.23,0.308,,
106,41001,10,72741000511,426002,Albonago  Via Ruscello  Mast 2,01.08.2019,08:25:18,08:24:00,-1,156399.72,0.25,0.275,,
106,41001,10,72741000511,425902,Albonago  Gradinata  Mast 2,01.08.2019,08:25:44,08:24:30,-1,156399.98,0.25,0.19,,
106,41001,10,72741000511,425802,Suvigliana  Funicolare  Mast 2,01.08.2019,08:26:12,08:25:30,-1,156400.2,0.22,0.264,,
106,41001,10,72741000511,425702,Ruvigliana  Parco S. Michele  Mast 2,01.08.2019,08:26:44,08:26:00,-1,156400.46,0.25,0.26,,
106,41001,10,72741000511,409202,Ruvigliana  ex Clinica  Mast 2,01.08.2019,08:27:08,08:26:30,-1,156400.67,0.2,0.177,,
106,41001,10,72741000511,409102,Castagnola  S. Giorgio  Mast 2,01.08.2019,08:27:48,08:27:00,-1,156401.01,0.34,0.395,,
106,41001,10,72741000511,409002,Castagnola  Valle'e  Mast 2,01.08.2019,08:28:14,08:27:30,-1,156401.24,0.23,0.214,,
106,41001,10,72741000511,408902,Castagnola  S. Michele  Mast 2,01.08.2019,08:29:12,08:28:30,-1,156401.5,0.26,0.288,,
106,41001,10,72741000511,402301,Castagnola- Capolinea- Mast 1,01.08.2019,08:29:34,08:29:00,-1,156401.81,0.3,0.235,,
106,41001,10,72741000516,402301,Castagnola- Capolinea- Mast 1,01.08.2019,08:58:48,08:56:00,-3,156401.84,0,0,M. Porte aperte,2358
106,41001,10,72741000516,408901,Castagnola- S. Michele- Mast 1,01.08.2019,08:59:38,08:56:30,-3,156402.05,0.2,0.273,,
106,41001,10,72741000516,409001,Castagnola- Valle'e- Mast 1,01.08.2019,09:00:24,08:57:00,-3,156402.32,0.27,0.276,,
106,41001,10,72741000516,409101,Castagnola- S. Giorgio- Mast 1,01.08.2019,09:01:14,08:57:30,-4,156402.61,0.28,0.26,,
106,41001,10,72741000516,425701,Ruvigliana- Parco S. Michele- Mast 1,01.08.2019,09:02:34,08:58:30,-4,156403.13,0.51,0.234,,
106,41001,10,72741000516,425801,Suvigliana- Funicolare- Mast 1,01.08.2019,09:03:02,08:59:00,-4,156403.39,0.26,0.235,,
106,41001,10,72741000516,425901,Albonago- Gradinata- Mast 1,01.08.2019,09:03:30,08:59:30,-4,156403.62,0.23,0.24,,
106,41001,10,72741000516,426001,Albonago- Via Ruscello- Mast 1,01.08.2019,09:03:52,09:00:30,-3,156403.87,0.24,0.239,,
106,41001,10,72741000516,425102,Albonago- Via Max Frisch- Mast 2,01.08.2019,09:04:16,09:01:00,-3,156404.09,0.21,0.237,,
106,41001,10,72741000516,411602,Viganello- Centro / Scuole- Mast 2,01.08.2019,09:05:58,09:02:30,-3,156405.04,0.95,0.947,,
106,41001,10,72741000516,411601,Viganello- Centro / Scuole- Mast 1,01.08.2019,09:06:48,09:03:00,-4,156405.27,0.22,0.248,,
106,41001,10,72741000516,408601,Viganello- S. Siro- Mast 1,01.08.2019,09:07:58,09:04:00,-4,156405.84,0.56,0.539,,
106,41001,10,72741000516,425101,Albonago- Via Max Frisch- Mast 1,01.08.2019,09:08:38,09:05:00,-4,156406.09,0.24,0.308,,
106,41001,10,72741000516,426101,Albonago- Sentiero Cavan- Mast 1,01.08.2019,09:09:22,09:05:30,-4,156406.34,0.25,0.275,,
106,41001,10,72741000516,425201,Albonago- ai Ronchi- Mast 1,01.08.2019,09:10:18,09:06:00,-4,156406.65,0.3,0.3,,
106,41001,10,72741000516,425301,Albonago- al Bosco- Mast 1,01.08.2019,09:11:34,09:07:00,-5,156406.97,0.32,0.347,,
106,41001,10,72741000516,425401,Albonago- Sentiero Castagni- Mast 1,01.08.2019,09:12:40,09:08:00,-5,156407.45,0.38,0.375,,
106,41001,10,72741000516,425501,Albonago- Paese- Mast 1,01.08.2019,09:12:56,09:09:00,-4,156407.52,0.16,0.188,,
106,41001,10,72741000517,425501,Albonago- Paese- Mast 1,01.08.2019,09:16:28,09:15:00,-1,156407.59,0,0,M. Porte aperte,160
106,41001,10,72741000517,425402,Albonago  Sentiero Castagni  Mast 2,01.08.2019,09:17:10,09:15:30,-2,156407.69,0.1,0.135,,
106,41001,10,72741000517,425302,Albonago  al Bosco  Mast 2,01.08.2019,09:18:06,09:16:30,-2,156408.04,0.34,0.428,,
106,41001,10,72741000517,425202,Albonago  ai Ronchi  Mast 2,01.08.2019,09:19:08,09:17:30,-2,156408.41,0.37,0.382,,
106,41001,10,72741000517,426102,Albonago  Sentiero Cavan  Mast 2,01.08.2019,09:19:38,09:18:00,-2,156408.71,0.3,0.265,,
