VEICOLO,TURNO,LINEA,CORSA,POSIZIONE,INDIRIZZO,DATA,TRANS.REALE,TRANS.PROGRAMMATO,SCOST.,KM,TRATTA REALE [KM],TRATTA PROGR. [KM],EVENTO,DURATA
313,41301,S,81141300455,28011,TPL Rimessa Rugi' E,01.03.2019,06:54:18,06:55:30,1,111298.87,0,,,
317,41302,S,81141300458,28011,TPL Rimessa Rugi' E,01.03.2019,07:04:52,07:05:30,1,107304.95,0,0,M. Porte aperte,44
310,41301,S,81141300455,28011,TPL Rimessa Rugi' E,01.03.2019,07:04:56,06:55:30,-9,568168.34,0,0,M. Porte aperte,116
310,41301,S,81141300402,404802,Lugano- Gerra- Mast 2,01.03.2019,07:06:02,07:05:00,-1,568168.52,0.55,0.421,M. Porte aperte,12
317,41302,S,81141300458,412402,Lugano- Pista Ghiaccio- Mast 2,01.03.2019,07:06:58,07:11:30,5,107306.09,1.14,1.35,,
310,41301,S,81141300402,404702,Lugano- Cimitero- Mast 2,01.03.2019,07:07:04,07:06:00,-1,568168.83,0.3,0.304,M. Porte aperte,16
310,41301,S,81141300402,402602,Lugano- Via Ginevra- Mast 2,01.03.2019,07:10:18,07:10:00,0,568170.31,1.43,1.41,M. Porte aperte,12
310,41301,S,81141300402,400102,Lugano- Centro- Mast 2,01.03.2019,07:10:44,07:11:30,1,568170.47,0.2,0.313,,
317,41302,S,81141300404,412402,Lugano- Pista Ghiaccio- Mast 2,01.03.2019,07:11:30,07:11:30,0,107306.29,0,0,M. Porte aperte,22
313,41303,S,81141300462,28011,TPL Rimessa Rugi' E,01.03.2019,07:11:48,07:15:30,4,111298.87,0,0,,
317,41302,S,81141300404,405002,Lugano- Resega- Mast 2,01.03.2019,07:12:08,07:13:30,1,107306.5,0.21,0.263,,
317,41302,S,81141300404,404802,Lugano- Gerra- Mast 2,01.03.2019,07:13:54,07:15:00,1,107306.97,0.47,0.421,M. Porte aperte,12
317,41302,S,81141300404,404702,Lugano- Cimitero- Mast 2,01.03.2019,07:15:38,07:16:00,0,107307.26,0.29,0.304,,
310,41301,S,81141300401,400102,Lugano- Centro- Mast 2,01.03.2019,07:17:18,07:13:00,-4,568170.54,0,0,M. Porte aperte,20
310,41301,S,81141300401,401302,Lugano- Autosilo- Mast 2,01.03.2019,07:18:12,07:15:00,-3,568170.91,0.37,0.382,,
317,41302,S,81141300404,402602,Lugano- Via Ginevra- Mast 2,01.03.2019,07:19:46,07:20:00,0,107308.73,1.43,1.41,M. Porte aperte,12
317,41302,S,81141300404,400102,Lugano- Centro- Mast 2,01.03.2019,07:20:36,07:21:30,1,107308.93,0.24,0.313,,
310,41301,S,81141300401,404701,Lugano- Cimitero- Mast 1,01.03.2019,07:22:00,07:19:00,-3,568172.35,1.43,1.416,,
313,41303,S,81141300406,412402,Lugano- Pista Ghiaccio- Mast 2,01.03.2019,07:23:24,07:21:30,-2,111300.04,0,0,,
310,41301,S,81141300401,404801,Lugano- Gerra- Mast 1,01.03.2019,07:23:32,07:20:00,-4,568172.7,0.35,0.278,M. Porte aperte,30
317,41302,S,81141300403,400102,Lugano- Centro- Mast 2,01.03.2019,07:24:54,07:23:00,-2,107308.98,0,,M. Porte aperte,44
313,41303,S,81141300406,405002,Lugano- Resega- Mast 2,01.03.2019,07:25:04,07:23:30,-2,111300.45,0.4,0.263,,
310,41301,S,81141300401,405001,Lugano- Resega- Mast 1,01.03.2019,07:25:50,07:21:00,-5,568173.16,0.37,0.411,,
310,41301,S,81141300401,412402,Lugano- Pista Ghiaccio- Mast 2,01.03.2019,07:26:06,07:23:00,-3,568173.33,0.24,0.443,,
317,41302,S,81141300403,401302,Lugano- Autosilo- Mast 2,01.03.2019,07:26:08,07:25:00,-1,107309.32,0.33,0.382,,
313,41303,S,81141300406,404802,Lugano- Gerra- Mast 2,01.03.2019,07:27:06,07:25:00,-2,111300.91,0.46,0.421,,
313,41303,S,81141300406,404702,Lugano- Cimitero- Mast 2,01.03.2019,07:28:12,07:26:00,-2,111301.21,0.3,0.304,,
317,41302,S,81141300403,404701,Lugano- Cimitero- Mast 1,01.03.2019,07:28:42,07:29:00,0,107310.76,1.44,1.416,,
317,41302,S,81141300403,404801,Lugano- Gerra- Mast 1,01.03.2019,07:29:22,07:30:00,1,107311.05,0.29,0.278,,
317,41302,S,81141300403,405001,Lugano- Resega- Mast 1,01.03.2019,07:30:52,07:31:00,0,107311.56,0.43,0.411,M. Porte aperte,10
317,41302,S,81141300403,412402,Lugano- Pista Ghiaccio- Mast 2,01.03.2019,07:31:42,07:33:00,1,107311.73,0.24,0.443,,
313,41303,S,81141300406,402602,Lugano- Via Ginevra- Mast 2,01.03.2019,07:32:08,07:30:00,-2,111302.69,1.4,1.41,,
310,41301,S,81141300408,412402,Lugano- Pista Ghiaccio- Mast 2,01.03.2019,07:32:40,07:31:30,-1,568173.52,0,0,M. Porte aperte,74
313,41303,S,81141300406,400102,Lugano- Centro- Mast 2,01.03.2019,07:33:00,07:31:30,-2,111302.88,0.27,0.313,,
310,41301,S,81141300408,405002,Lugano- Resega- Mast 2,01.03.2019,07:33:36,07:33:30,0,568173.74,0.21,0.263,,
313,41303,S,81141300405,400102,Lugano- Centro- Mast 2,01.03.2019,07:34:54,07:33:00,-2,111302.88,0,0,,
310,41301,S,81141300408,404802,Lugano- Gerra- Mast 2,01.03.2019,07:35:42,07:35:00,-1,568174.2,0.46,0.421,M. Porte aperte,12
313,41303,S,81141300405,401302,Lugano- Autosilo- Mast 2,01.03.2019,07:36:04,07:35:00,-1,111303.27,0.39,0.382,,
310,41301,S,81141300408,404702,Lugano- Cimitero- Mast 2,01.03.2019,07:37:40,07:36:00,-2,568174.51,0.3,0.304,M. Porte aperte,18
313,41303,S,81141300405,404701,Lugano- Cimitero- Mast 1,01.03.2019,07:40:52,07:39:00,-2,111304.71,1.44,1.416,,
313,41303,S,81141300405,404801,Lugano- Gerra- Mast 1,01.03.2019,07:41:26,07:40:00,-1,111305.01,0.3,0.278,,
310,41301,S,81141300408,402602,Lugano- Via Ginevra- Mast 2,01.03.2019,07:41:54,07:40:00,-2,568175.99,1.43,1.41,M. Porte aperte,18
317,41302,S,81141300410,412402,Lugano- Pista Ghiaccio- Mast 2,01.03.2019,07:42:02,07:41:30,-1,107311.93,0,0,M. Porte aperte,116
310,41301,S,81141300408,400102,Lugano- Centro- Mast 2,01.03.2019,07:43:02,07:41:30,-2,568176.18,0.24,0.313,,
317,41302,S,81141300410,405002,Lugano- Resega- Mast 2,01.03.2019,07:43:52,07:43:30,0,107312.13,0.2,0.263,,
313,41303,S,81141300405,405001,Lugano- Resega- Mast 1,01.03.2019,07:44:18,07:41:00,-3,111305.54,0.42,0.411,,
313,41303,S,81141300405,412402,Lugano- Pista Ghiaccio- Mast 2,01.03.2019,07:44:36,07:43:00,-2,111305.7,0.27,0.443,,
317,41302,S,81141300410,404802,Lugano- Gerra- Mast 2,01.03.2019,07:44:58,07:45:00,0,107312.6,0.47,0.421,M. Porte aperte,10
317,41302,S,81141300410,404702,Lugano- Cimitero- Mast 2,01.03.2019,07:46:14,07:46:00,0,107312.9,0.29,0.304,M. Porte aperte,10
310,41301,S,81141300407,400102,Lugano- Centro- Mast 2,01.03.2019,07:46:28,07:43:00,-3,568176.22,0,0,M. Porte aperte,102
310,41301,S,81141300407,401302,Lugano- Autosilo- Mast 2,01.03.2019,07:47:22,07:45:00,-2,568176.59,0.37,0.382,,
310,41301,S,81141300407,404701,Lugano- Cimitero- Mast 1,01.03.2019,07:51:28,07:49:00,-2,568178.06,1.47,1.416,M. Porte aperte,12
313,41303,S,81141300412,412402,Lugano- Pista Ghiaccio- Mast 2,01.03.2019,07:51:34,07:51:30,0,111305.7,0,0,,
317,41302,S,81141300410,402602,Lugano- Via Ginevra- Mast 2,01.03.2019,07:52:08,07:50:00,-2,107314.36,1.42,1.41,M. Porte aperte,14
310,41301,S,81141300407,404801,Lugano- Gerra- Mast 1,01.03.2019,07:52:26,07:50:00,-2,568178.33,0.26,0.278,,
317,41302,S,81141300410,400102,Lugano- Centro- Mast 2,01.03.2019,07:52:52,07:51:30,-1,107314.53,0.21,0.313,,
313,41303,S,81141300412,405002,Lugano- Resega- Mast 2,01.03.2019,07:53:40,07:53:30,0,111306.11,0.4,0.263,,
310,41301,S,81141300407,405001,Lugano- Resega- Mast 1,01.03.2019,07:54:14,07:51:00,-3,568178.83,0.42,0.411,,
310,41301,S,81141300407,412402,Lugano- Pista Ghiaccio- Mast 2,01.03.2019,07:54:30,07:53:00,-2,568179,0.25,0.443,,
313,41303,S,81141300412,404802,Lugano- Gerra- Mast 2,01.03.2019,07:55:28,07:55:00,0,111306.57,0.46,0.421,,
317,41302,S,81141300409,400102,Lugano- Centro- Mast 2,01.03.2019,07:56:18,07:53:00,-3,107314.63,0,0,M. Porte aperte,22
313,41303,S,81141300412,404702,Lugano- Cimitero- Mast 2,01.03.2019,07:57:22,07:56:00,-1,111306.87,0.3,0.304,,
317,41302,S,81141300409,401302,Lugano- Autosilo- Mast 2,01.03.2019,07:57:52,07:55:00,-3,107314.99,0.36,0.382,M. Porte aperte,8
317,41302,S,81141300409,404701,Lugano- Cimitero- Mast 1,01.03.2019,08:02:04,07:59:00,-3,107316.42,1.43,1.416,M. Porte aperte,10
