VEICOLO,TURNO,LINEA,CORSA,POSIZIONE,INDIRIZZO,DATA,TRANS.REALE,TRANS.PROGRAMMATO,SCOST.,KM,TRATTA REALE [KM],TRATTA PROGR. [KM],EVENTO,DURATA
317,41301,S,81141300455,28011,TPL Rimessa Rugi' E,01.02.2019,06:55:36,06:55:30,0,105773.33,0,0,R. Porte aperte,48
317,41301,S,81141300455,412402,Lugano- Pista Ghiaccio- Mast 2,01.02.2019,06:59:16,07:01:30,2,105774.5,1.17,1.35,,
317,41301,S,81141300402,412402,Lugano- Pista Ghiaccio- Mast 2,01.02.2019,07:02:14,07:01:30,-1,105774.7,0,0,M. Porte aperte,22
317,41301,S,81141300402,405002,Lugano- Resega- Mast 2,01.02.2019,07:03:36,07:03:30,0,105774.92,0.21,0.263,,
317,41301,S,81141300402,404802,Lugano- Gerra- Mast 2,01.02.2019,07:04:56,07:05:00,0,105775.38,0.46,0.421,M. Porte aperte,10
317,41301,S,81141300402,404702,Lugano- Cimitero- Mast 2,01.02.2019,07:06:14,07:06:00,0,105775.68,0.29,0.304,M. Porte aperte,12
316,41302,S,81141300458,28011,TPL Rimessa Rugi' E,01.02.2019,07:06:30,07:05:30,-1,104524.75,0,0,,
316,41302,S,81141300458,412402,Lugano- Pista Ghiaccio- Mast 2,01.02.2019,07:09:36,07:11:30,2,104525.92,1.17,1.35,,
317,41301,S,81141300402,402602,Lugano- Via Ginevra- Mast 2,01.02.2019,07:10:28,07:10:00,0,105777.14,1.42,1.41,M. Porte aperte,8
317,41301,S,81141300402,400102,Lugano- Centro- Mast 2,01.02.2019,07:11:20,07:11:30,0,105777.34,0.24,0.313,,
316,41302,S,81141300404,412402,Lugano- Pista Ghiaccio- Mast 2,01.02.2019,07:12:04,07:11:30,-1,104526.11,0,0,M. Porte aperte,18
317,41301,S,81141300401,400102,Lugano- Centro- Mast 2,01.02.2019,07:13:56,07:13:00,-1,105777.4,0,0,M. Porte aperte,98
316,41302,S,81141300404,405002,Lugano- Resega- Mast 2,01.02.2019,07:14:02,07:13:30,-1,104526.32,0.21,0.263,,
317,41301,S,81141300401,401302,Lugano- Autosilo- Mast 2,01.02.2019,07:15:34,07:15:00,-1,105777.74,0.34,0.382,,
