VEICOLO,TURNO,LINEA,CORSA,POSIZIONE,INDIRIZZO,DATA,TRANS.REALE,TRANS.PROGRAMMATO,SCOST.,KM,TRATTA REALE [KM],TRATTA PROGR. [KM],EVENTO,DURATA
106,40901,9,81140900902,423101,Cureggia- Paese- Mast 1,02.08.2019,07:21:00,07:20:00,-1,156591.6,0,0,M. Porte aperte,690
106,40901,9,81140900902,423002,Cureggia- Bassa- Mast 2,02.08.2019,07:22:26,07:21:00,-1,156592.18,0.57,0.586,M. Porte aperte,18
106,40901,9,81140900902,405501,Pregassona- Piazza di Giro- Mast 1,02.08.2019,07:28:32,07:29:00,0,156595.01,2.76,2.654,M. Porte aperte,18
106,40901,9,81140900902,408602,Viganello- S. Siro- Mast 2,02.08.2019,07:30:20,07:31:00,1,156595.7,0.76,1.5,,
106,40901,9,81140900901,408602,Viganello- S. Siro- Mast 2,02.08.2019,07:42:28,07:42:00,0,156595.72,0,0,M. Porte aperte,688
106,40901,9,81140900901,423001,Cureggia- Bassa- Mast 1,02.08.2019,07:48:48,07:49:00,0,156599.11,3.33,3.169,,
106,40901,9,81140900901,423101,Cureggia- Paese- Mast 1,02.08.2019,07:49:42,07:50:00,0,156599.61,0.55,0.586,,
106,40901,9,81140900904,423101,Cureggia- Paese- Mast 1,02.08.2019,07:50:16,07:50:00,0,156599.61,0,,,
106,40901,9,81140900904,423002,Cureggia- Bassa- Mast 2,02.08.2019,07:51:18,07:51:00,0,156600.21,0.6,0.586,,
106,40901,9,81140900904,405501,Pregassona- Piazza di Giro- Mast 1,02.08.2019,07:57:04,07:59:00,2,156603.08,2.74,2.654,,
106,40901,9,81140900904,408602,Viganello- S. Siro- Mast 2,02.08.2019,07:58:32,08:01:00,2,156603.76,0.8,1.5,,
106,40901,9,81140900903,408602,Viganello- S. Siro- Mast 2,02.08.2019,08:10:00,08:09:00,-1,156603.76,0,0,,
106,40901,9,81140900903,405501,Pregassona- Piazza di Giro- Mast 1,02.08.2019,08:11:34,08:11:00,-1,156604.48,0.72,1.5,,
106,40901,9,81140900903,423001,Cureggia- Bassa- Mast 1,02.08.2019,08:17:10,08:19:00,2,156607.41,2.85,2.654,,
106,40901,9,81140900903,423101,Cureggia- Paese- Mast 1,02.08.2019,08:18:12,08:20:00,2,156607.89,0.55,0.586,,
106,40901,9,81140900906,423101,Cureggia- Paese- Mast 1,02.08.2019,08:19:56,08:20:00,0,156607.89,0,,,
106,40901,9,81140900906,423002,Cureggia- Bassa- Mast 2,02.08.2019,08:21:02,08:21:00,0,156608.5,0.6,0.586,,
106,40901,9,81140900906,405501,Pregassona- Piazza di Giro- Mast 1,02.08.2019,08:26:06,08:29:00,3,156611.35,2.74,2.654,,
106,40901,9,82140900923,28011,TPL Rimessa Rugi' E,02.08.2019,11:51:00,11:47:00,-4,156613.45,0,0,,
106,40901,9,82140900923,408602,Viganello- S. Siro- Mast 2,02.08.2019,11:55:58,11:55:00,-1,156615.57,2.12,2.13,,
106,40901,9,81140900905,408602,Viganello- S. Siro- Mast 2,02.08.2019,11:56:10,11:55:00,-1,156615.57,0,0,,
106,40901,9,81140900905,405501,Pregassona- Piazza di Giro- Mast 1,02.08.2019,11:57:48,11:57:00,-1,156616.27,0.69,1.5,,
106,40901,9,81140900908,423002,Cureggia- Bassa- Mast 2,02.08.2019,13:00:54,13:01:00,0,156620.4,4.13,0.586,M. Porte aperte,6420
106,40901,9,81140900908,405501,Pregassona- Piazza di Giro- Mast 1,02.08.2019,13:06:12,13:09:00,3,156623.25,2.74,2.654,,
106,40901,9,81340901906,28011,TPL Rimessa Rugi' E,02.08.2019,15:09:36,15:22:00,12,156625.35,0,0,,
106,40901,9,81140900907,408602,Viganello- S. Siro- Mast 2,02.08.2019,15:32:22,15:30:00,-2,156627.5,0,0,,
106,40901,9,81140900907,405501,Pregassona- Piazza di Giro- Mast 1,02.08.2019,15:33:48,15:32:00,-2,156628.22,0.71,1.5,,
106,40901,9,81140900907,423001,Cureggia- Bassa- Mast 1,02.08.2019,15:39:36,15:40:00,0,156631.14,2.85,2.654,,
106,40901,9,81140900907,423101,Cureggia- Paese- Mast 1,02.08.2019,15:40:28,15:41:00,1,156631.63,0.56,0.586,,
106,40901,9,81140900910,423101,Cureggia- Paese- Mast 1,02.08.2019,15:45:34,15:45:00,-1,156631.63,0,0,,
106,40901,9,81140900910,423002,Cureggia- Bassa- Mast 2,02.08.2019,15:46:38,15:46:00,-1,156632.23,0.6,0.586,,
